#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   177   0.517288E+04  -0.380348E+02   0.174978E-03  -0.380348E+02   0.846791E+00  -0.708943E-06   0.174978E-03  -0.708943E-06   0.646308E-07
   178   0.519715E+04  -0.373508E+02   0.173543E-03  -0.373508E+02   0.835642E+00  -0.694400E-06   0.173543E-03  -0.694400E-06   0.642865E-07
   179   0.522097E+04  -0.366391E+02   0.172123E-03  -0.366391E+02   0.824575E+00  -0.680029E-06   0.172123E-03  -0.680029E-06   0.639451E-07
   180   0.524434E+04  -0.359001E+02   0.170719E-03  -0.359001E+02   0.813626E+00  -0.665819E-06   0.170719E-03  -0.665819E-06   0.636065E-07
   181   0.526725E+04  -0.351337E+02   0.169330E-03  -0.351337E+02   0.802826E+00  -0.651757E-06   0.169330E-03  -0.651757E-06   0.632708E-07
   182   0.528970E+04  -0.343401E+02   0.167956E-03  -0.343401E+02   0.792205E+00  -0.637832E-06   0.167956E-03  -0.637832E-06   0.629378E-07
   183   0.531167E+04  -0.335194E+02   0.166596E-03  -0.335194E+02   0.781783E+00  -0.624034E-06   0.166596E-03  -0.624034E-06   0.626076E-07
   184   0.533316E+04  -0.326719E+02   0.165251E-03  -0.326719E+02   0.771600E+00  -0.610350E-06   0.165251E-03  -0.610350E-06   0.622801E-07
   185   0.535416E+04  -0.317975E+02   0.163920E-03  -0.317975E+02   0.761691E+00  -0.596769E-06   0.163920E-03  -0.596769E-06   0.619553E-07
   186   0.537467E+04  -0.308965E+02   0.162602E-03  -0.308965E+02   0.752079E+00  -0.583279E-06   0.162602E-03  -0.583279E-06   0.616332E-07
   187   0.539467E+04  -0.299690E+02   0.161298E-03  -0.299690E+02   0.742795E+00  -0.569870E-06   0.161298E-03  -0.569870E-06   0.613138E-07
   188   0.541417E+04  -0.290155E+02   0.160006E-03  -0.290155E+02   0.733879E+00  -0.556529E-06   0.160006E-03  -0.556529E-06   0.609969E-07
   189   0.543315E+04  -0.280358E+02   0.158727E-03  -0.280358E+02   0.725362E+00  -0.543245E-06   0.158727E-03  -0.543245E-06   0.606827E-07
   190   0.545160E+04  -0.270305E+02   0.157461E-03  -0.270305E+02   0.717278E+00  -0.530007E-06   0.157461E-03  -0.530007E-06   0.603710E-07
   191   0.546953E+04  -0.259998E+02   0.156206E-03  -0.259998E+02   0.709660E+00  -0.516802E-06   0.156206E-03  -0.516802E-06   0.600619E-07
   192   0.548692E+04  -0.249437E+02   0.154962E-03  -0.249437E+02   0.702541E+00  -0.503621E-06   0.154962E-03  -0.503621E-06   0.597552E-07
   193   0.550375E+04  -0.238626E+02   0.153730E-03  -0.238626E+02   0.695956E+00  -0.490450E-06   0.153730E-03  -0.490450E-06   0.594511E-07
   194   0.552005E+04  -0.227569E+02   0.152509E-03  -0.227569E+02   0.689940E+00  -0.477280E-06   0.152509E-03  -0.477280E-06   0.591494E-07
   195   0.553579E+04  -0.216269E+02   0.151298E-03  -0.216269E+02   0.684530E+00  -0.464097E-06   0.151298E-03  -0.464097E-06   0.588501E-07
   196   0.555097E+04  -0.204729E+02   0.150097E-03  -0.204729E+02   0.679760E+00  -0.450891E-06   0.150097E-03  -0.450891E-06   0.585532E-07
   197   0.556560E+04  -0.192953E+02   0.148906E-03  -0.192953E+02   0.675667E+00  -0.437651E-06   0.148906E-03  -0.437651E-06   0.582587E-07
   198   0.557967E+04  -0.180945E+02   0.147725E-03  -0.180945E+02   0.672289E+00  -0.424364E-06   0.147725E-03  -0.424364E-06   0.579665E-07
   199   0.559316E+04  -0.168708E+02   0.146552E-03  -0.168708E+02   0.669659E+00  -0.411020E-06   0.146552E-03  -0.411020E-06   0.576766E-07
   200   0.560609E+04  -0.156246E+02   0.145389E-03  -0.156246E+02   0.667814E+00  -0.397606E-06   0.145389E-03  -0.397606E-06   0.573890E-07
   201   0.561845E+04  -0.143562E+02   0.144233E-03  -0.143562E+02   0.666793E+00  -0.384115E-06   0.144233E-03  -0.384115E-06   0.571037E-07
   202   0.563022E+04  -0.130663E+02   0.143087E-03  -0.130663E+02   0.666629E+00  -0.370545E-06   0.143087E-03  -0.370545E-06   0.568206E-07
   203   0.564138E+04  -0.117549E+02   0.141948E-03  -0.117549E+02   0.667361E+00  -0.356902E-06   0.141948E-03  -0.356902E-06   0.565398E-07
   204   0.565195E+04  -0.104228E+02   0.140818E-03  -0.104228E+02   0.669025E+00  -0.343187E-06   0.140818E-03  -0.343187E-06   0.562611E-07
   205   0.566189E+04  -0.907017E+01   0.139696E-03  -0.907017E+01   0.671659E+00  -0.329404E-06   0.139696E-03  -0.329404E-06   0.559846E-07
   206   0.567120E+04  -0.769754E+01   0.138583E-03  -0.769754E+01   0.675297E+00  -0.315556E-06   0.138583E-03  -0.315556E-06   0.557103E-07
   207   0.567988E+04  -0.630525E+01   0.137477E-03  -0.630525E+01   0.679977E+00  -0.301646E-06   0.137477E-03  -0.301646E-06   0.554381E-07
   208   0.568792E+04  -0.489390E+01   0.136380E-03  -0.489390E+01   0.685737E+00  -0.287677E-06   0.136380E-03  -0.287677E-06   0.551681E-07
   209   0.569534E+04  -0.346403E+01   0.135290E-03  -0.346403E+01   0.692611E+00  -0.273652E-06   0.135290E-03  -0.273652E-06   0.549001E-07
   210   0.570213E+04  -0.201619E+01   0.134209E-03  -0.201619E+01   0.700638E+00  -0.259575E-06   0.134209E-03  -0.259575E-06   0.546343E-07
   211   0.570830E+04  -0.550935E+00   0.133135E-03  -0.550935E+00   0.709855E+00  -0.245448E-06   0.133135E-03  -0.245448E-06   0.543705E-07
   212   0.571386E+04   0.931176E+00   0.132070E-03   0.931176E+00   0.720296E+00  -0.231275E-06   0.132070E-03  -0.231275E-06   0.541088E-07
   213   0.571881E+04   0.242959E+01   0.131012E-03   0.242959E+01   0.732000E+00  -0.217059E-06   0.131012E-03  -0.217059E-06   0.538491E-07
   214   0.572317E+04   0.394375E+01   0.129962E-03   0.394375E+01   0.745003E+00  -0.202802E-06   0.129962E-03  -0.202802E-06   0.535915E-07
   215   0.572692E+04   0.547307E+01   0.128920E-03   0.547307E+01   0.759335E+00  -0.188509E-06   0.128920E-03  -0.188509E-06   0.533358E-07
   216   0.573006E+04   0.701696E+01   0.127885E-03   0.701696E+01   0.775043E+00  -0.174181E-06   0.127885E-03  -0.174181E-06   0.530822E-07
   217   0.573259E+04   0.857479E+01   0.126858E-03   0.857479E+01   0.792154E+00  -0.159823E-06   0.126858E-03  -0.159823E-06   0.528304E-07
   218   0.573450E+04   0.101461E+02   0.125839E-03   0.101461E+02   0.810700E+00  -0.145437E-06   0.125839E-03  -0.145437E-06   0.525807E-07
   219   0.573579E+04   0.117301E+02   0.124827E-03   0.117301E+02   0.830724E+00  -0.131026E-06   0.124827E-03  -0.131026E-06   0.523328E-07
   220   0.573644E+04   0.133264E+02   0.123822E-03   0.133264E+02   0.852256E+00  -0.116594E-06   0.123822E-03  -0.116594E-06   0.520869E-07
   221   0.573648E+04   0.149342E+02   0.122825E-03   0.149342E+02   0.875326E+00  -0.102143E-06   0.122825E-03  -0.102143E-06   0.518429E-07
   222   0.573588E+04   0.165530E+02   0.121835E-03   0.165530E+02   0.899979E+00  -0.876774E-07   0.121835E-03  -0.876774E-07   0.516007E-07
   223   0.573464E+04   0.181821E+02   0.120853E-03   0.181821E+02   0.926237E+00  -0.731994E-07   0.120853E-03  -0.731994E-07   0.513604E-07
   224   0.573279E+04   0.198208E+02   0.119878E-03   0.198208E+02   0.954137E+00  -0.587124E-07   0.119878E-03  -0.587124E-07   0.511219E-07
   225   0.573031E+04   0.214685E+02   0.118910E-03   0.214685E+02   0.983701E+00  -0.442195E-07   0.118910E-03  -0.442195E-07   0.508853E-07
   226   0.572720E+04   0.231246E+02   0.117949E-03   0.231246E+02   0.101497E+01  -0.297237E-07   0.117949E-03  -0.297237E-07   0.506504E-07
   227   0.572347E+04   0.247883E+02   0.116996E-03   0.247883E+02   0.104799E+01  -0.152282E-07   0.116996E-03  -0.152282E-07   0.504173E-07
   228   0.571911E+04   0.264590E+02   0.116049E-03   0.264590E+02   0.108276E+01  -0.736191E-09   0.116049E-03  -0.736191E-09   0.501860E-07
   229   0.571414E+04   0.281359E+02   0.115110E-03   0.281359E+02   0.111933E+01   0.137493E-07   0.115110E-03   0.137493E-07   0.499564E-07
   230   0.570855E+04   0.298185E+02   0.114177E-03   0.298185E+02   0.115773E+01   0.282252E-07   0.114177E-03   0.282252E-07   0.497286E-07
   231   0.570234E+04   0.315060E+02   0.113251E-03   0.315060E+02   0.119797E+01   0.426884E-07   0.113251E-03   0.426884E-07   0.495024E-07
   232   0.569552E+04   0.331977E+02   0.112333E-03   0.331977E+02   0.124009E+01   0.571357E-07   0.112333E-03   0.571357E-07   0.492780E-07
   233   0.568808E+04   0.348929E+02   0.111421E-03   0.348929E+02   0.128411E+01   0.715640E-07   0.111421E-03   0.715640E-07   0.490552E-07
   234   0.568003E+04   0.365908E+02   0.110515E-03   0.365908E+02   0.133008E+01   0.859703E-07   0.110515E-03   0.859703E-07   0.488341E-07
   235   0.567138E+04   0.382909E+02   0.109617E-03   0.382909E+02   0.137800E+01   0.100351E-06   0.109617E-03   0.100351E-06   0.486146E-07
   236   0.566211E+04   0.399923E+02   0.108725E-03   0.399923E+02   0.142791E+01   0.114704E-06   0.108725E-03   0.114704E-06   0.483967E-07
   237   0.565224E+04   0.416943E+02   0.107840E-03   0.416943E+02   0.147982E+01   0.129025E-06   0.107840E-03   0.129025E-06   0.481804E-07
   238   0.564178E+04   0.433962E+02   0.106961E-03   0.433962E+02   0.153376E+01   0.143312E-06   0.106961E-03   0.143312E-06   0.479657E-07
   239   0.563072E+04   0.450972E+02   0.106089E-03   0.450972E+02   0.158974E+01   0.157561E-06   0.106089E-03   0.157561E-06   0.477526E-07
   240   0.561906E+04   0.467966E+02   0.105223E-03   0.467966E+02   0.164781E+01   0.171770E-06   0.105223E-03   0.171770E-06   0.475410E-07
   241   0.560681E+04   0.484937E+02   0.104363E-03   0.484937E+02   0.170797E+01   0.185934E-06   0.104363E-03   0.185934E-06   0.473309E-07
   242   0.559399E+04   0.501876E+02   0.103510E-03   0.501876E+02   0.177023E+01   0.200052E-06   0.103510E-03   0.200052E-06   0.471224E-07
   243   0.558058E+04   0.518777E+02   0.102664E-03   0.518777E+02   0.183463E+01   0.214120E-06   0.102664E-03   0.214120E-06   0.469153E-07
   244   0.556659E+04   0.535634E+02   0.101823E-03   0.535634E+02   0.190118E+01   0.228134E-06   0.101823E-03   0.228134E-06   0.467097E-07
   245   0.555204E+04   0.552437E+02   0.100989E-03   0.552437E+02   0.196990E+01   0.242092E-06   0.100989E-03   0.242092E-06   0.465055E-07
   246   0.553693E+04   0.569181E+02   0.100161E-03   0.569181E+02   0.204078E+01   0.255990E-06   0.100161E-03   0.255990E-06   0.463028E-07
   247   0.552125E+04   0.585858E+02   0.993385E-04   0.585858E+02   0.211386E+01   0.269826E-06   0.993385E-04   0.269826E-06   0.461015E-07
   248   0.550503E+04   0.602460E+02   0.985224E-04   0.602460E+02   0.218916E+01   0.283597E-06   0.985224E-04   0.283597E-06   0.459016E-07
   249   0.548826E+04   0.618981E+02   0.977124E-04   0.618981E+02   0.226667E+01   0.297298E-06   0.977124E-04   0.297298E-06   0.457031E-07
   250   0.547096E+04   0.635412E+02   0.969082E-04   0.635412E+02   0.234643E+01   0.310928E-06   0.969082E-04   0.310928E-06   0.455059E-07
   251   0.545311E+04   0.651746E+02   0.961100E-04   0.651746E+02   0.242841E+01   0.324483E-06   0.961100E-04   0.324483E-06   0.453101E-07
   252   0.543473E+04   0.667974E+02   0.953176E-04   0.667974E+02   0.251265E+01   0.337964E-06   0.953176E-04   0.337964E-06   0.451156E-07
   253   0.541581E+04   0.684090E+02   0.945310E-04   0.684090E+02   0.259913E+01   0.351371E-06   0.945310E-04   0.351371E-06   0.449224E-07
   254   0.539637E+04   0.700083E+02   0.937501E-04   0.700083E+02   0.268788E+01   0.364704E-06   0.937501E-04   0.364704E-06   0.447306E-07
   255   0.537639E+04   0.715949E+02   0.929749E-04   0.715949E+02   0.277889E+01   0.377964E-06   0.929749E-04   0.377964E-06   0.445400E-07
   256   0.535589E+04   0.731677E+02   0.922054E-04   0.731677E+02   0.287218E+01   0.391151E-06   0.922054E-04   0.391151E-06   0.443507E-07
   257   0.533488E+04   0.747263E+02   0.914415E-04   0.747263E+02   0.296773E+01   0.404265E-06   0.914415E-04   0.404265E-06   0.441627E-07
   258   0.531337E+04   0.762696E+02   0.906831E-04   0.762696E+02   0.306555E+01   0.417308E-06   0.906831E-04   0.417308E-06   0.439760E-07
   259   0.529137E+04   0.777980E+02   0.899303E-04   0.777980E+02   0.316566E+01   0.430279E-06   0.899303E-04   0.430279E-06   0.437906E-07
   260   0.526891E+04   0.793093E+02   0.891829E-04   0.793093E+02   0.326803E+01   0.443179E-06   0.891829E-04   0.443179E-06   0.436064E-07
   261   0.524597E+04   0.808043E+02   0.884409E-04   0.808043E+02   0.337268E+01   0.456009E-06   0.884409E-04   0.456009E-06   0.434234E-07
   262   0.522259E+04   0.822814E+02   0.877043E-04   0.822814E+02   0.347960E+01   0.468768E-06   0.877043E-04   0.468768E-06   0.432416E-07
   263   0.519876E+04   0.837407E+02   0.869730E-04   0.837407E+02   0.358880E+01   0.481458E-06   0.869730E-04   0.481458E-06   0.430611E-07
   264   0.517451E+04   0.851807E+02   0.862469E-04   0.851807E+02   0.370026E+01   0.494078E-06   0.862469E-04   0.494078E-06   0.428818E-07
   265   0.514983E+04   0.866022E+02   0.855261E-04   0.866022E+02   0.381397E+01   0.506629E-06   0.855261E-04   0.506629E-06   0.427037E-07
   266   0.512472E+04   0.880028E+02   0.848105E-04   0.880028E+02   0.392992E+01   0.519112E-06   0.848105E-04   0.519112E-06   0.425268E-07
   267   0.509920E+04   0.893819E+02   0.841000E-04   0.893819E+02   0.404810E+01   0.531527E-06   0.841000E-04   0.531527E-06   0.423510E-07
   268   0.507327E+04   0.907402E+02   0.833945E-04   0.907402E+02   0.416851E+01   0.543874E-06   0.833945E-04   0.543874E-06   0.421764E-07
   269   0.504694E+04   0.920754E+02   0.826941E-04   0.920754E+02   0.429113E+01   0.556154E-06   0.826941E-04   0.556154E-06   0.420030E-07
   270   0.502020E+04   0.933884E+02   0.819987E-04   0.933884E+02   0.441594E+01   0.568368E-06   0.819987E-04   0.568368E-06   0.418307E-07
   271   0.499308E+04   0.946769E+02   0.813082E-04   0.946769E+02   0.454293E+01   0.580515E-06   0.813082E-04   0.580515E-06   0.416596E-07
   272   0.496558E+04   0.959416E+02   0.806226E-04   0.959416E+02   0.467209E+01   0.592597E-06   0.806226E-04   0.592597E-06   0.414895E-07
   273   0.493772E+04   0.971811E+02   0.799419E-04   0.971811E+02   0.480338E+01   0.604613E-06   0.799419E-04   0.604613E-06   0.413206E-07
   274   0.490950E+04   0.983960E+02   0.792659E-04   0.983960E+02   0.493681E+01   0.616564E-06   0.792659E-04   0.616564E-06   0.411528E-07
   275   0.488093E+04   0.995843E+02   0.785947E-04   0.995843E+02   0.507234E+01   0.628450E-06   0.785947E-04   0.628450E-06   0.409861E-07
   276   0.485203E+04   0.100746E+03   0.779282E-04   0.100746E+03   0.520995E+01   0.640273E-06   0.779282E-04   0.640273E-06   0.408205E-07
   277   0.482280E+04   0.101881E+03   0.772664E-04   0.101881E+03   0.534963E+01   0.652032E-06   0.772664E-04   0.652032E-06   0.406560E-07
   278   0.479325E+04   0.102988E+03   0.766092E-04   0.102988E+03   0.549136E+01   0.663727E-06   0.766092E-04   0.663727E-06   0.404925E-07
   279   0.476340E+04   0.104067E+03   0.759565E-04   0.104067E+03   0.563508E+01   0.675360E-06   0.759565E-04   0.675360E-06   0.403301E-07
   280   0.473326E+04   0.105117E+03   0.753083E-04   0.105117E+03   0.578079E+01   0.686931E-06   0.753083E-04   0.686931E-06   0.401687E-07
   281   0.470283E+04   0.106138E+03   0.746646E-04   0.106138E+03   0.592845E+01   0.698439E-06   0.746646E-04   0.698439E-06   0.400083E-07
   282   0.467212E+04   0.107129E+03   0.740253E-04   0.107129E+03   0.607804E+01   0.709887E-06   0.740253E-04   0.709887E-06   0.398490E-07
   283   0.464116E+04   0.108090E+03   0.733904E-04   0.108090E+03   0.622951E+01   0.721273E-06   0.733904E-04   0.721273E-06   0.396907E-07
   284   0.460993E+04   0.109020E+03   0.727598E-04   0.109020E+03   0.638285E+01   0.732598E-06   0.727598E-04   0.732598E-06   0.395334E-07
   285   0.457846E+04   0.109919E+03   0.721334E-04   0.109919E+03   0.653802E+01   0.743864E-06   0.721334E-04   0.743864E-06   0.393770E-07
   286   0.454675E+04   0.110786E+03   0.715113E-04   0.110786E+03   0.669498E+01   0.755069E-06   0.715113E-04   0.755069E-06   0.392217E-07
   287   0.451483E+04   0.111622E+03   0.708934E-04   0.111622E+03   0.685369E+01   0.766216E-06   0.708934E-04   0.766216E-06   0.390673E-07
   288   0.448269E+04   0.112424E+03   0.702796E-04   0.112424E+03   0.701413E+01   0.777303E-06   0.702796E-04   0.777303E-06   0.389139E-07
   289   0.445035E+04   0.113194E+03   0.696699E-04   0.113194E+03   0.717624E+01   0.788332E-06   0.696699E-04   0.788332E-06   0.387615E-07
   290   0.441781E+04   0.113930E+03   0.690642E-04   0.113930E+03   0.733999E+01   0.799304E-06   0.690642E-04   0.799304E-06   0.386100E-07
   291   0.438510E+04   0.114633E+03   0.684625E-04   0.114633E+03   0.750537E+01   0.810217E-06   0.684625E-04   0.810217E-06   0.384594E-07
   292   0.435222E+04   0.115301E+03   0.678648E-04   0.115301E+03   0.767223E+01   0.821074E-06   0.678648E-04   0.821074E-06   0.383097E-07
   293   0.431917E+04   0.115935E+03   0.672709E-04   0.115935E+03   0.784064E+01   0.831874E-06   0.672709E-04   0.831874E-06   0.381609E-07
   294   0.428597E+04   0.116534E+03   0.666809E-04   0.116534E+03   0.801055E+01   0.842617E-06   0.666809E-04   0.842617E-06   0.380131E-07
   295   0.425262E+04   0.117098E+03   0.660947E-04   0.117098E+03   0.818179E+01   0.853305E-06   0.660947E-04   0.853305E-06   0.378661E-07
   296   0.421914E+04   0.117626E+03   0.655122E-04   0.117626E+03   0.835444E+01   0.863938E-06   0.655122E-04   0.863938E-06   0.377200E-07
   297   0.418552E+04   0.118117E+03   0.649335E-04   0.118117E+03   0.852836E+01   0.874515E-06   0.649335E-04   0.874515E-06   0.375748E-07
   298   0.415180E+04   0.118572E+03   0.643584E-04   0.118572E+03   0.870353E+01   0.885039E-06   0.643584E-04   0.885039E-06   0.374305E-07
   299   0.411797E+04   0.118990E+03   0.637869E-04   0.118990E+03   0.887990E+01   0.895508E-06   0.637869E-04   0.895508E-06   0.372869E-07
   300   0.408405E+04   0.119371E+03   0.632190E-04   0.119371E+03   0.905738E+01   0.905923E-06   0.632190E-04   0.905923E-06   0.371443E-07
   301   0.405004E+04   0.119715E+03   0.626546E-04   0.119715E+03   0.923605E+01   0.916285E-06   0.626546E-04   0.916285E-06   0.370024E-07
   302   0.401597E+04   0.120022E+03   0.620937E-04   0.120022E+03   0.941568E+01   0.926588E-06   0.620937E-04   0.926588E-06   0.368614E-07
   303   0.398184E+04   0.120292E+03   0.615363E-04   0.120292E+03   0.959635E+01   0.936829E-06   0.615363E-04   0.936829E-06   0.367212E-07
   304   0.394767E+04   0.120524E+03   0.609826E-04   0.120524E+03   0.977799E+01   0.947003E-06   0.609826E-04   0.947003E-06   0.365818E-07
   305   0.391346E+04   0.120719E+03   0.604323E-04   0.120719E+03   0.996052E+01   0.957104E-06   0.604323E-04   0.957104E-06   0.364432E-07
   306   0.387923E+04   0.120876E+03   0.598856E-04   0.120876E+03   0.101439E+02   0.967129E-06   0.598856E-04   0.967129E-06   0.363054E-07
   307   0.384499E+04   0.120995E+03   0.593426E-04   0.120995E+03   0.103281E+02   0.977072E-06   0.593426E-04   0.977072E-06   0.361684E-07
   308   0.381075E+04   0.121076E+03   0.588030E-04   0.121076E+03   0.105130E+02   0.986929E-06   0.588030E-04   0.986929E-06   0.360322E-07
   309   0.377652E+04   0.121119E+03   0.582671E-04   0.121119E+03   0.106986E+02   0.996695E-06   0.582671E-04   0.996695E-06   0.358967E-07
   310   0.374229E+04   0.121125E+03   0.577349E-04   0.121125E+03   0.108847E+02   0.100637E-05   0.577349E-04   0.100637E-05   0.357621E-07
   311   0.370811E+04   0.121091E+03   0.572062E-04   0.121091E+03   0.110714E+02   0.101594E-05   0.572062E-04   0.101594E-05   0.356282E-07
   312   0.367395E+04   0.121019E+03   0.566811E-04   0.121019E+03   0.112585E+02   0.102540E-05   0.566811E-04   0.102540E-05   0.354951E-07
   313   0.363985E+04   0.120909E+03   0.561597E-04   0.120909E+03   0.114461E+02   0.103475E-05   0.561597E-04   0.103475E-05   0.353627E-07
   314   0.360580E+04   0.120760E+03   0.556420E-04   0.120760E+03   0.116340E+02   0.104400E-05   0.556420E-04   0.104400E-05   0.352311E-07
   315   0.357182E+04   0.120572E+03   0.551279E-04   0.120572E+03   0.118221E+02   0.105312E-05   0.551279E-04   0.105312E-05   0.351002E-07
   316   0.353792E+04   0.120346E+03   0.546175E-04   0.120346E+03   0.120104E+02   0.106211E-05   0.546175E-04   0.106211E-05   0.349701E-07
   317   0.350411E+04   0.120081E+03   0.541108E-04   0.120081E+03   0.121989E+02   0.107098E-05   0.541108E-04   0.107098E-05   0.348407E-07
   318   0.347040E+04   0.119779E+03   0.536078E-04   0.119779E+03   0.123875E+02   0.107972E-05   0.536078E-04   0.107972E-05   0.347120E-07
