#    L    TT             EE             BB             TE          
   787   0.248587E+04   0.179605E+02   0.929733E-01  -0.105965E+03
   788   0.249025E+04   0.177359E+02   0.931043E-01  -0.104631E+03
   789   0.249445E+04   0.175147E+02   0.932350E-01  -0.103272E+03
   790   0.249849E+04   0.172969E+02   0.933652E-01  -0.101886E+03
   791   0.250236E+04   0.170829E+02   0.934950E-01  -0.100477E+03
   792   0.250606E+04   0.168726E+02   0.936243E-01  -0.990449E+02
   793   0.250958E+04   0.166662E+02   0.937530E-01  -0.975900E+02
   794   0.251293E+04   0.164639E+02   0.938812E-01  -0.961135E+02
   795   0.251611E+04   0.162658E+02   0.940087E-01  -0.946168E+02
   796   0.251910E+04   0.160718E+02   0.941357E-01  -0.930991E+02
   797   0.252193E+04   0.158822E+02   0.942620E-01  -0.915621E+02
   798   0.252457E+04   0.156969E+02   0.943877E-01  -0.900055E+02
   799   0.252705E+04   0.155160E+02   0.945126E-01  -0.884303E+02
   800   0.252934E+04   0.153396E+02   0.946368E-01  -0.868356E+02
   801   0.253146E+04   0.151677E+02   0.947602E-01  -0.852237E+02
   802   0.253340E+04   0.150002E+02   0.948828E-01  -0.835938E+02
   803   0.253516E+04   0.148374E+02   0.950046E-01  -0.819465E+02
   804   0.253674E+04   0.146793E+02   0.951255E-01  -0.802834E+02
   805   0.253813E+04   0.145261E+02   0.952455E-01  -0.786037E+02
   806   0.253931E+04   0.143778E+02   0.953647E-01  -0.769096E+02
   807   0.254030E+04   0.142346E+02   0.954829E-01  -0.751996E+02
   808   0.254109E+04   0.140966E+02   0.956001E-01  -0.734766E+02
   809   0.254167E+04   0.139638E+02   0.957163E-01  -0.717398E+02
   810   0.254205E+04   0.138364E+02   0.958315E-01  -0.699899E+02
   811   0.254222E+04   0.137143E+02   0.959457E-01  -0.682286E+02
   812   0.254221E+04   0.135975E+02   0.960588E-01  -0.664564E+02
   813   0.254199E+04   0.134861E+02   0.961708E-01  -0.646744E+02
   814   0.254158E+04   0.133802E+02   0.962817E-01  -0.628832E+02
   815   0.254100E+04   0.132797E+02   0.963914E-01  -0.610839E+02
   816   0.254023E+04   0.131847E+02   0.965000E-01  -0.592773E+02
   817   0.253927E+04   0.130952E+02   0.966074E-01  -0.574638E+02
   818   0.253812E+04   0.130113E+02   0.967136E-01  -0.556436E+02
   819   0.253678E+04   0.129330E+02   0.968185E-01  -0.538171E+02
   820   0.253523E+04   0.128606E+02   0.969222E-01  -0.519848E+02
   821   0.253348E+04   0.127938E+02   0.970246E-01  -0.501470E+02
   822   0.253151E+04   0.127328E+02   0.971257E-01  -0.483038E+02
   823   0.252933E+04   0.126777E+02   0.972255E-01  -0.464558E+02
   824   0.252693E+04   0.126285E+02   0.973240E-01  -0.446041E+02
   825   0.252434E+04   0.125852E+02   0.974211E-01  -0.427496E+02
   826   0.252154E+04   0.125479E+02   0.975168E-01  -0.408936E+02
   827   0.251855E+04   0.125164E+02   0.976112E-01  -0.390373E+02
   828   0.251537E+04   0.124909E+02   0.977041E-01  -0.371816E+02
   829   0.251201E+04   0.124712E+02   0.977956E-01  -0.353276E+02
   830   0.250846E+04   0.124576E+02   0.978857E-01  -0.334766E+02
   831   0.250474E+04   0.124499E+02   0.979743E-01  -0.316286E+02
   832   0.250084E+04   0.124481E+02   0.980614E-01  -0.297843E+02
   833   0.249674E+04   0.124524E+02   0.981470E-01  -0.279438E+02
   834   0.249246E+04   0.124628E+02   0.982312E-01  -0.261074E+02
   835   0.248797E+04   0.124791E+02   0.983138E-01  -0.242755E+02
   836   0.248328E+04   0.125015E+02   0.983949E-01  -0.224483E+02
   837   0.247839E+04   0.125301E+02   0.984744E-01  -0.206263E+02
   838   0.247331E+04   0.125646E+02   0.985524E-01  -0.188103E+02
   839   0.246802E+04   0.126052E+02   0.986288E-01  -0.170012E+02
   840   0.246255E+04   0.126518E+02   0.987036E-01  -0.152000E+02
   841   0.245690E+04   0.127043E+02   0.987768E-01  -0.134077E+02
   842   0.245107E+04   0.127626E+02   0.988484E-01  -0.116251E+02
   843   0.244507E+04   0.128268E+02   0.989184E-01  -0.985330E+01
   844   0.243891E+04   0.128967E+02   0.989868E-01  -0.809311E+01
   845   0.243258E+04   0.129724E+02   0.990535E-01  -0.634503E+01
   846   0.242608E+04   0.130539E+02   0.991186E-01  -0.460974E+01
   847   0.241941E+04   0.131413E+02   0.991820E-01  -0.288766E+01
   848   0.241257E+04   0.132345E+02   0.992438E-01  -0.117934E+01
   849   0.240555E+04   0.133335E+02   0.993039E-01   0.514710E+00
   850   0.239835E+04   0.134383E+02   0.993623E-01   0.219396E+01
   851   0.239098E+04   0.135491E+02   0.994191E-01   0.385792E+01
   852   0.238343E+04   0.136656E+02   0.994741E-01   0.550613E+01
   853   0.237572E+04   0.137877E+02   0.995275E-01   0.713816E+01
   854   0.236784E+04   0.139154E+02   0.995792E-01   0.875356E+01
   855   0.235981E+04   0.140486E+02   0.996291E-01   0.103519E+02
   856   0.235162E+04   0.141871E+02   0.996774E-01   0.119328E+02
   857   0.234329E+04   0.143308E+02   0.997240E-01   0.134957E+02
   858   0.233482E+04   0.144797E+02   0.997688E-01   0.150403E+02
   859   0.232622E+04   0.146336E+02   0.998119E-01   0.165656E+02
   860   0.231747E+04   0.147928E+02   0.998533E-01   0.180710E+02
   861   0.230860E+04   0.149569E+02   0.998930E-01   0.195557E+02
   862   0.229958E+04   0.151261E+02   0.999310E-01   0.210188E+02
   863   0.229044E+04   0.153004E+02   0.999672E-01   0.224596E+02
   864   0.228117E+04   0.154798E+02   0.100002E+00   0.238772E+02
   865   0.227176E+04   0.156641E+02   0.100035E+00   0.252709E+02
   866   0.226224E+04   0.158533E+02   0.100066E+00   0.266406E+02
   867   0.225259E+04   0.160473E+02   0.100095E+00   0.279862E+02
   868   0.224281E+04   0.162460E+02   0.100123E+00   0.293075E+02
   869   0.223292E+04   0.164494E+02   0.100149E+00   0.306046E+02
   870   0.222290E+04   0.166573E+02   0.100173E+00   0.318771E+02
   871   0.221276E+04   0.168697E+02   0.100196E+00   0.331251E+02
   872   0.220252E+04   0.170864E+02   0.100217E+00   0.343484E+02
   873   0.219215E+04   0.173072E+02   0.100236E+00   0.355466E+02
   874   0.218169E+04   0.175322E+02   0.100254E+00   0.367191E+02
   875   0.217111E+04   0.177612E+02   0.100270E+00   0.378655E+02
   876   0.216045E+04   0.179941E+02   0.100284E+00   0.389854E+02
   877   0.214969E+04   0.182308E+02   0.100296E+00   0.400780E+02
   878   0.213885E+04   0.184710E+02   0.100308E+00   0.411430E+02
   879   0.212793E+04   0.187149E+02   0.100317E+00   0.421799E+02
   880   0.211693E+04   0.189622E+02   0.100325E+00   0.431883E+02
   881   0.210585E+04   0.192129E+02   0.100331E+00   0.441676E+02
   882   0.209470E+04   0.194669E+02   0.100336E+00   0.451176E+02
   883   0.208348E+04   0.197241E+02   0.100339E+00   0.460377E+02
   884   0.207218E+04   0.199845E+02   0.100340E+00   0.469275E+02
   885   0.206082E+04   0.202479E+02   0.100340E+00   0.477866E+02
   886   0.204938E+04   0.205143E+02   0.100338E+00   0.486146E+02
   887   0.203788E+04   0.207837E+02   0.100335E+00   0.494114E+02
   888   0.202633E+04   0.210558E+02   0.100331E+00   0.501770E+02
   889   0.201471E+04   0.213305E+02   0.100325E+00   0.509116E+02
   890   0.200304E+04   0.216078E+02   0.100317E+00   0.516149E+02
   891   0.199132E+04   0.218875E+02   0.100308E+00   0.522871E+02
   892   0.197956E+04   0.221695E+02   0.100298E+00   0.529281E+02
   893   0.196774E+04   0.224537E+02   0.100286E+00   0.535379E+02
   894   0.195590E+04   0.227399E+02   0.100273E+00   0.541165E+02
   895   0.194400E+04   0.230280E+02   0.100259E+00   0.546637E+02
   896   0.193209E+04   0.233179E+02   0.100243E+00   0.551795E+02
   897   0.192014E+04   0.236094E+02   0.100226E+00   0.556637E+02
   898   0.190816E+04   0.239024E+02   0.100207E+00   0.561162E+02
   899   0.189617E+04   0.241966E+02   0.100188E+00   0.565371E+02
   900   0.188415E+04   0.244922E+02   0.100167E+00   0.569261E+02
   901   0.187212E+04   0.247888E+02   0.100144E+00   0.572831E+02
   902   0.186008E+04   0.250864E+02   0.100121E+00   0.576083E+02
   903   0.184804E+04   0.253848E+02   0.100096E+00   0.579013E+02
   904   0.183600E+04   0.256840E+02   0.100071E+00   0.581623E+02
   905   0.182396E+04   0.259837E+02   0.100044E+00   0.583910E+02
   906   0.181191E+04   0.262841E+02   0.100016E+00   0.585875E+02
   907   0.179989E+04   0.265848E+02   0.999868E-01   0.587517E+02
   908   0.178787E+04   0.268858E+02   0.999567E-01   0.588837E+02
   909   0.177587E+04   0.271870E+02   0.999255E-01   0.589835E+02
   910   0.176389E+04   0.274883E+02   0.998934E-01   0.590513E+02
   911   0.175192E+04   0.277895E+02   0.998602E-01   0.590871E+02
   912   0.173999E+04   0.280905E+02   0.998261E-01   0.590911E+02
   913   0.172808E+04   0.283914E+02   0.997911E-01   0.590633E+02
   914   0.171621E+04   0.286918E+02   0.997551E-01   0.590039E+02
   915   0.170436E+04   0.289918E+02   0.997183E-01   0.589129E+02
   916   0.169255E+04   0.292912E+02   0.996806E-01   0.587907E+02
   917   0.168079E+04   0.295898E+02   0.996421E-01   0.586370E+02
   918   0.166905E+04   0.298875E+02   0.996028E-01   0.584525E+02
   919   0.165736E+04   0.301843E+02   0.995627E-01   0.582369E+02
   920   0.164573E+04   0.304799E+02   0.995218E-01   0.579906E+02
   921   0.163413E+04   0.307743E+02   0.994803E-01   0.577136E+02
   922   0.162259E+04   0.310673E+02   0.994380E-01   0.574064E+02
   923   0.161112E+04   0.313589E+02   0.993951E-01   0.570693E+02
   924   0.159969E+04   0.316489E+02   0.993516E-01   0.567025E+02
   925   0.158833E+04   0.319372E+02   0.993074E-01   0.563065E+02
   926   0.157703E+04   0.322237E+02   0.992626E-01   0.558817E+02
   927   0.156580E+04   0.325083E+02   0.992173E-01   0.554283E+02
   928   0.155465E+04   0.327909E+02   0.991715E-01   0.549467E+02
   929   0.154357E+04   0.330713E+02   0.991251E-01   0.544372E+02
   930   0.153257E+04   0.333495E+02   0.990783E-01   0.539001E+02
   931   0.152164E+04   0.336252E+02   0.990310E-01   0.533356E+02
   932   0.151080E+04   0.338985E+02   0.989833E-01   0.527441E+02
   933   0.150004E+04   0.341693E+02   0.989352E-01   0.521258E+02
   934   0.148938E+04   0.344372E+02   0.988868E-01   0.514810E+02
   935   0.147880E+04   0.347023E+02   0.988380E-01   0.508099E+02
   936   0.146831E+04   0.349643E+02   0.987889E-01   0.501130E+02
   937   0.145791E+04   0.352233E+02   0.987395E-01   0.493907E+02
   938   0.144761E+04   0.354792E+02   0.986899E-01   0.486432E+02
   939   0.143742E+04   0.357317E+02   0.986400E-01   0.478710E+02
   940   0.142731E+04   0.359808E+02   0.985899E-01   0.470744E+02
   941   0.141732E+04   0.362264E+02   0.985397E-01   0.462539E+02
   942   0.140742E+04   0.364684E+02   0.984893E-01   0.454098E+02
   943   0.139764E+04   0.367066E+02   0.984388E-01   0.445425E+02
   944   0.138796E+04   0.369411E+02   0.983882E-01   0.436526E+02
   945   0.137840E+04   0.371717E+02   0.983375E-01   0.427405E+02
   946   0.136895E+04   0.373984E+02   0.982868E-01   0.418066E+02
   947   0.135962E+04   0.376209E+02   0.982361E-01   0.408515E+02
   948   0.135040E+04   0.378393E+02   0.981854E-01   0.398755E+02
   949   0.134129E+04   0.380535E+02   0.981348E-01   0.388792E+02
   950   0.133232E+04   0.382633E+02   0.980842E-01   0.378630E+02
   951   0.132347E+04   0.384687E+02   0.980338E-01   0.368274E+02
   952   0.131473E+04   0.386695E+02   0.979835E-01   0.357728E+02
   953   0.130613E+04   0.388658E+02   0.979333E-01   0.346997E+02
   954   0.129764E+04   0.390575E+02   0.978833E-01   0.336085E+02
   955   0.128929E+04   0.392443E+02   0.978335E-01   0.324996E+02
   956   0.128107E+04   0.394263E+02   0.977839E-01   0.313737E+02
   957   0.127298E+04   0.396033E+02   0.977346E-01   0.302311E+02
   958   0.126501E+04   0.397755E+02   0.976856E-01   0.290725E+02
   959   0.125718E+04   0.399426E+02   0.976369E-01   0.278986E+02
   960   0.124949E+04   0.401048E+02   0.975885E-01   0.267100E+02
   961   0.124193E+04   0.402619E+02   0.975405E-01   0.255072E+02
   962   0.123451E+04   0.404139E+02   0.974929E-01   0.242908E+02
   963   0.122723E+04   0.405607E+02   0.974457E-01   0.230616E+02
   964   0.122009E+04   0.407023E+02   0.973989E-01   0.218198E+02
   965   0.121309E+04   0.408388E+02   0.973526E-01   0.205662E+02
   966   0.120623E+04   0.409698E+02   0.973067E-01   0.193012E+02
   967   0.119951E+04   0.410955E+02   0.972614E-01   0.180253E+02
   968   0.119293E+04   0.412158E+02   0.972166E-01   0.167391E+02
   969   0.118650E+04   0.413306E+02   0.971723E-01   0.154431E+02
   970   0.118021E+04   0.414398E+02   0.971286E-01   0.141377E+02
   971   0.117405E+04   0.415435E+02   0.970855E-01   0.128237E+02
   972   0.116805E+04   0.416416E+02   0.970431E-01   0.115015E+02
   973   0.116218E+04   0.417340E+02   0.970012E-01   0.101717E+02
   974   0.115647E+04   0.418208E+02   0.969600E-01   0.883496E+01
   975   0.115089E+04   0.419019E+02   0.969195E-01   0.749187E+01
   976   0.114546E+04   0.419773E+02   0.968797E-01   0.614287E+01
   977   0.114017E+04   0.420469E+02   0.968406E-01   0.478873E+01
   978   0.113503E+04   0.421108E+02   0.968022E-01   0.342982E+01
   979   0.113004E+04   0.421690E+02   0.967645E-01   0.206681E+01
   980   0.112519E+04   0.422213E+02   0.967277E-01   0.700207E+00
   981   0.112048E+04   0.422680E+02   0.966916E-01  -0.669453E+00
   982   0.111592E+04   0.423089E+02   0.966563E-01  -0.204162E+01
   983   0.111150E+04   0.423440E+02   0.966218E-01  -0.341574E+01
   984   0.110722E+04   0.423733E+02   0.965882E-01  -0.479130E+01
   985   0.110309E+04   0.423968E+02   0.965554E-01  -0.616780E+01
   986   0.109910E+04   0.424145E+02   0.965234E-01  -0.754474E+01
   987   0.109526E+04   0.424264E+02   0.964923E-01  -0.892167E+01
   988   0.109156E+04   0.424323E+02   0.964621E-01  -0.102981E+02
   989   0.108800E+04   0.424325E+02   0.964328E-01  -0.116735E+02
   990   0.108458E+04   0.424267E+02   0.964044E-01  -0.130475E+02
   991   0.108131E+04   0.424149E+02   0.963770E-01  -0.144195E+02
   992   0.107818E+04   0.423973E+02   0.963504E-01  -0.157889E+02
   993   0.107518E+04   0.423738E+02   0.963248E-01  -0.171553E+02
   994   0.107233E+04   0.423444E+02   0.963001E-01  -0.185178E+02
   995   0.106961E+04   0.423092E+02   0.962764E-01  -0.198760E+02
   996   0.106704E+04   0.422682E+02   0.962537E-01  -0.212293E+02
   997   0.106460E+04   0.422213E+02   0.962319E-01  -0.225772E+02
   998   0.106230E+04   0.421687E+02   0.962111E-01  -0.239189E+02
   999   0.106014E+04   0.421103E+02   0.961913E-01  -0.252537E+02
  1000   0.105811E+04   0.420462E+02   0.961725E-01  -0.265811E+02
  1001   0.105621E+04   0.419763E+02   0.961547E-01  -0.279005E+02
  1002   0.105445E+04   0.419006E+02   0.961378E-01  -0.292111E+02
  1003   0.105282E+04   0.418191E+02   0.961220E-01  -0.305123E+02
  1004   0.105131E+04   0.417319E+02   0.961072E-01  -0.318035E+02
  1005   0.104993E+04   0.416390E+02   0.960934E-01  -0.330840E+02
  1006   0.104867E+04   0.415404E+02   0.960806E-01  -0.343536E+02
  1007   0.104754E+04   0.414364E+02   0.960689E-01  -0.356121E+02
  1008   0.104653E+04   0.413270E+02   0.960581E-01  -0.368591E+02
  1009   0.104564E+04   0.412125E+02   0.960484E-01  -0.380945E+02
  1010   0.104487E+04   0.410931E+02   0.960397E-01  -0.393180E+02
  1011   0.104421E+04   0.409688E+02   0.960320E-01  -0.405292E+02
  1012   0.104367E+04   0.408398E+02   0.960253E-01  -0.417281E+02
  1013   0.104324E+04   0.407059E+02   0.960197E-01  -0.429142E+02
  1014   0.104294E+04   0.405674E+02   0.960151E-01  -0.440870E+02
  1015   0.104273E+04   0.404239E+02   0.960115E-01  -0.452463E+02
  1016   0.104265E+04   0.402755E+02   0.960089E-01  -0.463917E+02
  1017   0.104268E+04   0.401221E+02   0.960073E-01  -0.475228E+02
  1018   0.104282E+04   0.399636E+02   0.960067E-01  -0.486391E+02
  1019   0.104307E+04   0.398001E+02   0.960072E-01  -0.497403E+02
  1020   0.104343E+04   0.396315E+02   0.960086E-01  -0.508257E+02
  1021   0.104389E+04   0.394583E+02   0.960111E-01  -0.518947E+02
  1022   0.104445E+04   0.392803E+02   0.960145E-01  -0.529468E+02
  1023   0.104511E+04   0.390979E+02   0.960189E-01  -0.539811E+02
  1024   0.104587E+04   0.389111E+02   0.960243E-01  -0.549971E+02
  1025   0.104670E+04   0.387203E+02   0.960307E-01  -0.559941E+02
  1026   0.104764E+04   0.385253E+02   0.960381E-01  -0.569716E+02
  1027   0.104866E+04   0.383264E+02   0.960464E-01  -0.579296E+02
  1028   0.104976E+04   0.381237E+02   0.960557E-01  -0.588683E+02
  1029   0.105096E+04   0.379170E+02   0.960659E-01  -0.597877E+02
  1030   0.105223E+04   0.377066E+02   0.960770E-01  -0.606879E+02
  1031   0.105359E+04   0.374925E+02   0.960891E-01  -0.615693E+02
  1032   0.105503E+04   0.372747E+02   0.961021E-01  -0.624317E+02
  1033   0.105655E+04   0.370532E+02   0.961160E-01  -0.632753E+02
  1034   0.105815E+04   0.368283E+02   0.961309E-01  -0.640996E+02
  1035   0.105984E+04   0.366000E+02   0.961466E-01  -0.649039E+02
  1036   0.106159E+04   0.363684E+02   0.961632E-01  -0.656878E+02
  1037   0.106341E+04   0.361337E+02   0.961806E-01  -0.664505E+02
  1038   0.106530E+04   0.358961E+02   0.961989E-01  -0.671917E+02
  1039   0.106725E+04   0.356556E+02   0.962181E-01  -0.679107E+02
  1040   0.106925E+04   0.354123E+02   0.962381E-01  -0.686069E+02
  1041   0.107132E+04   0.351663E+02   0.962589E-01  -0.692803E+02
  1042   0.107344E+04   0.349176E+02   0.962805E-01  -0.699309E+02
  1043   0.107561E+04   0.346663E+02   0.963029E-01  -0.705584E+02
  1044   0.107784E+04   0.344123E+02   0.963261E-01  -0.711635E+02
  1045   0.108012E+04   0.341556E+02   0.963500E-01  -0.717455E+02
  1046   0.108244E+04   0.338964E+02   0.963747E-01  -0.723052E+02
  1047   0.108482E+04   0.336345E+02   0.964002E-01  -0.728418E+02
  1048   0.108724E+04   0.333702E+02   0.964263E-01  -0.733555E+02
  1049   0.108970E+04   0.331038E+02   0.964531E-01  -0.738454E+02
  1050   0.109220E+04   0.328353E+02   0.964806E-01  -0.743133E+02
  1051   0.109474E+04   0.325650E+02   0.965088E-01  -0.747583E+02
  1052   0.109731E+04   0.322930E+02   0.965376E-01  -0.751797E+02
  1053   0.109992E+04   0.320196E+02   0.965670E-01  -0.755777E+02
  1054   0.110256E+04   0.317450E+02   0.965971E-01  -0.759521E+02
  1055   0.110522E+04   0.314692E+02   0.966277E-01  -0.763040E+02
  1056   0.110791E+04   0.311923E+02   0.966589E-01  -0.766324E+02
  1057   0.111061E+04   0.309144E+02   0.966907E-01  -0.769368E+02
  1058   0.111334E+04   0.306356E+02   0.967230E-01  -0.772186E+02
  1059   0.111609E+04   0.303559E+02   0.967558E-01  -0.774765E+02
  1060   0.111885E+04   0.300755E+02   0.967891E-01  -0.777104E+02
  1061   0.112163E+04   0.297944E+02   0.968228E-01  -0.779218E+02
  1062   0.112443E+04   0.295128E+02   0.968570E-01  -0.781086E+02
  1063   0.112723E+04   0.292307E+02   0.968917E-01  -0.782730E+02
  1064   0.113004E+04   0.289482E+02   0.969267E-01  -0.784137E+02
  1065   0.113285E+04   0.286654E+02   0.969621E-01  -0.785305E+02
  1066   0.113568E+04   0.283824E+02   0.969979E-01  -0.786250E+02
  1067   0.113849E+04   0.280994E+02   0.970340E-01  -0.786958E+02
  1068   0.114131E+04   0.278164E+02   0.970705E-01  -0.787437E+02
  1069   0.114413E+04   0.275335E+02   0.971072E-01  -0.787685E+02
  1070   0.114694E+04   0.272508E+02   0.971442E-01  -0.787705E+02
  1071   0.114974E+04   0.269685E+02   0.971814E-01  -0.787496E+02
  1072   0.115254E+04   0.266866E+02   0.972189E-01  -0.787065E+02
  1073   0.115532E+04   0.264054E+02   0.972566E-01  -0.786406E+02
  1074   0.115809E+04   0.261249E+02   0.972944E-01  -0.785526E+02
  1075   0.116084E+04   0.258452E+02   0.973325E-01  -0.784425E+02
  1076   0.116358E+04   0.255664E+02   0.973706E-01  -0.783096E+02
  1077   0.116630E+04   0.252885E+02   0.974088E-01  -0.781554E+02
  1078   0.116900E+04   0.250118E+02   0.974472E-01  -0.779800E+02
  1079   0.117166E+04   0.247364E+02   0.974856E-01  -0.777825E+02
  1080   0.117431E+04   0.244623E+02   0.975240E-01  -0.775645E+02
  1081   0.117693E+04   0.241896E+02   0.975624E-01  -0.773244E+02
  1082   0.117952E+04   0.239184E+02   0.976009E-01  -0.770639E+02
  1083   0.118208E+04   0.236489E+02   0.976393E-01  -0.767829E+02
  1084   0.118461E+04   0.233811E+02   0.976776E-01  -0.764814E+02
  1085   0.118710E+04   0.231151E+02   0.977159E-01  -0.761601E+02
  1086   0.118955E+04   0.228509E+02   0.977540E-01  -0.758176E+02
  1087   0.119197E+04   0.225887E+02   0.977921E-01  -0.754562E+02
  1088   0.119434E+04   0.223287E+02   0.978299E-01  -0.750750E+02
  1089   0.119667E+04   0.220708E+02   0.978677E-01  -0.746740E+02
  1090   0.119896E+04   0.218151E+02   0.979052E-01  -0.742541E+02
  1091   0.120121E+04   0.215618E+02   0.979425E-01  -0.738159E+02
  1092   0.120340E+04   0.213110E+02   0.979795E-01  -0.733587E+02
  1093   0.120554E+04   0.210627E+02   0.980163E-01  -0.728839E+02
  1094   0.120764E+04   0.208171E+02   0.980528E-01  -0.723909E+02
  1095   0.120968E+04   0.205743E+02   0.980890E-01  -0.718812E+02
  1096   0.121167E+04   0.203343E+02   0.981249E-01  -0.713538E+02
  1097   0.121361E+04   0.200973E+02   0.981604E-01  -0.708097E+02
  1098   0.121550E+04   0.198632E+02   0.981956E-01  -0.702495E+02
  1099   0.121732E+04   0.196323E+02   0.982303E-01  -0.696732E+02
  1100   0.121909E+04   0.194046E+02   0.982647E-01  -0.690815E+02
  1101   0.122080E+04   0.191800E+02   0.982986E-01  -0.684737E+02
  1102   0.122245E+04   0.189588E+02   0.983320E-01  -0.678513E+02
  1103   0.122403E+04   0.187409E+02   0.983650E-01  -0.672134E+02
  1104   0.122555E+04   0.185265E+02   0.983974E-01  -0.665614E+02
  1105   0.122701E+04   0.183156E+02   0.984294E-01  -0.658954E+02
  1106   0.122840E+04   0.181083E+02   0.984608E-01  -0.652156E+02
  1107   0.122972E+04   0.179046E+02   0.984916E-01  -0.645224E+02
  1108   0.123098E+04   0.177045E+02   0.985219E-01  -0.638163E+02
  1109   0.123217E+04   0.175083E+02   0.985516E-01  -0.630977E+02
  1110   0.123328E+04   0.173159E+02   0.985806E-01  -0.623668E+02
  1111   0.123433E+04   0.171275E+02   0.986091E-01  -0.616241E+02
  1112   0.123531E+04   0.169429E+02   0.986368E-01  -0.608699E+02
  1113   0.123622E+04   0.167623E+02   0.986639E-01  -0.601047E+02
  1114   0.123705E+04   0.165859E+02   0.986903E-01  -0.593289E+02
  1115   0.123781E+04   0.164135E+02   0.987160E-01  -0.585427E+02
  1116   0.123850E+04   0.162454E+02   0.987410E-01  -0.577468E+02
  1117   0.123912E+04   0.160814E+02   0.987652E-01  -0.569414E+02
  1118   0.123966E+04   0.159216E+02   0.987887E-01  -0.561268E+02
  1119   0.124012E+04   0.157662E+02   0.988114E-01  -0.553037E+02
  1120   0.124050E+04   0.156151E+02   0.988332E-01  -0.544722E+02
  1121   0.124081E+04   0.154684E+02   0.988543E-01  -0.536328E+02
  1122   0.124105E+04   0.153261E+02   0.988746E-01  -0.527858E+02
  1123   0.124120E+04   0.151882E+02   0.988940E-01  -0.519317E+02
  1124   0.124128E+04   0.150549E+02   0.989125E-01  -0.510709E+02
  1125   0.124127E+04   0.149260E+02   0.989302E-01  -0.502037E+02
  1126   0.124118E+04   0.148018E+02   0.989470E-01  -0.493308E+02
  1127   0.124102E+04   0.146821E+02   0.989629E-01  -0.484524E+02
  1128   0.124078E+04   0.145671E+02   0.989778E-01  -0.475691E+02
  1129   0.124045E+04   0.144567E+02   0.989919E-01  -0.466813E+02
  1130   0.124005E+04   0.143510E+02   0.990049E-01  -0.457895E+02
  1131   0.123957E+04   0.142499E+02   0.990171E-01  -0.448941E+02
  1132   0.123901E+04   0.141537E+02   0.990282E-01  -0.439955E+02
  1133   0.123837E+04   0.140622E+02   0.990384E-01  -0.430942E+02
  1134   0.123765E+04   0.139755E+02   0.990476E-01  -0.421905E+02
  1135   0.123686E+04   0.138935E+02   0.990557E-01  -0.412848E+02
  1136   0.123598E+04   0.138162E+02   0.990629E-01  -0.403774E+02
  1137   0.123502E+04   0.137438E+02   0.990690E-01  -0.394690E+02
  1138   0.123398E+04   0.136762E+02   0.990740E-01  -0.385597E+02
  1139   0.123287E+04   0.136133E+02   0.990780E-01  -0.376500E+02
  1140   0.123167E+04   0.135553E+02   0.990810E-01  -0.367403E+02
  1141   0.123040E+04   0.135020E+02   0.990829E-01  -0.358312E+02
  1142   0.122904E+04   0.134536E+02   0.990836E-01  -0.349230E+02
  1143   0.122761E+04   0.134099E+02   0.990833E-01  -0.340160E+02
  1144   0.122609E+04   0.133711E+02   0.990819E-01  -0.331109E+02
  1145   0.122450E+04   0.133371E+02   0.990794E-01  -0.322078E+02
  1146   0.122283E+04   0.133078E+02   0.990758E-01  -0.313074E+02
  1147   0.122109E+04   0.132833E+02   0.990711E-01  -0.304099E+02
  1148   0.121927E+04   0.132636E+02   0.990652E-01  -0.295157E+02
  1149   0.121737E+04   0.132487E+02   0.990582E-01  -0.286253E+02
  1150   0.121539E+04   0.132384E+02   0.990500E-01  -0.277389E+02
  1151   0.121334E+04   0.132328E+02   0.990407E-01  -0.268571E+02
  1152   0.121121E+04   0.132319E+02   0.990303E-01  -0.259802E+02
  1153   0.120902E+04   0.132358E+02   0.990187E-01  -0.251085E+02
  1154   0.120674E+04   0.132442E+02   0.990060E-01  -0.242423E+02
  1155   0.120439E+04   0.132572E+02   0.989920E-01  -0.233822E+02
  1156   0.120197E+04   0.132749E+02   0.989770E-01  -0.225284E+02
  1157   0.119948E+04   0.132971E+02   0.989607E-01  -0.216813E+02
  1158   0.119692E+04   0.133238E+02   0.989433E-01  -0.208413E+02
  1159   0.119430E+04   0.133550E+02   0.989247E-01  -0.200088E+02
  1160   0.119161E+04   0.133907E+02   0.989050E-01  -0.191840E+02
  1161   0.118885E+04   0.134308E+02   0.988841E-01  -0.183673E+02
  1162   0.118602E+04   0.134753E+02   0.988620E-01  -0.175589E+02
  1163   0.118313E+04   0.135241E+02   0.988388E-01  -0.167592E+02
  1164   0.118018E+04   0.135773E+02   0.988143E-01  -0.159687E+02
  1165   0.117717E+04   0.136347E+02   0.987888E-01  -0.151874E+02
  1166   0.117409E+04   0.136963E+02   0.987620E-01  -0.144158E+02
  1167   0.117095E+04   0.137621E+02   0.987341E-01  -0.136541E+02
  1168   0.116775E+04   0.138320E+02   0.987051E-01  -0.129026E+02
  1169   0.116449E+04   0.139060E+02   0.986749E-01  -0.121617E+02
  1170   0.116118E+04   0.139839E+02   0.986435E-01  -0.114316E+02
  1171   0.115781E+04   0.140659E+02   0.986110E-01  -0.107127E+02
  1172   0.115438E+04   0.141517E+02   0.985774E-01  -0.100051E+02
  1173   0.115090E+04   0.142414E+02   0.985426E-01  -0.930922E+01
