#    L    TT             EE             BB             TE          
   395   0.177344E+04   0.215963E+02   0.431555E-01   0.913993E+01
   396   0.176718E+04   0.215931E+02   0.432897E-01   0.721965E+01
   397   0.176134E+04   0.215859E+02   0.434245E-01   0.530616E+01
   398   0.175593E+04   0.215748E+02   0.435601E-01   0.340023E+01
   399   0.175093E+04   0.215597E+02   0.436964E-01   0.150261E+01
   400   0.174635E+04   0.215407E+02   0.438334E-01  -0.385936E+00
   401   0.174218E+04   0.215177E+02   0.439711E-01  -0.226466E+01
   402   0.173843E+04   0.214907E+02   0.441096E-01  -0.413279E+01
   403   0.173509E+04   0.214599E+02   0.442489E-01  -0.598959E+01
   404   0.173215E+04   0.214252E+02   0.443889E-01  -0.783428E+01
   405   0.172961E+04   0.213865E+02   0.445298E-01  -0.966612E+01
   406   0.172746E+04   0.213441E+02   0.446714E-01  -0.114844E+02
   407   0.172571E+04   0.212977E+02   0.448139E-01  -0.132884E+02
   408   0.172434E+04   0.212475E+02   0.449572E-01  -0.150772E+02
   409   0.172335E+04   0.211936E+02   0.451014E-01  -0.168501E+02
   410   0.172274E+04   0.211359E+02   0.452465E-01  -0.186064E+02
   411   0.172249E+04   0.210744E+02   0.453924E-01  -0.203456E+02
   412   0.172262E+04   0.210092E+02   0.455392E-01  -0.220668E+02
   413   0.172310E+04   0.209403E+02   0.456870E-01  -0.237696E+02
   414   0.172395E+04   0.208678E+02   0.458356E-01  -0.254532E+02
   415   0.172513E+04   0.207917E+02   0.459852E-01  -0.271171E+02
   416   0.172668E+04   0.207120E+02   0.461357E-01  -0.287606E+02
   417   0.172855E+04   0.206289E+02   0.462872E-01  -0.303831E+02
   418   0.173077E+04   0.205422E+02   0.464396E-01  -0.319839E+02
   419   0.173332E+04   0.204521E+02   0.465930E-01  -0.335624E+02
   420   0.173620E+04   0.203585E+02   0.467474E-01  -0.351180E+02
   421   0.173940E+04   0.202616E+02   0.469027E-01  -0.366500E+02
   422   0.174292E+04   0.201613E+02   0.470590E-01  -0.381578E+02
   423   0.174675E+04   0.200576E+02   0.472164E-01  -0.396406E+02
   424   0.175089E+04   0.199507E+02   0.473747E-01  -0.410981E+02
   425   0.175532E+04   0.198405E+02   0.475341E-01  -0.425295E+02
   426   0.176006E+04   0.197271E+02   0.476944E-01  -0.439347E+02
   427   0.176507E+04   0.196107E+02   0.478558E-01  -0.453131E+02
   428   0.177036E+04   0.194914E+02   0.480182E-01  -0.466642E+02
   429   0.177592E+04   0.193691E+02   0.481817E-01  -0.479879E+02
   430   0.178174E+04   0.192439E+02   0.483461E-01  -0.492833E+02
   431   0.178782E+04   0.191161E+02   0.485116E-01  -0.505504E+02
   432   0.179415E+04   0.189855E+02   0.486781E-01  -0.517886E+02
   433   0.180073E+04   0.188524E+02   0.488456E-01  -0.529975E+02
   434   0.180754E+04   0.187167E+02   0.490142E-01  -0.541766E+02
   435   0.181459E+04   0.185784E+02   0.491838E-01  -0.553255E+02
   436   0.182187E+04   0.184377E+02   0.493544E-01  -0.564437E+02
   437   0.182937E+04   0.182945E+02   0.495260E-01  -0.575309E+02
   438   0.183710E+04   0.181491E+02   0.496986E-01  -0.585867E+02
   439   0.184503E+04   0.180014E+02   0.498723E-01  -0.596105E+02
   440   0.185317E+04   0.178515E+02   0.500469E-01  -0.606023E+02
   441   0.186151E+04   0.176995E+02   0.502225E-01  -0.615616E+02
   442   0.187002E+04   0.175455E+02   0.503991E-01  -0.624881E+02
   443   0.187871E+04   0.173895E+02   0.505767E-01  -0.633815E+02
   444   0.188757E+04   0.172317E+02   0.507553E-01  -0.642416E+02
   445   0.189659E+04   0.170721E+02   0.509348E-01  -0.650680E+02
   446   0.190575E+04   0.169109E+02   0.511153E-01  -0.658605E+02
   447   0.191506E+04   0.167480E+02   0.512967E-01  -0.666191E+02
   448   0.192452E+04   0.165837E+02   0.514790E-01  -0.673436E+02
   449   0.193412E+04   0.164179E+02   0.516623E-01  -0.680338E+02
   450   0.194385E+04   0.162508E+02   0.518465E-01  -0.686897E+02
   451   0.195370E+04   0.160825E+02   0.520315E-01  -0.693113E+02
   452   0.196368E+04   0.159130E+02   0.522174E-01  -0.698981E+02
   453   0.197378E+04   0.157424E+02   0.524042E-01  -0.704502E+02
   454   0.198397E+04   0.155709E+02   0.525918E-01  -0.709674E+02
   455   0.199426E+04   0.153986E+02   0.527803E-01  -0.714494E+02
   456   0.200464E+04   0.152254E+02   0.529696E-01  -0.718961E+02
   457   0.201509E+04   0.150514E+02   0.531597E-01  -0.723073E+02
   458   0.202561E+04   0.148769E+02   0.533505E-01  -0.726827E+02
   459   0.203617E+04   0.147019E+02   0.535422E-01  -0.730225E+02
   460   0.204680E+04   0.145264E+02   0.537345E-01  -0.733267E+02
   461   0.205746E+04   0.143505E+02   0.539276E-01  -0.735947E+02
   462   0.206818E+04   0.141744E+02   0.541215E-01  -0.738285E+02
   463   0.207892E+04   0.139983E+02   0.543160E-01  -0.740268E+02
   464   0.208971E+04   0.138222E+02   0.545112E-01  -0.741903E+02
   465   0.210053E+04   0.136462E+02   0.547070E-01  -0.743190E+02
   466   0.211137E+04   0.134704E+02   0.549035E-01  -0.744137E+02
   467   0.212224E+04   0.132950E+02   0.551006E-01  -0.744736E+02
   468   0.213311E+04   0.131200E+02   0.552983E-01  -0.744995E+02
   469   0.214399E+04   0.129454E+02   0.554965E-01  -0.744913E+02
   470   0.215486E+04   0.127715E+02   0.556954E-01  -0.744492E+02
   471   0.216571E+04   0.125983E+02   0.558947E-01  -0.743724E+02
   472   0.217653E+04   0.124259E+02   0.560946E-01  -0.742623E+02
   473   0.218731E+04   0.122544E+02   0.562950E-01  -0.741174E+02
   474   0.219805E+04   0.120838E+02   0.564958E-01  -0.739401E+02
   475   0.220875E+04   0.119144E+02   0.566971E-01  -0.737288E+02
   476   0.221940E+04   0.117462E+02   0.568989E-01  -0.734843E+02
   477   0.223000E+04   0.115792E+02   0.571010E-01  -0.732073E+02
   478   0.224054E+04   0.114136E+02   0.573035E-01  -0.728979E+02
   479   0.225103E+04   0.112496E+02   0.575064E-01  -0.725570E+02
   480   0.226144E+04   0.110872E+02   0.577096E-01  -0.721841E+02
   481   0.227179E+04   0.109264E+02   0.579132E-01  -0.717799E+02
   482   0.228206E+04   0.107674E+02   0.581170E-01  -0.713447E+02
   483   0.229224E+04   0.106104E+02   0.583211E-01  -0.708789E+02
   484   0.230233E+04   0.104553E+02   0.585254E-01  -0.703829E+02
   485   0.231230E+04   0.103023E+02   0.587300E-01  -0.698570E+02
   486   0.232217E+04   0.101515E+02   0.589348E-01  -0.693016E+02
   487   0.233193E+04   0.100030E+02   0.591397E-01  -0.687170E+02
   488   0.234156E+04   0.985682E+01   0.593448E-01  -0.681037E+02
   489   0.235107E+04   0.971306E+01   0.595500E-01  -0.674622E+02
   490   0.236045E+04   0.957190E+01   0.597554E-01  -0.667931E+02
   491   0.236969E+04   0.943339E+01   0.599608E-01  -0.660968E+02
   492   0.237881E+04   0.929754E+01   0.601662E-01  -0.653737E+02
   493   0.238779E+04   0.916450E+01   0.603717E-01  -0.646246E+02
   494   0.239663E+04   0.903440E+01   0.605771E-01  -0.638497E+02
   495   0.240533E+04   0.890732E+01   0.607825E-01  -0.630497E+02
   496   0.241388E+04   0.878326E+01   0.609879E-01  -0.622250E+02
   497   0.242227E+04   0.866236E+01   0.611932E-01  -0.613763E+02
   498   0.243049E+04   0.854470E+01   0.613984E-01  -0.605040E+02
   499   0.243855E+04   0.843033E+01   0.616034E-01  -0.596087E+02
   500   0.244644E+04   0.831942E+01   0.618082E-01  -0.586908E+02
   501   0.245414E+04   0.821195E+01   0.620129E-01  -0.577510E+02
   502   0.246166E+04   0.810806E+01   0.622173E-01  -0.567900E+02
   503   0.246899E+04   0.800777E+01   0.624215E-01  -0.558083E+02
   504   0.247613E+04   0.791128E+01   0.626254E-01  -0.548067E+02
   505   0.248308E+04   0.781852E+01   0.628290E-01  -0.537858E+02
   506   0.248985E+04   0.772963E+01   0.630323E-01  -0.527463E+02
   507   0.249642E+04   0.764470E+01   0.632351E-01  -0.516889E+02
   508   0.250279E+04   0.756380E+01   0.634376E-01  -0.506143E+02
   509   0.250896E+04   0.748698E+01   0.636397E-01  -0.495231E+02
   510   0.251495E+04   0.741431E+01   0.638413E-01  -0.484160E+02
   511   0.252072E+04   0.734585E+01   0.640424E-01  -0.472938E+02
   512   0.252629E+04   0.728165E+01   0.642429E-01  -0.461570E+02
   513   0.253166E+04   0.722177E+01   0.644430E-01  -0.450064E+02
   514   0.253682E+04   0.716629E+01   0.646424E-01  -0.438427E+02
   515   0.254176E+04   0.711524E+01   0.648413E-01  -0.426664E+02
   516   0.254650E+04   0.706869E+01   0.650395E-01  -0.414785E+02
   517   0.255102E+04   0.702668E+01   0.652370E-01  -0.402795E+02
   518   0.255531E+04   0.698927E+01   0.654339E-01  -0.390702E+02
   519   0.255939E+04   0.695651E+01   0.656300E-01  -0.378513E+02
   520   0.256323E+04   0.692844E+01   0.658254E-01  -0.366235E+02
   521   0.256685E+04   0.690513E+01   0.660200E-01  -0.353876E+02
   522   0.257024E+04   0.688660E+01   0.662138E-01  -0.341442E+02
   523   0.257339E+04   0.687290E+01   0.664068E-01  -0.328941E+02
   524   0.257632E+04   0.686407E+01   0.665988E-01  -0.316380E+02
   525   0.257901E+04   0.686012E+01   0.667900E-01  -0.303767E+02
   526   0.258148E+04   0.686110E+01   0.669803E-01  -0.291108E+02
   527   0.258371E+04   0.686703E+01   0.671697E-01  -0.278410E+02
   528   0.258572E+04   0.687794E+01   0.673580E-01  -0.265682E+02
   529   0.258749E+04   0.689387E+01   0.675454E-01  -0.252929E+02
   530   0.258904E+04   0.691482E+01   0.677317E-01  -0.240160E+02
   531   0.259036E+04   0.694082E+01   0.679170E-01  -0.227383E+02
   532   0.259145E+04   0.697190E+01   0.681013E-01  -0.214607E+02
   533   0.259231E+04   0.700806E+01   0.682844E-01  -0.201837E+02
   534   0.259293E+04   0.704932E+01   0.684664E-01  -0.189082E+02
   535   0.259333E+04   0.709571E+01   0.686473E-01  -0.176350E+02
   536   0.259350E+04   0.714724E+01   0.688271E-01  -0.163649E+02
   537   0.259344E+04   0.720391E+01   0.690056E-01  -0.150986E+02
   538   0.259315E+04   0.726573E+01   0.691830E-01  -0.138368E+02
   539   0.259264E+04   0.733269E+01   0.693591E-01  -0.125803E+02
   540   0.259189E+04   0.740480E+01   0.695340E-01  -0.113297E+02
   541   0.259093E+04   0.748207E+01   0.697076E-01  -0.100859E+02
   542   0.258975E+04   0.756450E+01   0.698800E-01  -0.884948E+01
   543   0.258833E+04   0.765207E+01   0.700510E-01  -0.762123E+01
   544   0.258670E+04   0.774478E+01   0.702208E-01  -0.640182E+01
   545   0.258486E+04   0.784261E+01   0.703892E-01  -0.519192E+01
   546   0.258280E+04   0.794556E+01   0.705563E-01  -0.399218E+01
   547   0.258052E+04   0.805360E+01   0.707221E-01  -0.280329E+01
   548   0.257802E+04   0.816666E+01   0.708864E-01  -0.162589E+01
   549   0.257532E+04   0.828487E+01   0.710494E-01  -0.460683E+00
   550   0.257239E+04   0.840801E+01   0.712110E-01   0.691686E+00
   551   0.256927E+04   0.853624E+01   0.713712E-01   0.183052E+01
   552   0.256593E+04   0.866940E+01   0.715299E-01   0.295513E+01
   553   0.256240E+04   0.880748E+01   0.716873E-01   0.406483E+01
   554   0.255867E+04   0.895050E+01   0.718432E-01   0.515893E+01
   555   0.255474E+04   0.909837E+01   0.719976E-01   0.623674E+01
   556   0.255061E+04   0.925109E+01   0.721506E-01   0.729757E+01
   557   0.254631E+04   0.940859E+01   0.723021E-01   0.834081E+01
   558   0.254181E+04   0.957086E+01   0.724521E-01   0.936572E+01
   559   0.253713E+04   0.973784E+01   0.726006E-01   0.103718E+02
   560   0.253226E+04   0.990951E+01   0.727477E-01   0.113585E+02
   561   0.252722E+04   0.100857E+02   0.728933E-01   0.123250E+02
   562   0.252199E+04   0.102666E+02   0.730373E-01   0.132711E+02
   563   0.251660E+04   0.104519E+02   0.731798E-01   0.141959E+02
   564   0.251104E+04   0.106417E+02   0.733209E-01   0.150988E+02
   565   0.250531E+04   0.108359E+02   0.734604E-01   0.159795E+02
   566   0.249941E+04   0.110345E+02   0.735983E-01   0.168375E+02
   567   0.249336E+04   0.112373E+02   0.737348E-01   0.176720E+02
   568   0.248714E+04   0.114443E+02   0.738697E-01   0.184827E+02
   569   0.248077E+04   0.116555E+02   0.740030E-01   0.192692E+02
   570   0.247424E+04   0.118707E+02   0.741349E-01   0.200308E+02
   571   0.246756E+04   0.120900E+02   0.742652E-01   0.207670E+02
   572   0.246074E+04   0.123131E+02   0.743939E-01   0.214776E+02
   573   0.245378E+04   0.125402E+02   0.745211E-01   0.221620E+02
   574   0.244668E+04   0.127710E+02   0.746468E-01   0.228199E+02
   575   0.243946E+04   0.130055E+02   0.747709E-01   0.234511E+02
   576   0.243210E+04   0.132436E+02   0.748935E-01   0.240549E+02
   577   0.242463E+04   0.134853E+02   0.750145E-01   0.246312E+02
   578   0.241705E+04   0.137304E+02   0.751340E-01   0.251793E+02
   579   0.240935E+04   0.139789E+02   0.752520E-01   0.256993E+02
   580   0.240154E+04   0.142307E+02   0.753684E-01   0.261905E+02
   581   0.239364E+04   0.144857E+02   0.754833E-01   0.266526E+02
   582   0.238564E+04   0.147438E+02   0.755967E-01   0.270853E+02
   583   0.237754E+04   0.150048E+02   0.757085E-01   0.274882E+02
   584   0.236936E+04   0.152689E+02   0.758188E-01   0.278611E+02
   585   0.236110E+04   0.155357E+02   0.759276E-01   0.282035E+02
   586   0.235275E+04   0.158052E+02   0.760349E-01   0.285152E+02
   587   0.234433E+04   0.160774E+02   0.761407E-01   0.287959E+02
   588   0.233584E+04   0.163521E+02   0.762450E-01   0.290456E+02
   589   0.232728E+04   0.166292E+02   0.763478E-01   0.292639E+02
   590   0.231867E+04   0.169087E+02   0.764491E-01   0.294505E+02
   591   0.231000E+04   0.171904E+02   0.765490E-01   0.296054E+02
   592   0.230127E+04   0.174742E+02   0.766474E-01   0.297282E+02
   593   0.229250E+04   0.177599E+02   0.767443E-01   0.298189E+02
   594   0.228368E+04   0.180476E+02   0.768398E-01   0.298773E+02
   595   0.227483E+04   0.183371E+02   0.769339E-01   0.299033E+02
   596   0.226595E+04   0.186282E+02   0.770266E-01   0.298967E+02
   597   0.225703E+04   0.189210E+02   0.771179E-01   0.298574E+02
   598   0.224809E+04   0.192151E+02   0.772077E-01   0.297854E+02
   599   0.223913E+04   0.195106E+02   0.772962E-01   0.296805E+02
   600   0.223015E+04   0.198073E+02   0.773834E-01   0.295427E+02
   601   0.222117E+04   0.201051E+02   0.774692E-01   0.293720E+02
   602   0.221217E+04   0.204039E+02   0.775537E-01   0.291685E+02
   603   0.220318E+04   0.207036E+02   0.776368E-01   0.289320E+02
   604   0.219418E+04   0.210041E+02   0.777187E-01   0.286628E+02
   605   0.218519E+04   0.213052E+02   0.777993E-01   0.283607E+02
   606   0.217622E+04   0.216068E+02   0.778787E-01   0.280259E+02
   607   0.216725E+04   0.219089E+02   0.779568E-01   0.276583E+02
   608   0.215831E+04   0.222113E+02   0.780337E-01   0.272581E+02
   609   0.214940E+04   0.225138E+02   0.781094E-01   0.268254E+02
   610   0.214051E+04   0.228164E+02   0.781840E-01   0.263602E+02
   611   0.213166E+04   0.231188E+02   0.782574E-01   0.258627E+02
   612   0.212284E+04   0.234211E+02   0.783297E-01   0.253329E+02
   613   0.211407E+04   0.237230E+02   0.784009E-01   0.247710E+02
   614   0.210535E+04   0.240245E+02   0.784710E-01   0.241771E+02
   615   0.209667E+04   0.243253E+02   0.785401E-01   0.235516E+02
   616   0.208806E+04   0.246255E+02   0.786081E-01   0.228949E+02
   617   0.207951E+04   0.249250E+02   0.786751E-01   0.222070E+02
   618   0.207102E+04   0.252236E+02   0.787412E-01   0.214883E+02
   619   0.206260E+04   0.255212E+02   0.788063E-01   0.207391E+02
   620   0.205426E+04   0.258177E+02   0.788705E-01   0.199597E+02
   621   0.204600E+04   0.261130E+02   0.789338E-01   0.191503E+02
   622   0.203782E+04   0.264069E+02   0.789962E-01   0.183113E+02
   623   0.202973E+04   0.266995E+02   0.790578E-01   0.174430E+02
   624   0.202172E+04   0.269904E+02   0.791186E-01   0.165455E+02
   625   0.201382E+04   0.272797E+02   0.791786E-01   0.156193E+02
   626   0.200601E+04   0.275670E+02   0.792378E-01   0.146647E+02
   627   0.199830E+04   0.278525E+02   0.792964E-01   0.136818E+02
   628   0.199071E+04   0.281358E+02   0.793542E-01   0.126711E+02
   629   0.198322E+04   0.284170E+02   0.794113E-01   0.116331E+02
   630   0.197584E+04   0.286960E+02   0.794678E-01   0.105682E+02
   631   0.196858E+04   0.289724E+02   0.795237E-01   0.947663E+01
   632   0.196143E+04   0.292464E+02   0.795791E-01   0.835903E+01
   633   0.195442E+04   0.295177E+02   0.796338E-01   0.721567E+01
   634   0.194753E+04   0.297863E+02   0.796881E-01   0.604704E+01
   635   0.194076E+04   0.300520E+02   0.797418E-01   0.485365E+01
   636   0.193414E+04   0.303147E+02   0.797951E-01   0.363594E+01
   637   0.192765E+04   0.305745E+02   0.798479E-01   0.239441E+01
   638   0.192129E+04   0.308310E+02   0.799004E-01   0.112959E+01
   639   0.191508E+04   0.310843E+02   0.799524E-01  -0.158066E+00
   640   0.190902E+04   0.313342E+02   0.800042E-01  -0.146805E+01
   641   0.190310E+04   0.315806E+02   0.800555E-01  -0.279985E+01
   642   0.189733E+04   0.318234E+02   0.801066E-01  -0.415290E+01
   643   0.189172E+04   0.320626E+02   0.801575E-01  -0.552662E+01
   644   0.188625E+04   0.322980E+02   0.802081E-01  -0.692044E+01
   645   0.188095E+04   0.325293E+02   0.802585E-01  -0.833377E+01
   646   0.187582E+04   0.327567E+02   0.803087E-01  -0.976604E+01
   647   0.187084E+04   0.329800E+02   0.803587E-01  -0.112166E+02
   648   0.186602E+04   0.331990E+02   0.804087E-01  -0.126850E+02
   649   0.186137E+04   0.334138E+02   0.804585E-01  -0.141705E+02
   650   0.185690E+04   0.336241E+02   0.805083E-01  -0.156725E+02
   651   0.185259E+04   0.338300E+02   0.805580E-01  -0.171903E+02
   652   0.184845E+04   0.340315E+02   0.806077E-01  -0.187233E+02
   653   0.184449E+04   0.342284E+02   0.806574E-01  -0.202710E+02
   654   0.184071E+04   0.344207E+02   0.807072E-01  -0.218325E+02
   655   0.183711E+04   0.346082E+02   0.807571E-01  -0.234074E+02
   656   0.183369E+04   0.347911E+02   0.808070E-01  -0.249948E+02
   657   0.183045E+04   0.349692E+02   0.808570E-01  -0.265942E+02
   658   0.182739E+04   0.351423E+02   0.809072E-01  -0.282048E+02
   659   0.182452E+04   0.353105E+02   0.809576E-01  -0.298260E+02
   660   0.182183E+04   0.354737E+02   0.810081E-01  -0.314570E+02
   661   0.181933E+04   0.356316E+02   0.810589E-01  -0.330972E+02
   662   0.181701E+04   0.357844E+02   0.811100E-01  -0.347458E+02
   663   0.181489E+04   0.359319E+02   0.811613E-01  -0.364023E+02
   664   0.181295E+04   0.360741E+02   0.812129E-01  -0.380657E+02
   665   0.181120E+04   0.362109E+02   0.812648E-01  -0.397354E+02
   666   0.180964E+04   0.363422E+02   0.813171E-01  -0.414109E+02
   667   0.180827E+04   0.364682E+02   0.813698E-01  -0.430912E+02
   668   0.180710E+04   0.365886E+02   0.814228E-01  -0.447756E+02
   669   0.180611E+04   0.367033E+02   0.814763E-01  -0.464636E+02
   670   0.180532E+04   0.368125E+02   0.815302E-01  -0.481543E+02
   671   0.180472E+04   0.369160E+02   0.815846E-01  -0.498471E+02
   672   0.180432E+04   0.370138E+02   0.816395E-01  -0.515412E+02
   673   0.180410E+04   0.371059E+02   0.816949E-01  -0.532359E+02
   674   0.180407E+04   0.371922E+02   0.817509E-01  -0.549305E+02
   675   0.180424E+04   0.372727E+02   0.818074E-01  -0.566243E+02
   676   0.180460E+04   0.373474E+02   0.818645E-01  -0.583164E+02
   677   0.180515E+04   0.374162E+02   0.819222E-01  -0.600064E+02
   678   0.180588E+04   0.374791E+02   0.819806E-01  -0.616932E+02
   679   0.180681E+04   0.375360E+02   0.820396E-01  -0.633761E+02
   680   0.180793E+04   0.375870E+02   0.820992E-01  -0.650545E+02
   681   0.180923E+04   0.376318E+02   0.821596E-01  -0.667274E+02
   682   0.181072E+04   0.376706E+02   0.822207E-01  -0.683941E+02
   683   0.181239E+04   0.377033E+02   0.822825E-01  -0.700539E+02
   684   0.181425E+04   0.377299E+02   0.823451E-01  -0.717062E+02
   685   0.181629E+04   0.377504E+02   0.824085E-01  -0.733502E+02
   686   0.181851E+04   0.377649E+02   0.824727E-01  -0.749850E+02
   687   0.182092E+04   0.377735E+02   0.825376E-01  -0.766106E+02
   688   0.182350E+04   0.377759E+02   0.826034E-01  -0.782264E+02
   689   0.182627E+04   0.377725E+02   0.826701E-01  -0.798309E+02
   690   0.182921E+04   0.377632E+02   0.827376E-01  -0.814235E+02
   691   0.183232E+04   0.377479E+02   0.828060E-01  -0.830041E+02
   692   0.183561E+04   0.377266E+02   0.828754E-01  -0.845721E+02
   693   0.183908E+04   0.376995E+02   0.829456E-01  -0.861268E+02
   694   0.184271E+04   0.376665E+02   0.830167E-01  -0.876667E+02
   695   0.184651E+04   0.376276E+02   0.830889E-01  -0.891919E+02
   696   0.185047E+04   0.375828E+02   0.831619E-01  -0.907009E+02
   697   0.185460E+04   0.375322E+02   0.832359E-01  -0.921938E+02
   698   0.185889E+04   0.374756E+02   0.833110E-01  -0.936691E+02
   699   0.186334E+04   0.374133E+02   0.833870E-01  -0.951269E+02
   700   0.186794E+04   0.373452E+02   0.834640E-01  -0.965665E+02
   701   0.187270E+04   0.372713E+02   0.835420E-01  -0.979871E+02
   702   0.187760E+04   0.371917E+02   0.836211E-01  -0.993881E+02
   703   0.188265E+04   0.371065E+02   0.837012E-01  -0.100769E+03
   704   0.188786E+04   0.370156E+02   0.837823E-01  -0.102129E+03
   705   0.189319E+04   0.369192E+02   0.838645E-01  -0.103468E+03
   706   0.189868E+04   0.368173E+02   0.839477E-01  -0.104784E+03
   707   0.190430E+04   0.367099E+02   0.840320E-01  -0.106078E+03
   708   0.191005E+04   0.365971E+02   0.841173E-01  -0.107349E+03
   709   0.191594E+04   0.364791E+02   0.842038E-01  -0.108596E+03
   710   0.192195E+04   0.363557E+02   0.842912E-01  -0.109819E+03
   711   0.192808E+04   0.362271E+02   0.843798E-01  -0.111018E+03
   712   0.193434E+04   0.360934E+02   0.844694E-01  -0.112191E+03
   713   0.194072E+04   0.359545E+02   0.845601E-01  -0.113338E+03
   714   0.194721E+04   0.358106E+02   0.846519E-01  -0.114459E+03
   715   0.195381E+04   0.356617E+02   0.847448E-01  -0.115553E+03
   716   0.196052E+04   0.355078E+02   0.848387E-01  -0.116619E+03
   717   0.196733E+04   0.353490E+02   0.849337E-01  -0.117658E+03
   718   0.197424E+04   0.351853E+02   0.850298E-01  -0.118667E+03
   719   0.198124E+04   0.350169E+02   0.851269E-01  -0.119647E+03
   720   0.198834E+04   0.348438E+02   0.852251E-01  -0.120599E+03
   721   0.199553E+04   0.346661E+02   0.853243E-01  -0.121521E+03
   722   0.200281E+04   0.344840E+02   0.854246E-01  -0.122413E+03
   723   0.201017E+04   0.342976E+02   0.855259E-01  -0.123274E+03
   724   0.201762E+04   0.341070E+02   0.856282E-01  -0.124106E+03
   725   0.202514E+04   0.339123E+02   0.857316E-01  -0.124906E+03
   726   0.203274E+04   0.337135E+02   0.858360E-01  -0.125675E+03
   727   0.204041E+04   0.335108E+02   0.859414E-01  -0.126413E+03
   728   0.204816E+04   0.333042E+02   0.860478E-01  -0.127119E+03
   729   0.205595E+04   0.330939E+02   0.861552E-01  -0.127792E+03
   730   0.206382E+04   0.328798E+02   0.862636E-01  -0.128433E+03
   731   0.207174E+04   0.326622E+02   0.863729E-01  -0.129041E+03
   732   0.207971E+04   0.324409E+02   0.864832E-01  -0.129616E+03
   733   0.208773E+04   0.322164E+02   0.865945E-01  -0.130157E+03
   734   0.209580E+04   0.319884E+02   0.867066E-01  -0.130664E+03
   735   0.210390E+04   0.317573E+02   0.868197E-01  -0.131137E+03
   736   0.211205E+04   0.315232E+02   0.869337E-01  -0.131576E+03
   737   0.212021E+04   0.312860E+02   0.870486E-01  -0.131980E+03
   738   0.212841E+04   0.310459E+02   0.871643E-01  -0.132349E+03
   739   0.213664E+04   0.308031E+02   0.872809E-01  -0.132684E+03
   740   0.214488E+04   0.305576E+02   0.873984E-01  -0.132982E+03
   741   0.215313E+04   0.303096E+02   0.875167E-01  -0.133246E+03
   742   0.216139E+04   0.300593E+02   0.876358E-01  -0.133474E+03
   743   0.216966E+04   0.298066E+02   0.877556E-01  -0.133667E+03
   744   0.217793E+04   0.295519E+02   0.878763E-01  -0.133824E+03
   745   0.218619E+04   0.292951E+02   0.879977E-01  -0.133945E+03
   746   0.219444E+04   0.290364E+02   0.881199E-01  -0.134031E+03
   747   0.220268E+04   0.287760E+02   0.882428E-01  -0.134080E+03
   748   0.221091E+04   0.285138E+02   0.883664E-01  -0.134094E+03
   749   0.221911E+04   0.282500E+02   0.884907E-01  -0.134071E+03
   750   0.222729E+04   0.279849E+02   0.886156E-01  -0.134013E+03
   751   0.223544E+04   0.277183E+02   0.887412E-01  -0.133919E+03
   752   0.224355E+04   0.274506E+02   0.888675E-01  -0.133788E+03
   753   0.225162E+04   0.271817E+02   0.889943E-01  -0.133622E+03
   754   0.225966E+04   0.269118E+02   0.891217E-01  -0.133420E+03
   755   0.226765E+04   0.266411E+02   0.892497E-01  -0.133182E+03
   756   0.227559E+04   0.263697E+02   0.893782E-01  -0.132909E+03
   757   0.228349E+04   0.260978E+02   0.895073E-01  -0.132600E+03
   758   0.229134E+04   0.258254E+02   0.896368E-01  -0.132256E+03
   759   0.229913E+04   0.255527E+02   0.897668E-01  -0.131878E+03
   760   0.230687E+04   0.252799E+02   0.898973E-01  -0.131464E+03
   761   0.231454E+04   0.250070E+02   0.900282E-01  -0.131015E+03
   762   0.232215E+04   0.247342E+02   0.901595E-01  -0.130532E+03
   763   0.232969E+04   0.244616E+02   0.902912E-01  -0.130015E+03
   764   0.233715E+04   0.241892E+02   0.904232E-01  -0.129462E+03
   765   0.234453E+04   0.239173E+02   0.905556E-01  -0.128875E+03
   766   0.235183E+04   0.236460E+02   0.906883E-01  -0.128253E+03
   767   0.235904E+04   0.233751E+02   0.908212E-01  -0.127597E+03
   768   0.236615E+04   0.231051E+02   0.909544E-01  -0.126906E+03
   769   0.237316E+04   0.228360E+02   0.910879E-01  -0.126181E+03
   770   0.238007E+04   0.225680E+02   0.912215E-01  -0.125423E+03
   771   0.238688E+04   0.223011E+02   0.913553E-01  -0.124632E+03
   772   0.239356E+04   0.220356E+02   0.914893E-01  -0.123808E+03
   773   0.240014E+04   0.217715E+02   0.916233E-01  -0.122952E+03
   774   0.240660E+04   0.215090E+02   0.917575E-01  -0.122064E+03
   775   0.241293E+04   0.212482E+02   0.918917E-01  -0.121144E+03
   776   0.241915E+04   0.209893E+02   0.920260E-01  -0.120194E+03
   777   0.242524E+04   0.207323E+02   0.921602E-01  -0.119213E+03
   778   0.243122E+04   0.204773E+02   0.922945E-01  -0.118202E+03
   779   0.243707E+04   0.202245E+02   0.924286E-01  -0.117161E+03
   780   0.244279E+04   0.199741E+02   0.925627E-01  -0.116092E+03
   781   0.244840E+04   0.197259E+02   0.926967E-01  -0.114994E+03
   782   0.245386E+04   0.194803E+02   0.928305E-01  -0.113867E+03
   783   0.245920E+04   0.192372E+02   0.929641E-01  -0.112712E+03
   784   0.246439E+04   0.189968E+02   0.930975E-01  -0.111530E+03
   785   0.246945E+04   0.187592E+02   0.932307E-01  -0.110319E+03
