#    L    TT             EE             BB             TE          
  1173   0.115817E+04   0.140634E+02   0.993693E-01  -0.108407E+02
  1174   0.115476E+04   0.141484E+02   0.993356E-01  -0.101333E+02
  1175   0.115130E+04   0.142373E+02   0.993008E-01  -0.943739E+01
  1176   0.114778E+04   0.143298E+02   0.992649E-01  -0.875337E+01
  1177   0.114422E+04   0.144261E+02   0.992279E-01  -0.808145E+01
  1178   0.114060E+04   0.145262E+02   0.991897E-01  -0.742192E+01
  1179   0.113694E+04   0.146298E+02   0.991505E-01  -0.677500E+01
  1180   0.113323E+04   0.147370E+02   0.991101E-01  -0.614098E+01
  1181   0.112946E+04   0.148476E+02   0.990687E-01  -0.552007E+01
  1182   0.112566E+04   0.149616E+02   0.990261E-01  -0.491250E+01
  1183   0.112181E+04   0.150790E+02   0.989825E-01  -0.431851E+01
  1184   0.111792E+04   0.151997E+02   0.989378E-01  -0.373830E+01
  1185   0.111399E+04   0.153236E+02   0.988921E-01  -0.317213E+01
  1186   0.111001E+04   0.154506E+02   0.988453E-01  -0.262021E+01
  1187   0.110599E+04   0.155807E+02   0.987975E-01  -0.208276E+01
  1188   0.110194E+04   0.157138E+02   0.987486E-01  -0.155995E+01
  1189   0.109785E+04   0.158498E+02   0.986987E-01  -0.105194E+01
  1190   0.109372E+04   0.159886E+02   0.986478E-01  -0.558906E+00
  1191   0.108957E+04   0.161302E+02   0.985960E-01  -0.809906E-01
  1192   0.108537E+04   0.162746E+02   0.985431E-01   0.381632E+00
  1193   0.108115E+04   0.164216E+02   0.984892E-01   0.828814E+00
  1194   0.107691E+04   0.165710E+02   0.984344E-01   0.126038E+01
  1195   0.107263E+04   0.167230E+02   0.983787E-01   0.167622E+01
  1196   0.106832E+04   0.168773E+02   0.983220E-01   0.207621E+01
  1197   0.106399E+04   0.170340E+02   0.982644E-01   0.246024E+01
  1198   0.105965E+04   0.171928E+02   0.982059E-01   0.282819E+01
  1199   0.105527E+04   0.173538E+02   0.981465E-01   0.317987E+01
  1200   0.105088E+04   0.175169E+02   0.980862E-01   0.351530E+01
  1201   0.104646E+04   0.176819E+02   0.980250E-01   0.383421E+01
  1202   0.104203E+04   0.178489E+02   0.979630E-01   0.413672E+01
  1203   0.103759E+04   0.180175E+02   0.979001E-01   0.442262E+01
  1204   0.103313E+04   0.181881E+02   0.978364E-01   0.469193E+01
  1205   0.102865E+04   0.183601E+02   0.977719E-01   0.494454E+01
  1206   0.102416E+04   0.185338E+02   0.977066E-01   0.518046E+01
  1207   0.101966E+04   0.187089E+02   0.976405E-01   0.539965E+01
  1208   0.101516E+04   0.188854E+02   0.975737E-01   0.560197E+01
  1209   0.101065E+04   0.190632E+02   0.975061E-01   0.578752E+01
  1210   0.100613E+04   0.192423E+02   0.974377E-01   0.595617E+01
  1211   0.100161E+04   0.194224E+02   0.973687E-01   0.610809E+01
  1212   0.997089E+03   0.196036E+02   0.972989E-01   0.624321E+01
  1213   0.992562E+03   0.197858E+02   0.972285E-01   0.636147E+01
  1214   0.988037E+03   0.199689E+02   0.971573E-01   0.646290E+01
  1215   0.983521E+03   0.201527E+02   0.970856E-01   0.654757E+01
  1216   0.978999E+03   0.203373E+02   0.970132E-01   0.661542E+01
  1217   0.974485E+03   0.205225E+02   0.969401E-01   0.666654E+01
  1218   0.969980E+03   0.207082E+02   0.968665E-01   0.670093E+01
  1219   0.965483E+03   0.208943E+02   0.967923E-01   0.671853E+01
  1220   0.960987E+03   0.210807E+02   0.967175E-01   0.671956E+01
  1221   0.956512E+03   0.212674E+02   0.966422E-01   0.670380E+01
  1222   0.952038E+03   0.214543E+02   0.965663E-01   0.667149E+01
  1223   0.947586E+03   0.216412E+02   0.964899E-01   0.662269E+01
  1224   0.943140E+03   0.218282E+02   0.964131E-01   0.655741E+01
  1225   0.938716E+03   0.220150E+02   0.963357E-01   0.647594E+01
  1226   0.934305E+03   0.222017E+02   0.962579E-01   0.637828E+01
  1227   0.929916E+03   0.223881E+02   0.961796E-01   0.626451E+01
  1228   0.925547E+03   0.225743E+02   0.961010E-01   0.613490E+01
  1229   0.921206E+03   0.227600E+02   0.960219E-01   0.598947E+01
  1230   0.916885E+03   0.229452E+02   0.959425E-01   0.582834E+01
  1231   0.912584E+03   0.231299E+02   0.958627E-01   0.565158E+01
  1232   0.908310E+03   0.233139E+02   0.957825E-01   0.545949E+01
  1233   0.904070E+03   0.234971E+02   0.957020E-01   0.525197E+01
  1234   0.899849E+03   0.236795E+02   0.956212E-01   0.502931E+01
  1235   0.895663E+03   0.238610E+02   0.955402E-01   0.479150E+01
  1236   0.891502E+03   0.240416E+02   0.954588E-01   0.453874E+01
  1237   0.887375E+03   0.242209E+02   0.953772E-01   0.427117E+01
  1238   0.883280E+03   0.243992E+02   0.952954E-01   0.398899E+01
  1239   0.879219E+03   0.245762E+02   0.952134E-01   0.369233E+01
  1240   0.875190E+03   0.247518E+02   0.951312E-01   0.338140E+01
  1241   0.871200E+03   0.249260E+02   0.950488E-01   0.305639E+01
  1242   0.867251E+03   0.250988E+02   0.949663E-01   0.271750E+01
  1243   0.863333E+03   0.252700E+02   0.948837E-01   0.236487E+01
  1244   0.859454E+03   0.254396E+02   0.948009E-01   0.199862E+01
  1245   0.855614E+03   0.256074E+02   0.947181E-01   0.161907E+01
  1246   0.851820E+03   0.257734E+02   0.946351E-01   0.122637E+01
  1247   0.848065E+03   0.259376E+02   0.945522E-01   0.820728E+00
  1248   0.844355E+03   0.260998E+02   0.944692E-01   0.402329E+00
  1249   0.840683E+03   0.262600E+02   0.943862E-01  -0.286315E-01
  1250   0.837063E+03   0.264180E+02   0.943032E-01  -0.471932E+00
  1251   0.833481E+03   0.265739E+02   0.942202E-01  -0.927323E+00
  1252   0.829944E+03   0.267276E+02   0.941372E-01  -0.139453E+01
  1253   0.826459E+03   0.268789E+02   0.940544E-01  -0.187326E+01
  1254   0.823019E+03   0.270280E+02   0.939716E-01  -0.236327E+01
  1255   0.819630E+03   0.271747E+02   0.938889E-01  -0.286427E+01
  1256   0.816292E+03   0.273189E+02   0.938063E-01  -0.337599E+01
  1257   0.813005E+03   0.274606E+02   0.937239E-01  -0.389816E+01
  1258   0.809770E+03   0.275999E+02   0.936416E-01  -0.443052E+01
  1259   0.806578E+03   0.277364E+02   0.935595E-01  -0.497280E+01
  1260   0.803452E+03   0.278704E+02   0.934776E-01  -0.552473E+01
  1261   0.800368E+03   0.280016E+02   0.933959E-01  -0.608604E+01
  1262   0.797343E+03   0.281300E+02   0.933144E-01  -0.665648E+01
  1263   0.794375E+03   0.282555E+02   0.932331E-01  -0.723578E+01
  1264   0.791457E+03   0.283783E+02   0.931521E-01  -0.782366E+01
  1265   0.788596E+03   0.284980E+02   0.930714E-01  -0.841984E+01
  1266   0.785785E+03   0.286147E+02   0.929910E-01  -0.902400E+01
  1267   0.783039E+03   0.287284E+02   0.929108E-01  -0.963586E+01
  1268   0.780349E+03   0.288391E+02   0.928310E-01  -0.102551E+02
  1269   0.777716E+03   0.289467E+02   0.927515E-01  -0.108814E+02
  1270   0.775140E+03   0.290511E+02   0.926724E-01  -0.115146E+02
  1271   0.772620E+03   0.291523E+02   0.925936E-01  -0.121542E+02
  1272   0.770165E+03   0.292502E+02   0.925153E-01  -0.128000E+02
  1273   0.767765E+03   0.293448E+02   0.924373E-01  -0.134517E+02
  1274   0.765421E+03   0.294362E+02   0.923597E-01  -0.141089E+02
  1275   0.763139E+03   0.295243E+02   0.922825E-01  -0.147714E+02
  1276   0.760918E+03   0.296089E+02   0.922058E-01  -0.154390E+02
  1277   0.758758E+03   0.296902E+02   0.921295E-01  -0.161111E+02
  1278   0.756657E+03   0.297680E+02   0.920536E-01  -0.167876E+02
  1279   0.754617E+03   0.298423E+02   0.919782E-01  -0.174682E+02
  1280   0.752638E+03   0.299132E+02   0.919034E-01  -0.181525E+02
  1281   0.750719E+03   0.299804E+02   0.918290E-01  -0.188403E+02
  1282   0.748861E+03   0.300441E+02   0.917551E-01  -0.195312E+02
  1283   0.747064E+03   0.301042E+02   0.916817E-01  -0.202250E+02
  1284   0.745327E+03   0.301606E+02   0.916088E-01  -0.209212E+02
  1285   0.743652E+03   0.302134E+02   0.915365E-01  -0.216197E+02
  1286   0.742036E+03   0.302624E+02   0.914647E-01  -0.223201E+02
  1287   0.740483E+03   0.303078E+02   0.913935E-01  -0.230221E+02
  1288   0.738989E+03   0.303494E+02   0.913229E-01  -0.237253E+02
  1289   0.737556E+03   0.303874E+02   0.912528E-01  -0.244295E+02
  1290   0.736185E+03   0.304216E+02   0.911833E-01  -0.251343E+02
  1291   0.734874E+03   0.304521E+02   0.911144E-01  -0.258394E+02
  1292   0.733623E+03   0.304789E+02   0.910461E-01  -0.265445E+02
  1293   0.732433E+03   0.305020E+02   0.909784E-01  -0.272493E+02
  1294   0.731304E+03   0.305213E+02   0.909114E-01  -0.279535E+02
  1295   0.730233E+03   0.305369E+02   0.908449E-01  -0.286568E+02
  1296   0.729223E+03   0.305487E+02   0.907791E-01  -0.293589E+02
  1297   0.728271E+03   0.305568E+02   0.907139E-01  -0.300595E+02
  1298   0.727379E+03   0.305611E+02   0.906494E-01  -0.307583E+02
  1299   0.726545E+03   0.305615E+02   0.905855E-01  -0.314550E+02
  1300   0.725769E+03   0.305582E+02   0.905223E-01  -0.321493E+02
  1301   0.725052E+03   0.305510E+02   0.904598E-01  -0.328410E+02
  1302   0.724391E+03   0.305402E+02   0.903979E-01  -0.335297E+02
  1303   0.723788E+03   0.305256E+02   0.903367E-01  -0.342152E+02
  1304   0.723240E+03   0.305073E+02   0.902761E-01  -0.348971E+02
  1305   0.722750E+03   0.304852E+02   0.902163E-01  -0.355752E+02
  1306   0.722315E+03   0.304595E+02   0.901571E-01  -0.362492E+02
  1307   0.721934E+03   0.304300E+02   0.900987E-01  -0.369189E+02
  1308   0.721609E+03   0.303970E+02   0.900409E-01  -0.375839E+02
  1309   0.721338E+03   0.303602E+02   0.899838E-01  -0.382439E+02
  1310   0.721119E+03   0.303197E+02   0.899274E-01  -0.388987E+02
  1311   0.720954E+03   0.302756E+02   0.898718E-01  -0.395480E+02
  1312   0.720840E+03   0.302279E+02   0.898168E-01  -0.401915E+02
  1313   0.720778E+03   0.301766E+02   0.897625E-01  -0.408290E+02
  1314   0.720767E+03   0.301216E+02   0.897090E-01  -0.414602E+02
  1315   0.720806E+03   0.300632E+02   0.896562E-01  -0.420848E+02
  1316   0.720894E+03   0.300012E+02   0.896041E-01  -0.427027E+02
  1317   0.721031E+03   0.299359E+02   0.895526E-01  -0.433135E+02
  1318   0.721216E+03   0.298670E+02   0.895020E-01  -0.439171E+02
  1319   0.721448E+03   0.297949E+02   0.894520E-01  -0.445131E+02
  1320   0.721727E+03   0.297194E+02   0.894027E-01  -0.451014E+02
  1321   0.722052E+03   0.296406E+02   0.893542E-01  -0.456816E+02
  1322   0.722422E+03   0.295586E+02   0.893063E-01  -0.462537E+02
  1323   0.722836E+03   0.294733E+02   0.892592E-01  -0.468173E+02
  1324   0.723294E+03   0.293849E+02   0.892128E-01  -0.473723E+02
  1325   0.723794E+03   0.292933E+02   0.891671E-01  -0.479183E+02
  1326   0.724335E+03   0.291985E+02   0.891220E-01  -0.484552E+02
  1327   0.724918E+03   0.291007E+02   0.890777E-01  -0.489829E+02
  1328   0.725540E+03   0.289998E+02   0.890341E-01  -0.495010E+02
  1329   0.726201E+03   0.288959E+02   0.889912E-01  -0.500093E+02
  1330   0.726900E+03   0.287890E+02   0.889490E-01  -0.505077E+02
  1331   0.727636E+03   0.286793E+02   0.889074E-01  -0.509961E+02
  1332   0.728408E+03   0.285666E+02   0.888666E-01  -0.514741E+02
  1333   0.729216E+03   0.284511E+02   0.888264E-01  -0.519417E+02
  1334   0.730057E+03   0.283329E+02   0.887869E-01  -0.523986E+02
  1335   0.730932E+03   0.282119E+02   0.887480E-01  -0.528446E+02
  1336   0.731839E+03   0.280882E+02   0.887098E-01  -0.532797E+02
  1337   0.732777E+03   0.279620E+02   0.886723E-01  -0.537036E+02
  1338   0.733746E+03   0.278332E+02   0.886354E-01  -0.541163E+02
  1339   0.734745E+03   0.277018E+02   0.885992E-01  -0.545174E+02
  1340   0.735770E+03   0.275680E+02   0.885636E-01  -0.549069E+02
  1341   0.736824E+03   0.274317E+02   0.885286E-01  -0.552847E+02
  1342   0.737904E+03   0.272931E+02   0.884942E-01  -0.556505E+02
  1343   0.739009E+03   0.271522E+02   0.884604E-01  -0.560043E+02
  1344   0.740137E+03   0.270090E+02   0.884272E-01  -0.563459E+02
  1345   0.741289E+03   0.268636E+02   0.883947E-01  -0.566752E+02
  1346   0.742462E+03   0.267160E+02   0.883627E-01  -0.569920E+02
  1347   0.743656E+03   0.265663E+02   0.883312E-01  -0.572963E+02
  1348   0.744869E+03   0.264145E+02   0.883004E-01  -0.575877E+02
  1349   0.746102E+03   0.262607E+02   0.882701E-01  -0.578664E+02
  1350   0.747351E+03   0.261050E+02   0.882403E-01  -0.581322E+02
  1351   0.748617E+03   0.259475E+02   0.882111E-01  -0.583852E+02
  1352   0.749899E+03   0.257881E+02   0.881824E-01  -0.586251E+02
  1353   0.751196E+03   0.256270E+02   0.881542E-01  -0.588521E+02
  1354   0.752502E+03   0.254644E+02   0.881265E-01  -0.590661E+02
  1355   0.753825E+03   0.253002E+02   0.880992E-01  -0.592669E+02
  1356   0.755160E+03   0.251345E+02   0.880725E-01  -0.594546E+02
  1357   0.756506E+03   0.249674E+02   0.880462E-01  -0.596291E+02
  1358   0.757864E+03   0.247989E+02   0.880204E-01  -0.597903E+02
  1359   0.759226E+03   0.246291E+02   0.879950E-01  -0.599383E+02
  1360   0.760593E+03   0.244581E+02   0.879701E-01  -0.600729E+02
  1361   0.761964E+03   0.242859E+02   0.879456E-01  -0.601942E+02
  1362   0.763348E+03   0.241126E+02   0.879214E-01  -0.603020E+02
  1363   0.764730E+03   0.239382E+02   0.878977E-01  -0.603964E+02
  1364   0.766117E+03   0.237628E+02   0.878744E-01  -0.604773E+02
  1365   0.767510E+03   0.235865E+02   0.878514E-01  -0.605448E+02
  1366   0.768894E+03   0.234094E+02   0.878287E-01  -0.605989E+02
  1367   0.770285E+03   0.232315E+02   0.878064E-01  -0.606395E+02
  1368   0.771674E+03   0.230528E+02   0.877845E-01  -0.606667E+02
  1369   0.773055E+03   0.228736E+02   0.877628E-01  -0.606805E+02
  1370   0.774444E+03   0.226938E+02   0.877415E-01  -0.606809E+02
  1371   0.775817E+03   0.225134E+02   0.877204E-01  -0.606680E+02
  1372   0.777190E+03   0.223327E+02   0.876996E-01  -0.606417E+02
  1373   0.778556E+03   0.221516E+02   0.876791E-01  -0.606022E+02
  1374   0.779915E+03   0.219701E+02   0.876589E-01  -0.605496E+02
  1375   0.781260E+03   0.217885E+02   0.876388E-01  -0.604837E+02
  1376   0.782598E+03   0.216068E+02   0.876190E-01  -0.604047E+02
  1377   0.783930E+03   0.214249E+02   0.875994E-01  -0.603126E+02
  1378   0.785249E+03   0.212430E+02   0.875800E-01  -0.602075E+02
  1379   0.786554E+03   0.210612E+02   0.875607E-01  -0.600895E+02
  1380   0.787839E+03   0.208795E+02   0.875417E-01  -0.599584E+02
  1381   0.789118E+03   0.206978E+02   0.875228E-01  -0.598145E+02
  1382   0.790378E+03   0.205164E+02   0.875040E-01  -0.596577E+02
  1383   0.791618E+03   0.203353E+02   0.874853E-01  -0.594881E+02
  1384   0.792838E+03   0.201545E+02   0.874668E-01  -0.593058E+02
  1385   0.794046E+03   0.199741E+02   0.874483E-01  -0.591109E+02
  1386   0.795235E+03   0.197943E+02   0.874300E-01  -0.589037E+02
  1387   0.796398E+03   0.196150E+02   0.874117E-01  -0.586842E+02
  1388   0.797543E+03   0.194363E+02   0.873935E-01  -0.584525E+02
  1389   0.798661E+03   0.192583E+02   0.873753E-01  -0.582089E+02
  1390   0.799761E+03   0.190811E+02   0.873571E-01  -0.579534E+02
  1391   0.800836E+03   0.189047E+02   0.873390E-01  -0.576862E+02
  1392   0.801885E+03   0.187293E+02   0.873208E-01  -0.574073E+02
  1393   0.802917E+03   0.185547E+02   0.873026E-01  -0.571169E+02
  1394   0.803917E+03   0.183812E+02   0.872845E-01  -0.568151E+02
  1395   0.804884E+03   0.182087E+02   0.872662E-01  -0.565021E+02
  1396   0.805828E+03   0.180373E+02   0.872479E-01  -0.561778E+02
  1397   0.806746E+03   0.178671E+02   0.872296E-01  -0.558425E+02
  1398   0.807627E+03   0.176981E+02   0.872112E-01  -0.554963E+02
  1399   0.808483E+03   0.175304E+02   0.871926E-01  -0.551393E+02
  1400   0.809300E+03   0.173641E+02   0.871740E-01  -0.547718E+02
  1401   0.810095E+03   0.171991E+02   0.871552E-01  -0.543940E+02
  1402   0.810851E+03   0.170356E+02   0.871363E-01  -0.540059E+02
  1403   0.811577E+03   0.168735E+02   0.871172E-01  -0.536078E+02
  1404   0.812272E+03   0.167130E+02   0.870980E-01  -0.531998E+02
  1405   0.812930E+03   0.165542E+02   0.870786E-01  -0.527822E+02
  1406   0.813550E+03   0.163970E+02   0.870590E-01  -0.523550E+02
  1407   0.814134E+03   0.162415E+02   0.870392E-01  -0.519185E+02
  1408   0.814687E+03   0.160878E+02   0.870192E-01  -0.514728E+02
  1409   0.815197E+03   0.159358E+02   0.869990E-01  -0.510181E+02
  1410   0.815677E+03   0.157856E+02   0.869785E-01  -0.505547E+02
  1411   0.816113E+03   0.156373E+02   0.869577E-01  -0.500825E+02
  1412   0.816513E+03   0.154911E+02   0.869367E-01  -0.496020E+02
  1413   0.816869E+03   0.153468E+02   0.869154E-01  -0.491132E+02
  1414   0.817189E+03   0.152045E+02   0.868938E-01  -0.486166E+02
  1415   0.817466E+03   0.150642E+02   0.868718E-01  -0.481122E+02
  1416   0.817707E+03   0.149262E+02   0.868496E-01  -0.476003E+02
  1417   0.817905E+03   0.147902E+02   0.868270E-01  -0.470811E+02
  1418   0.818067E+03   0.146565E+02   0.868041E-01  -0.465549E+02
  1419   0.818187E+03   0.145251E+02   0.867808E-01  -0.460219E+02
  1420   0.818264E+03   0.143959E+02   0.867572E-01  -0.454822E+02
  1421   0.818299E+03   0.142691E+02   0.867331E-01  -0.449363E+02
  1422   0.818291E+03   0.141446E+02   0.867087E-01  -0.443841E+02
  1423   0.818249E+03   0.140225E+02   0.866839E-01  -0.438259E+02
  1424   0.818157E+03   0.139028E+02   0.866586E-01  -0.432619E+02
  1425   0.818022E+03   0.137856E+02   0.866329E-01  -0.426925E+02
  1426   0.817846E+03   0.136709E+02   0.866068E-01  -0.421177E+02
  1427   0.817621E+03   0.135587E+02   0.865802E-01  -0.415378E+02
  1428   0.817354E+03   0.134491E+02   0.865532E-01  -0.409530E+02
  1429   0.817045E+03   0.133420E+02   0.865257E-01  -0.403637E+02
  1430   0.816695E+03   0.132375E+02   0.864977E-01  -0.397699E+02
  1431   0.816296E+03   0.131357E+02   0.864692E-01  -0.391720E+02
  1432   0.815855E+03   0.130365E+02   0.864402E-01  -0.385700E+02
  1433   0.815366E+03   0.129400E+02   0.864107E-01  -0.379644E+02
  1434   0.814836E+03   0.128462E+02   0.863807E-01  -0.373553E+02
  1435   0.814257E+03   0.127551E+02   0.863502E-01  -0.367430E+02
  1436   0.813636E+03   0.126668E+02   0.863191E-01  -0.361277E+02
  1437   0.812968E+03   0.125812E+02   0.862875E-01  -0.355096E+02
  1438   0.812251E+03   0.124984E+02   0.862553E-01  -0.348889E+02
  1439   0.811493E+03   0.124184E+02   0.862226E-01  -0.342660E+02
  1440   0.810694E+03   0.123412E+02   0.861893E-01  -0.336410E+02
  1441   0.809847E+03   0.122669E+02   0.861554E-01  -0.330142E+02
  1442   0.808951E+03   0.121953E+02   0.861209E-01  -0.323857E+02
  1443   0.808007E+03   0.121266E+02   0.860859E-01  -0.317558E+02
  1444   0.807023E+03   0.120607E+02   0.860502E-01  -0.311247E+02
  1445   0.805990E+03   0.119977E+02   0.860140E-01  -0.304927E+02
  1446   0.804910E+03   0.119376E+02   0.859772E-01  -0.298600E+02
  1447   0.803788E+03   0.118804E+02   0.859397E-01  -0.292268E+02
  1448   0.802618E+03   0.118260E+02   0.859016E-01  -0.285933E+02
  1449   0.801400E+03   0.117746E+02   0.858629E-01  -0.279599E+02
  1450   0.800142E+03   0.117260E+02   0.858236E-01  -0.273267E+02
  1451   0.798842E+03   0.116804E+02   0.857837E-01  -0.266940E+02
  1452   0.797494E+03   0.116376E+02   0.857431E-01  -0.260621E+02
  1453   0.796099E+03   0.115977E+02   0.857019E-01  -0.254312E+02
  1454   0.794662E+03   0.115607E+02   0.856600E-01  -0.248015E+02
  1455   0.793184E+03   0.115266E+02   0.856175E-01  -0.241731E+02
  1456   0.791666E+03   0.114954E+02   0.855743E-01  -0.235464E+02
  1457   0.790107E+03   0.114672E+02   0.855305E-01  -0.229215E+02
  1458   0.788499E+03   0.114416E+02   0.854860E-01  -0.222987E+02
  1459   0.786850E+03   0.114190E+02   0.854409E-01  -0.216781E+02
  1460   0.785160E+03   0.113994E+02   0.853952E-01  -0.210600E+02
  1461   0.783429E+03   0.113824E+02   0.853487E-01  -0.204445E+02
  1462   0.781657E+03   0.113683E+02   0.853016E-01  -0.198320E+02
  1463   0.779844E+03   0.113571E+02   0.852539E-01  -0.192225E+02
  1464   0.777989E+03   0.113486E+02   0.852055E-01  -0.186163E+02
  1465   0.776093E+03   0.113430E+02   0.851564E-01  -0.180136E+02
  1466   0.774163E+03   0.113401E+02   0.851066E-01  -0.174146E+02
  1467   0.772192E+03   0.113399E+02   0.850562E-01  -0.168196E+02
  1468   0.770186E+03   0.113426E+02   0.850052E-01  -0.162286E+02
  1469   0.768138E+03   0.113479E+02   0.849534E-01  -0.156420E+02
  1470   0.766049E+03   0.113559E+02   0.849010E-01  -0.150599E+02
  1471   0.763933E+03   0.113666E+02   0.848480E-01  -0.144824E+02
  1472   0.761774E+03   0.113800E+02   0.847943E-01  -0.139098E+02
  1473   0.759574E+03   0.113960E+02   0.847399E-01  -0.133423E+02
  1474   0.757346E+03   0.114146E+02   0.846848E-01  -0.127801E+02
  1475   0.755076E+03   0.114358E+02   0.846291E-01  -0.122233E+02
  1476   0.752778E+03   0.114596E+02   0.845728E-01  -0.116721E+02
  1477   0.750446E+03   0.114859E+02   0.845158E-01  -0.111267E+02
  1478   0.748078E+03   0.115147E+02   0.844581E-01  -0.105872E+02
  1479   0.745682E+03   0.115460E+02   0.843998E-01  -0.100538E+02
  1480   0.743250E+03   0.115797E+02   0.843409E-01  -0.952680E+01
  1481   0.740791E+03   0.116159E+02   0.842813E-01  -0.900623E+01
  1482   0.738296E+03   0.116545E+02   0.842211E-01  -0.849228E+01
  1483   0.735772E+03   0.116954E+02   0.841602E-01  -0.798509E+01
  1484   0.733227E+03   0.117386E+02   0.840987E-01  -0.748481E+01
  1485   0.730646E+03   0.117842E+02   0.840365E-01  -0.699161E+01
  1486   0.728044E+03   0.118319E+02   0.839738E-01  -0.650561E+01
  1487   0.725405E+03   0.118819E+02   0.839104E-01  -0.602698E+01
  1488   0.722744E+03   0.119341E+02   0.838464E-01  -0.555585E+01
  1489   0.720062E+03   0.119885E+02   0.837818E-01  -0.509236E+01
  1490   0.717346E+03   0.120450E+02   0.837166E-01  -0.463665E+01
  1491   0.714609E+03   0.121035E+02   0.836507E-01  -0.418883E+01
  1492   0.711847E+03   0.121640E+02   0.835843E-01  -0.374904E+01
  1493   0.709062E+03   0.122266E+02   0.835173E-01  -0.331740E+01
  1494   0.706254E+03   0.122911E+02   0.834497E-01  -0.289406E+01
  1495   0.703423E+03   0.123575E+02   0.833815E-01  -0.247912E+01
  1496   0.700571E+03   0.124258E+02   0.833127E-01  -0.207271E+01
  1497   0.697699E+03   0.124958E+02   0.832434E-01  -0.167490E+01
  1498   0.694807E+03   0.125678E+02   0.831735E-01  -0.128579E+01
  1499   0.691895E+03   0.126414E+02   0.831030E-01  -0.905487E+00
  1500   0.688965E+03   0.127167E+02   0.830320E-01  -0.534080E+00
  1501   0.686017E+03   0.127937E+02   0.829605E-01  -0.171675E+00
  1502   0.683053E+03   0.128722E+02   0.828884E-01   0.181648E+00
  1503   0.680072E+03   0.129524E+02   0.828158E-01   0.525793E+00
  1504   0.677076E+03   0.130340E+02   0.827427E-01   0.860707E+00
  1505   0.674065E+03   0.131171E+02   0.826690E-01   0.118631E+01
  1506   0.671040E+03   0.132016E+02   0.825949E-01   0.150252E+01
  1507   0.668001E+03   0.132875E+02   0.825202E-01   0.180926E+01
  1508   0.664950E+03   0.133747E+02   0.824451E-01   0.210643E+01
  1509   0.661886E+03   0.134632E+02   0.823695E-01   0.239408E+01
  1510   0.658811E+03   0.135529E+02   0.822934E-01   0.267199E+01
  1511   0.655725E+03   0.136438E+02   0.822168E-01   0.294027E+01
  1512   0.652631E+03   0.137358E+02   0.821398E-01   0.319887E+01
  1513   0.649527E+03   0.138289E+02   0.820624E-01   0.344779E+01
  1514   0.646417E+03   0.139230E+02   0.819845E-01   0.368692E+01
  1515   0.643301E+03   0.140182E+02   0.819062E-01   0.391634E+01
  1516   0.640178E+03   0.141142E+02   0.818275E-01   0.413593E+01
  1517   0.637051E+03   0.142112E+02   0.817484E-01   0.434569E+01
  1518   0.633921E+03   0.143090E+02   0.816689E-01   0.454565E+01
  1519   0.630786E+03   0.144076E+02   0.815890E-01   0.473581E+01
  1520   0.627650E+03   0.145068E+02   0.815087E-01   0.491605E+01
  1521   0.624511E+03   0.146068E+02   0.814281E-01   0.508644E+01
  1522   0.621371E+03   0.147075E+02   0.813471E-01   0.524700E+01
  1523   0.618231E+03   0.148087E+02   0.812658E-01   0.539759E+01
  1524   0.615090E+03   0.149105E+02   0.811841E-01   0.553829E+01
  1525   0.611951E+03   0.150126E+02   0.811021E-01   0.566910E+01
  1526   0.608814E+03   0.151153E+02   0.810198E-01   0.579004E+01
  1527   0.605679E+03   0.152184E+02   0.809372E-01   0.590118E+01
  1528   0.602548E+03   0.153217E+02   0.808544E-01   0.600245E+01
  1529   0.599421E+03   0.154254E+02   0.807712E-01   0.609401E+01
  1530   0.596298E+03   0.155293E+02   0.806878E-01   0.617570E+01
  1531   0.593181E+03   0.156333E+02   0.806041E-01   0.624761E+01
  1532   0.590070E+03   0.157376E+02   0.805202E-01   0.630980E+01
  1533   0.586966E+03   0.158418E+02   0.804361E-01   0.636228E+01
  1534   0.583870E+03   0.159461E+02   0.803518E-01   0.640511E+01
  1535   0.580781E+03   0.160504E+02   0.802672E-01   0.643829E+01
  1536   0.577701E+03   0.161546E+02   0.801824E-01   0.646182E+01
  1537   0.574630E+03   0.162586E+02   0.800975E-01   0.647576E+01
  1538   0.571569E+03   0.163624E+02   0.800124E-01   0.648019E+01
  1539   0.568520E+03   0.164660E+02   0.799271E-01   0.647516E+01
  1540   0.565481E+03   0.165694E+02   0.798417E-01   0.646083E+01
  1541   0.562455E+03   0.166724E+02   0.797561E-01   0.643710E+01
  1542   0.559442E+03   0.167750E+02   0.796704E-01   0.640418E+01
  1543   0.556442E+03   0.168772E+02   0.795846E-01   0.636207E+01
  1544   0.553457E+03   0.169790E+02   0.794987E-01   0.631090E+01
  1545   0.550486E+03   0.170802E+02   0.794127E-01   0.625072E+01
  1546   0.547531E+03   0.171809E+02   0.793266E-01   0.618161E+01
  1547   0.544593E+03   0.172809E+02   0.792404E-01   0.610361E+01
  1548   0.541671E+03   0.173804E+02   0.791542E-01   0.601685E+01
  1549   0.538766E+03   0.174790E+02   0.790680E-01   0.592141E+01
  1550   0.535879E+03   0.175770E+02   0.789817E-01   0.581731E+01
  1551   0.533010E+03   0.176741E+02   0.788953E-01   0.570471E+01
  1552   0.530160E+03   0.177703E+02   0.788090E-01   0.558365E+01
