#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   684   0.180009E+04  -0.751983E+02   0.989914E-05  -0.751983E+02   0.385670E+02  -0.122965E-05   0.989914E-05  -0.122965E-05   0.119736E-07
   685   0.180245E+04  -0.769261E+02   0.994397E-05  -0.769261E+02   0.385831E+02  -0.122971E-05   0.994397E-05  -0.122971E-05   0.119469E-07
   686   0.180501E+04  -0.786438E+02   0.998835E-05  -0.786438E+02   0.385928E+02  -0.122963E-05   0.998835E-05  -0.122963E-05   0.119204E-07
   687   0.180776E+04  -0.803517E+02   0.100323E-04  -0.803517E+02   0.385962E+02  -0.122941E-05   0.100323E-04  -0.122941E-05   0.118939E-07
   688   0.181071E+04  -0.820489E+02   0.100757E-04  -0.820489E+02   0.385932E+02  -0.122906E-05   0.100757E-04  -0.122906E-05   0.118676E-07
   689   0.181384E+04  -0.837339E+02   0.101187E-04  -0.837339E+02   0.385840E+02  -0.122857E-05   0.101187E-04  -0.122857E-05   0.118413E-07
   690   0.181716E+04  -0.854062E+02   0.101612E-04  -0.854062E+02   0.385686E+02  -0.122794E-05   0.101612E-04  -0.122794E-05   0.118151E-07
   691   0.182067E+04  -0.870655E+02   0.102032E-04  -0.870655E+02   0.385469E+02  -0.122717E-05   0.102032E-04  -0.122717E-05   0.117890E-07
   692   0.182435E+04  -0.887112E+02   0.102447E-04  -0.887112E+02   0.385189E+02  -0.122626E-05   0.102447E-04  -0.122626E-05   0.117630E-07
   693   0.182822E+04  -0.903425E+02   0.102857E-04  -0.903425E+02   0.384847E+02  -0.122522E-05   0.102857E-04  -0.122522E-05   0.117371E-07
   694   0.183227E+04  -0.919579E+02   0.103261E-04  -0.919579E+02   0.384443E+02  -0.122404E-05   0.103261E-04  -0.122404E-05   0.117113E-07
   695   0.183650E+04  -0.935575E+02   0.103661E-04  -0.935575E+02   0.383977E+02  -0.122273E-05   0.103661E-04  -0.122273E-05   0.116856E-07
   696   0.184089E+04  -0.951397E+02   0.104055E-04  -0.951397E+02   0.383448E+02  -0.122128E-05   0.104055E-04  -0.122128E-05   0.116600E-07
   697   0.184547E+04  -0.967046E+02   0.104444E-04  -0.967046E+02   0.382858E+02  -0.121970E-05   0.104444E-04  -0.121970E-05   0.116344E-07
   698   0.185020E+04  -0.982505E+02   0.104827E-04  -0.982505E+02   0.382206E+02  -0.121798E-05   0.104827E-04  -0.121798E-05   0.116090E-07
   699   0.185511E+04  -0.997777E+02   0.105205E-04  -0.997777E+02   0.381492E+02  -0.121613E-05   0.105205E-04  -0.121613E-05   0.115836E-07
   700   0.186018E+04  -0.101285E+03   0.105577E-04  -0.101285E+03   0.380718E+02  -0.121414E-05   0.105577E-04  -0.121414E-05   0.115583E-07
   701   0.186542E+04  -0.102772E+03   0.105944E-04  -0.102772E+03   0.379883E+02  -0.121202E-05   0.105944E-04  -0.121202E-05   0.115332E-07
   702   0.187080E+04  -0.104238E+03   0.106304E-04  -0.104238E+03   0.378987E+02  -0.120977E-05   0.106304E-04  -0.120977E-05   0.115081E-07
   703   0.187634E+04  -0.105683E+03   0.106659E-04  -0.105683E+03   0.378032E+02  -0.120739E-05   0.106659E-04  -0.120739E-05   0.114831E-07
   704   0.188205E+04  -0.107105E+03   0.107009E-04  -0.107105E+03   0.377018E+02  -0.120487E-05   0.107009E-04  -0.120487E-05   0.114581E-07
   705   0.188789E+04  -0.108504E+03   0.107352E-04  -0.108504E+03   0.375945E+02  -0.120223E-05   0.107352E-04  -0.120223E-05   0.114333E-07
   706   0.189390E+04  -0.109880E+03   0.107689E-04  -0.109880E+03   0.374814E+02  -0.119946E-05   0.107689E-04  -0.119946E-05   0.114085E-07
   707   0.190004E+04  -0.111231E+03   0.108021E-04  -0.111231E+03   0.373626E+02  -0.119656E-05   0.108021E-04  -0.119656E-05   0.113839E-07
   708   0.190631E+04  -0.112558E+03   0.108347E-04  -0.112558E+03   0.372380E+02  -0.119353E-05   0.108347E-04  -0.119353E-05   0.113593E-07
   709   0.191274E+04  -0.113859E+03   0.108666E-04  -0.113859E+03   0.371079E+02  -0.119038E-05   0.108666E-04  -0.119038E-05   0.113348E-07
   710   0.191929E+04  -0.115135E+03   0.108980E-04  -0.115135E+03   0.369722E+02  -0.118710E-05   0.108980E-04  -0.118710E-05   0.113104E-07
   711   0.192597E+04  -0.116385E+03   0.109288E-04  -0.116385E+03   0.368310E+02  -0.118370E-05   0.109288E-04  -0.118370E-05   0.112861E-07
   712   0.193279E+04  -0.117607E+03   0.109590E-04  -0.117607E+03   0.366843E+02  -0.118018E-05   0.109590E-04  -0.118018E-05   0.112618E-07
   713   0.193973E+04  -0.118801E+03   0.109886E-04  -0.118801E+03   0.365322E+02  -0.117653E-05   0.109886E-04  -0.117653E-05   0.112377E-07
   714   0.194679E+04  -0.119967E+03   0.110175E-04  -0.119967E+03   0.363749E+02  -0.117276E-05   0.110175E-04  -0.117276E-05   0.112136E-07
   715   0.195397E+04  -0.121105E+03   0.110459E-04  -0.121105E+03   0.362122E+02  -0.116887E-05   0.110459E-04  -0.116887E-05   0.111896E-07
   716   0.196125E+04  -0.122214E+03   0.110737E-04  -0.122214E+03   0.360443E+02  -0.116487E-05   0.110737E-04  -0.116487E-05   0.111657E-07
   717   0.196865E+04  -0.123293E+03   0.111008E-04  -0.123293E+03   0.358712E+02  -0.116074E-05   0.111008E-04  -0.116074E-05   0.111419E-07
   718   0.197615E+04  -0.124341E+03   0.111273E-04  -0.124341E+03   0.356930E+02  -0.115650E-05   0.111273E-04  -0.115650E-05   0.111181E-07
   719   0.198375E+04  -0.125357E+03   0.111532E-04  -0.125357E+03   0.355098E+02  -0.115214E-05   0.111532E-04  -0.115214E-05   0.110945E-07
   720   0.199145E+04  -0.126344E+03   0.111785E-04  -0.126344E+03   0.353217E+02  -0.114766E-05   0.111785E-04  -0.114766E-05   0.110709E-07
   721   0.199924E+04  -0.127298E+03   0.112031E-04  -0.127298E+03   0.351288E+02  -0.114307E-05   0.112031E-04  -0.114307E-05   0.110474E-07
   722   0.200713E+04  -0.128221E+03   0.112271E-04  -0.128221E+03   0.349312E+02  -0.113837E-05   0.112271E-04  -0.113837E-05   0.110239E-07
   723   0.201511E+04  -0.129111E+03   0.112505E-04  -0.129111E+03   0.347291E+02  -0.113355E-05   0.112505E-04  -0.113355E-05   0.110006E-07
   724   0.202317E+04  -0.129970E+03   0.112733E-04  -0.129970E+03   0.345225E+02  -0.112862E-05   0.112733E-04  -0.112862E-05   0.109773E-07
   725   0.203132E+04  -0.130794E+03   0.112954E-04  -0.130794E+03   0.343116E+02  -0.112358E-05   0.112954E-04  -0.112358E-05   0.109541E-07
   726   0.203954E+04  -0.131587E+03   0.113169E-04  -0.131587E+03   0.340965E+02  -0.111843E-05   0.113169E-04  -0.111843E-05   0.109310E-07
   727   0.204784E+04  -0.132345E+03   0.113377E-04  -0.132345E+03   0.338772E+02  -0.111317E-05   0.113377E-04  -0.111317E-05   0.109080E-07
   728   0.205622E+04  -0.133070E+03   0.113579E-04  -0.133070E+03   0.336538E+02  -0.110780E-05   0.113579E-04  -0.110780E-05   0.108850E-07
   729   0.206465E+04  -0.133760E+03   0.113775E-04  -0.133760E+03   0.334265E+02  -0.110232E-05   0.113775E-04  -0.110232E-05   0.108622E-07
   730   0.207315E+04  -0.134415E+03   0.113964E-04  -0.134415E+03   0.331952E+02  -0.109674E-05   0.113964E-04  -0.109674E-05   0.108394E-07
   731   0.208171E+04  -0.135036E+03   0.114146E-04  -0.135036E+03   0.329602E+02  -0.109105E-05   0.114146E-04  -0.109105E-05   0.108166E-07
   732   0.209032E+04  -0.135621E+03   0.114322E-04  -0.135621E+03   0.327215E+02  -0.108526E-05   0.114322E-04  -0.108526E-05   0.107940E-07
   733   0.209898E+04  -0.136170E+03   0.114491E-04  -0.136170E+03   0.324793E+02  -0.107936E-05   0.114491E-04  -0.107936E-05   0.107714E-07
   734   0.210769E+04  -0.136683E+03   0.114654E-04  -0.136683E+03   0.322335E+02  -0.107336E-05   0.114654E-04  -0.107336E-05   0.107489E-07
   735   0.211643E+04  -0.137160E+03   0.114810E-04  -0.137160E+03   0.319844E+02  -0.106726E-05   0.114810E-04  -0.106726E-05   0.107265E-07
   736   0.212522E+04  -0.137600E+03   0.114959E-04  -0.137600E+03   0.317321E+02  -0.106106E-05   0.114959E-04  -0.106106E-05   0.107041E-07
   737   0.213403E+04  -0.138004E+03   0.115102E-04  -0.138004E+03   0.314766E+02  -0.105476E-05   0.115102E-04  -0.105476E-05   0.106819E-07
   738   0.214288E+04  -0.138371E+03   0.115237E-04  -0.138371E+03   0.312182E+02  -0.104836E-05   0.115237E-04  -0.104836E-05   0.106597E-07
   739   0.215174E+04  -0.138700E+03   0.115367E-04  -0.138700E+03   0.309569E+02  -0.104186E-05   0.115367E-04  -0.104186E-05   0.106375E-07
   740   0.216063E+04  -0.138991E+03   0.115489E-04  -0.138991E+03   0.306928E+02  -0.103526E-05   0.115489E-04  -0.103526E-05   0.106155E-07
   741   0.216952E+04  -0.139245E+03   0.115605E-04  -0.139245E+03   0.304261E+02  -0.102857E-05   0.115605E-04  -0.102857E-05   0.105935E-07
   742   0.217843E+04  -0.139462E+03   0.115713E-04  -0.139462E+03   0.301570E+02  -0.102178E-05   0.115713E-04  -0.102178E-05   0.105716E-07
   743   0.218734E+04  -0.139641E+03   0.115815E-04  -0.139641E+03   0.298854E+02  -0.101490E-05   0.115815E-04  -0.101490E-05   0.105497E-07
   744   0.219624E+04  -0.139781E+03   0.115910E-04  -0.139781E+03   0.296117E+02  -0.100792E-05   0.115910E-04  -0.100792E-05   0.105280E-07
   745   0.220514E+04  -0.139883E+03   0.115998E-04  -0.139883E+03   0.293359E+02  -0.100085E-05   0.115998E-04  -0.100085E-05   0.105063E-07
   746   0.221403E+04  -0.139948E+03   0.116079E-04  -0.139948E+03   0.290581E+02  -0.993692E-06   0.116079E-04  -0.993692E-06   0.104846E-07
   747   0.222290E+04  -0.139974E+03   0.116154E-04  -0.139974E+03   0.287786E+02  -0.986441E-06   0.116154E-04  -0.986441E-06   0.104631E-07
   748   0.223175E+04  -0.139962E+03   0.116221E-04  -0.139962E+03   0.284972E+02  -0.979099E-06   0.116221E-04  -0.979099E-06   0.104416E-07
   749   0.224058E+04  -0.139912E+03   0.116281E-04  -0.139912E+03   0.282143E+02  -0.971669E-06   0.116281E-04  -0.971669E-06   0.104202E-07
   750   0.224938E+04  -0.139824E+03   0.116334E-04  -0.139824E+03   0.279299E+02  -0.964151E-06   0.116334E-04  -0.964151E-06   0.103988E-07
   751   0.225815E+04  -0.139697E+03   0.116380E-04  -0.139697E+03   0.276442E+02  -0.956545E-06   0.116380E-04  -0.956545E-06   0.103776E-07
   752   0.226687E+04  -0.139531E+03   0.116419E-04  -0.139531E+03   0.273573E+02  -0.948855E-06   0.116419E-04  -0.948855E-06   0.103563E-07
   753   0.227555E+04  -0.139328E+03   0.116451E-04  -0.139328E+03   0.270692E+02  -0.941080E-06   0.116451E-04  -0.941080E-06   0.103352E-07
   754   0.228419E+04  -0.139087E+03   0.116476E-04  -0.139087E+03   0.267801E+02  -0.933223E-06   0.116476E-04  -0.933223E-06   0.103141E-07
   755   0.229278E+04  -0.138807E+03   0.116494E-04  -0.138807E+03   0.264902E+02  -0.925286E-06   0.116494E-04  -0.925286E-06   0.102931E-07
   756   0.230132E+04  -0.138489E+03   0.116505E-04  -0.138489E+03   0.261997E+02  -0.917269E-06   0.116505E-04  -0.917269E-06   0.102722E-07
   757   0.230981E+04  -0.138134E+03   0.116510E-04  -0.138134E+03   0.259087E+02  -0.909176E-06   0.116510E-04  -0.909176E-06   0.102513E-07
   758   0.231824E+04  -0.137742E+03   0.116507E-04  -0.137742E+03   0.256171E+02  -0.901007E-06   0.116507E-04  -0.901007E-06   0.102305E-07
   759   0.232661E+04  -0.137312E+03   0.116498E-04  -0.137312E+03   0.253255E+02  -0.892764E-06   0.116498E-04  -0.892764E-06   0.102097E-07
   760   0.233492E+04  -0.136845E+03   0.116482E-04  -0.136845E+03   0.250337E+02  -0.884448E-06   0.116482E-04  -0.884448E-06   0.101891E-07
   761   0.234316E+04  -0.136341E+03   0.116459E-04  -0.136341E+03   0.247419E+02  -0.876062E-06   0.116459E-04  -0.876062E-06   0.101684E-07
   762   0.235133E+04  -0.135800E+03   0.116430E-04  -0.135800E+03   0.244503E+02  -0.867606E-06   0.116430E-04  -0.867606E-06   0.101479E-07
   763   0.235943E+04  -0.135223E+03   0.116394E-04  -0.135223E+03   0.241589E+02  -0.859084E-06   0.116394E-04  -0.859084E-06   0.101274E-07
   764   0.236743E+04  -0.134608E+03   0.116352E-04  -0.134608E+03   0.238679E+02  -0.850495E-06   0.116352E-04  -0.850495E-06   0.101070E-07
   765   0.237536E+04  -0.133956E+03   0.116303E-04  -0.133956E+03   0.235774E+02  -0.841842E-06   0.116303E-04  -0.841842E-06   0.100866E-07
   766   0.238319E+04  -0.133268E+03   0.116247E-04  -0.133268E+03   0.232876E+02  -0.833127E-06   0.116247E-04  -0.833127E-06   0.100664E-07
   767   0.239092E+04  -0.132543E+03   0.116185E-04  -0.132543E+03   0.229984E+02  -0.824351E-06   0.116185E-04  -0.824351E-06   0.100461E-07
   768   0.239856E+04  -0.131781E+03   0.116117E-04  -0.131781E+03   0.227101E+02  -0.815515E-06   0.116117E-04  -0.815515E-06   0.100260E-07
   769   0.240608E+04  -0.130983E+03   0.116042E-04  -0.130983E+03   0.224229E+02  -0.806622E-06   0.116042E-04  -0.806622E-06   0.100059E-07
   770   0.241350E+04  -0.130150E+03   0.115961E-04  -0.130150E+03   0.221369E+02  -0.797673E-06   0.115961E-04  -0.797673E-06   0.998583E-08
   771   0.242080E+04  -0.129282E+03   0.115873E-04  -0.129282E+03   0.218522E+02  -0.788670E-06   0.115873E-04  -0.788670E-06   0.996586E-08
   772   0.242797E+04  -0.128378E+03   0.115779E-04  -0.128378E+03   0.215689E+02  -0.779613E-06   0.115779E-04  -0.779613E-06   0.994595E-08
   773   0.243503E+04  -0.127441E+03   0.115680E-04  -0.127441E+03   0.212873E+02  -0.770506E-06   0.115680E-04  -0.770506E-06   0.992610E-08
   774   0.244196E+04  -0.126469E+03   0.115573E-04  -0.126469E+03   0.210075E+02  -0.761349E-06   0.115573E-04  -0.761349E-06   0.990632E-08
   775   0.244876E+04  -0.125464E+03   0.115461E-04  -0.125464E+03   0.207295E+02  -0.752145E-06   0.115461E-04  -0.752145E-06   0.988659E-08
   776   0.245543E+04  -0.124427E+03   0.115343E-04  -0.124427E+03   0.204535E+02  -0.742894E-06   0.115343E-04  -0.742894E-06   0.986693E-08
   777   0.246197E+04  -0.123356E+03   0.115218E-04  -0.123356E+03   0.201797E+02  -0.733599E-06   0.115218E-04  -0.733599E-06   0.984732E-08
   778   0.246838E+04  -0.122254E+03   0.115088E-04  -0.122254E+03   0.199082E+02  -0.724261E-06   0.115088E-04  -0.724261E-06   0.982778E-08
   779   0.247466E+04  -0.121120E+03   0.114951E-04  -0.121120E+03   0.196389E+02  -0.714882E-06   0.114951E-04  -0.714882E-06   0.980830E-08
   780   0.248080E+04  -0.119956E+03   0.114809E-04  -0.119956E+03   0.193723E+02  -0.705463E-06   0.114809E-04  -0.705463E-06   0.978888E-08
   781   0.248681E+04  -0.118761E+03   0.114660E-04  -0.118761E+03   0.191082E+02  -0.696006E-06   0.114660E-04  -0.696006E-06   0.976952E-08
   782   0.249267E+04  -0.117537E+03   0.114506E-04  -0.117537E+03   0.188468E+02  -0.686512E-06   0.114506E-04  -0.686512E-06   0.975021E-08
   783   0.249839E+04  -0.116281E+03   0.114346E-04  -0.116281E+03   0.185882E+02  -0.676985E-06   0.114346E-04  -0.676985E-06   0.973097E-08
   784   0.250396E+04  -0.114997E+03   0.114180E-04  -0.114997E+03   0.183326E+02  -0.667423E-06   0.114180E-04  -0.667423E-06   0.971179E-08
   785   0.250938E+04  -0.113682E+03   0.114008E-04  -0.113682E+03   0.180800E+02  -0.657831E-06   0.114008E-04  -0.657831E-06   0.969266E-08
   786   0.251463E+04  -0.112338E+03   0.113831E-04  -0.112338E+03   0.178306E+02  -0.648209E-06   0.113831E-04  -0.648209E-06   0.967359E-08
   787   0.251972E+04  -0.110966E+03   0.113648E-04  -0.110966E+03   0.175843E+02  -0.638558E-06   0.113648E-04  -0.638558E-06   0.965458E-08
   788   0.252464E+04  -0.109563E+03   0.113459E-04  -0.109563E+03   0.173415E+02  -0.628881E-06   0.113459E-04  -0.628881E-06   0.963563E-08
   789   0.252937E+04  -0.108133E+03   0.113265E-04  -0.108133E+03   0.171021E+02  -0.619180E-06   0.113265E-04  -0.619180E-06   0.961674E-08
   790   0.253394E+04  -0.106675E+03   0.113065E-04  -0.106675E+03   0.168664E+02  -0.609455E-06   0.113065E-04  -0.609455E-06   0.959790E-08
   791   0.253833E+04  -0.105192E+03   0.112859E-04  -0.105192E+03   0.166344E+02  -0.599708E-06   0.112859E-04  -0.599708E-06   0.957912E-08
   792   0.254254E+04  -0.103683E+03   0.112648E-04  -0.103683E+03   0.164065E+02  -0.589941E-06   0.112648E-04  -0.589941E-06   0.956040E-08
   793   0.254657E+04  -0.102149E+03   0.112432E-04  -0.102149E+03   0.161826E+02  -0.580156E-06   0.112432E-04  -0.580156E-06   0.954173E-08
   794   0.255042E+04  -0.100591E+03   0.112210E-04  -0.100591E+03   0.159630E+02  -0.570355E-06   0.112210E-04  -0.570355E-06   0.952312E-08
   795   0.255407E+04  -0.990113E+02   0.111983E-04  -0.990113E+02   0.157477E+02  -0.560538E-06   0.111983E-04  -0.560538E-06   0.950456E-08
   796   0.255754E+04  -0.974087E+02   0.111750E-04  -0.974087E+02   0.155369E+02  -0.550708E-06   0.111750E-04  -0.550708E-06   0.948606E-08
   797   0.256084E+04  -0.957845E+02   0.111513E-04  -0.957845E+02   0.153305E+02  -0.540866E-06   0.111513E-04  -0.540866E-06   0.946762E-08
   798   0.256394E+04  -0.941390E+02   0.111270E-04  -0.941390E+02   0.151287E+02  -0.531014E-06   0.111270E-04  -0.531014E-06   0.944923E-08
   799   0.256685E+04  -0.924729E+02   0.111021E-04  -0.924729E+02   0.149316E+02  -0.521153E-06   0.111021E-04  -0.521153E-06   0.943089E-08
   800   0.256958E+04  -0.907854E+02   0.110768E-04  -0.907854E+02   0.147391E+02  -0.511286E-06   0.110768E-04  -0.511286E-06   0.941261E-08
   801   0.257212E+04  -0.890788E+02   0.110509E-04  -0.890788E+02   0.145513E+02  -0.501413E-06   0.110509E-04  -0.501413E-06   0.939438E-08
   802   0.257448E+04  -0.873524E+02   0.110245E-04  -0.873524E+02   0.143683E+02  -0.491536E-06   0.110245E-04  -0.491536E-06   0.937621E-08
   803   0.257664E+04  -0.856069E+02   0.109976E-04  -0.856069E+02   0.141902E+02  -0.481654E-06   0.109976E-04  -0.481654E-06   0.935809E-08
   804   0.257861E+04  -0.838438E+02   0.109703E-04  -0.838438E+02   0.140170E+02  -0.471768E-06   0.109703E-04  -0.471768E-06   0.934002E-08
   805   0.258038E+04  -0.820623E+02   0.109424E-04  -0.820623E+02   0.138491E+02  -0.461879E-06   0.109424E-04  -0.461879E-06   0.932201E-08
   806   0.258194E+04  -0.802648E+02   0.109141E-04  -0.802648E+02   0.136864E+02  -0.451988E-06   0.109141E-04  -0.451988E-06   0.930405E-08
   807   0.258328E+04  -0.784496E+02   0.108852E-04  -0.784496E+02   0.135290E+02  -0.442094E-06   0.108852E-04  -0.442094E-06   0.928614E-08
   808   0.258441E+04  -0.766199E+02   0.108559E-04  -0.766199E+02   0.133770E+02  -0.432198E-06   0.108559E-04  -0.432198E-06   0.926828E-08
   809   0.258533E+04  -0.747748E+02   0.108262E-04  -0.747748E+02   0.132307E+02  -0.422301E-06   0.108262E-04  -0.422301E-06   0.925048E-08
   810   0.258603E+04  -0.729151E+02   0.107960E-04  -0.729151E+02   0.130900E+02  -0.412404E-06   0.107960E-04  -0.412404E-06   0.923273E-08
   811   0.258651E+04  -0.710424E+02   0.107653E-04  -0.710424E+02   0.129550E+02  -0.402506E-06   0.107653E-04  -0.402506E-06   0.921503E-08
   812   0.258678E+04  -0.691575E+02   0.107341E-04  -0.691575E+02   0.128256E+02  -0.392608E-06   0.107341E-04  -0.392608E-06   0.919738E-08
   813   0.258685E+04  -0.672612E+02   0.107026E-04  -0.672612E+02   0.127020E+02  -0.382711E-06   0.107026E-04  -0.382711E-06   0.917979E-08
   814   0.258671E+04  -0.653546E+02   0.106706E-04  -0.653546E+02   0.125841E+02  -0.372815E-06   0.106706E-04  -0.372815E-06   0.916224E-08
   815   0.258638E+04  -0.634384E+02   0.106381E-04  -0.634384E+02   0.124720E+02  -0.362921E-06   0.106381E-04  -0.362921E-06   0.914475E-08
   816   0.258585E+04  -0.615135E+02   0.106053E-04  -0.615135E+02   0.123658E+02  -0.353029E-06   0.106053E-04  -0.353029E-06   0.912730E-08
   817   0.258513E+04  -0.595806E+02   0.105720E-04  -0.595806E+02   0.122655E+02  -0.343139E-06   0.105720E-04  -0.343139E-06   0.910991E-08
   818   0.258419E+04  -0.576398E+02   0.105383E-04  -0.576398E+02   0.121712E+02  -0.333253E-06   0.105383E-04  -0.333253E-06   0.909257E-08
   819   0.258305E+04  -0.556916E+02   0.105042E-04  -0.556916E+02   0.120828E+02  -0.323370E-06   0.105042E-04  -0.323370E-06   0.907528E-08
   820   0.258170E+04  -0.537364E+02   0.104697E-04  -0.537364E+02   0.120006E+02  -0.313492E-06   0.104697E-04  -0.313492E-06   0.905803E-08
