 a		phi		phidot		fde
    0.106928E+00    0.100530E+02   -0.412644E-07    0.138354E-07
    0.106965E+00    0.100530E+02   -0.410317E-07    0.138456E-07
    0.107002E+00    0.100530E+02   -0.407987E-07    0.138558E-07
    0.107039E+00    0.100530E+02   -0.405656E-07    0.138661E-07
    0.107076E+00    0.100530E+02   -0.403323E-07    0.138764E-07
    0.107113E+00    0.100530E+02   -0.400987E-07    0.138868E-07
    0.107150E+00    0.100530E+02   -0.398649E-07    0.138973E-07
    0.107186E+00    0.100530E+02   -0.396309E-07    0.139078E-07
    0.107223E+00    0.100530E+02   -0.393967E-07    0.139183E-07
    0.107260E+00    0.100530E+02   -0.391622E-07    0.139289E-07
    0.107297E+00    0.100530E+02   -0.389276E-07    0.139395E-07
    0.107334E+00    0.100530E+02   -0.386928E-07    0.139502E-07
    0.107371E+00    0.100530E+02   -0.384577E-07    0.139610E-07
    0.107407E+00    0.100530E+02   -0.382224E-07    0.139718E-07
    0.107444E+00    0.100530E+02   -0.379869E-07    0.139826E-07
    0.107481E+00    0.100530E+02   -0.377513E-07    0.139935E-07
    0.107518E+00    0.100530E+02   -0.375154E-07    0.140045E-07
    0.107555E+00    0.100530E+02   -0.372793E-07    0.140155E-07
    0.107592E+00    0.100530E+02   -0.370430E-07    0.140265E-07
    0.107629E+00    0.100530E+02   -0.368065E-07    0.140376E-07
    0.107665E+00    0.100530E+02   -0.365698E-07    0.140488E-07
    0.107702E+00    0.100530E+02   -0.363329E-07    0.140600E-07
    0.107739E+00    0.100530E+02   -0.360958E-07    0.140712E-07
    0.107776E+00    0.100530E+02   -0.358585E-07    0.140825E-07
    0.107813E+00    0.100530E+02   -0.356210E-07    0.140938E-07
    0.107850E+00    0.100530E+02   -0.353833E-07    0.141052E-07
    0.107886E+00    0.100530E+02   -0.351454E-07    0.141166E-07
    0.107923E+00    0.100530E+02   -0.349074E-07    0.141281E-07
    0.107960E+00    0.100530E+02   -0.346691E-07    0.141397E-07
    0.107997E+00    0.100530E+02   -0.344307E-07    0.141512E-07
    0.108034E+00    0.100530E+02   -0.341920E-07    0.141629E-07
    0.108071E+00    0.100530E+02   -0.339532E-07    0.141745E-07
    0.108108E+00    0.100530E+02   -0.337142E-07    0.141863E-07
    0.108144E+00    0.100530E+02   -0.334750E-07    0.141980E-07
    0.108181E+00    0.100530E+02   -0.332356E-07    0.142098E-07
    0.108218E+00    0.100530E+02   -0.329961E-07    0.142217E-07
    0.108255E+00    0.100530E+02   -0.327564E-07    0.142336E-07
    0.108292E+00    0.100530E+02   -0.325164E-07    0.142455E-07
    0.108329E+00    0.100530E+02   -0.322763E-07    0.142575E-07
    0.108365E+00    0.100530E+02   -0.320361E-07    0.142696E-07
    0.108402E+00    0.100530E+02   -0.317956E-07    0.142816E-07
    0.108439E+00    0.100530E+02   -0.315550E-07    0.142938E-07
    0.108476E+00    0.100530E+02   -0.313142E-07    0.143059E-07
    0.108513E+00    0.100530E+02   -0.310733E-07    0.143182E-07
    0.108550E+00    0.100530E+02   -0.308321E-07    0.143304E-07
    0.108587E+00    0.100530E+02   -0.305908E-07    0.143427E-07
    0.108623E+00    0.100530E+02   -0.303494E-07    0.143551E-07
    0.108660E+00    0.100530E+02   -0.301077E-07    0.143675E-07
    0.108697E+00    0.100530E+02   -0.298660E-07    0.143799E-07
    0.108734E+00    0.100530E+02   -0.296240E-07    0.143924E-07
    0.108771E+00    0.100530E+02   -0.293819E-07    0.144049E-07
    0.108808E+00    0.100530E+02   -0.291396E-07    0.144175E-07
    0.108844E+00    0.100530E+02   -0.288972E-07    0.144301E-07
    0.108881E+00    0.100530E+02   -0.286546E-07    0.144427E-07
    0.108918E+00    0.100530E+02   -0.284118E-07    0.144554E-07
    0.108955E+00    0.100530E+02   -0.281689E-07    0.144681E-07
    0.108992E+00    0.100530E+02   -0.279259E-07    0.144809E-07
    0.109029E+00    0.100530E+02   -0.276827E-07    0.144937E-07
    0.109066E+00    0.100530E+02   -0.274393E-07    0.145066E-07
    0.109102E+00    0.100530E+02   -0.271958E-07    0.145195E-07
    0.109139E+00    0.100530E+02   -0.269522E-07    0.145324E-07
    0.109176E+00    0.100530E+02   -0.267084E-07    0.145454E-07
    0.109213E+00    0.100530E+02   -0.264644E-07    0.145584E-07
    0.109250E+00    0.100530E+02   -0.262203E-07    0.145715E-07
    0.109287E+00    0.100530E+02   -0.259761E-07    0.145846E-07
    0.109323E+00    0.100530E+02   -0.257318E-07    0.145977E-07
    0.109360E+00    0.100530E+02   -0.254873E-07    0.146109E-07
    0.109397E+00    0.100530E+02   -0.252426E-07    0.146241E-07
    0.109434E+00    0.100530E+02   -0.249978E-07    0.146373E-07
    0.109471E+00    0.100530E+02   -0.247529E-07    0.146506E-07
    0.109508E+00    0.100530E+02   -0.245079E-07    0.146640E-07
    0.109545E+00    0.100530E+02   -0.242627E-07    0.146773E-07
    0.109581E+00    0.100530E+02   -0.240174E-07    0.146907E-07
    0.109618E+00    0.100530E+02   -0.237720E-07    0.147042E-07
    0.109655E+00    0.100530E+02   -0.235265E-07    0.147176E-07
    0.109692E+00    0.100530E+02   -0.232808E-07    0.147312E-07
    0.109729E+00    0.100530E+02   -0.230350E-07    0.147447E-07
    0.109766E+00    0.100530E+02   -0.227891E-07    0.147583E-07
    0.109802E+00    0.100530E+02   -0.225431E-07    0.147719E-07
    0.109839E+00    0.100530E+02   -0.222969E-07    0.147856E-07
    0.109876E+00    0.100530E+02   -0.220506E-07    0.147993E-07
    0.109913E+00    0.100530E+02   -0.218042E-07    0.148130E-07
    0.109950E+00    0.100530E+02   -0.215577E-07    0.148268E-07
    0.109987E+00    0.100530E+02   -0.213111E-07    0.148406E-07
    0.110024E+00    0.100530E+02   -0.210644E-07    0.148544E-07
    0.110060E+00    0.100530E+02   -0.208176E-07    0.148683E-07
    0.110097E+00    0.100530E+02   -0.205707E-07    0.148822E-07
    0.110134E+00    0.100530E+02   -0.203236E-07    0.148961E-07
    0.110171E+00    0.100530E+02   -0.200765E-07    0.149101E-07
    0.110208E+00    0.100530E+02   -0.198292E-07    0.149241E-07
    0.110245E+00    0.100530E+02   -0.195819E-07    0.149381E-07
    0.110281E+00    0.100530E+02   -0.193344E-07    0.149522E-07
    0.110318E+00    0.100530E+02   -0.190869E-07    0.149663E-07
    0.110355E+00    0.100530E+02   -0.188393E-07    0.149804E-07
    0.110392E+00    0.100530E+02   -0.185915E-07    0.149946E-07
    0.110429E+00    0.100530E+02   -0.183437E-07    0.150088E-07
    0.110466E+00    0.100530E+02   -0.180958E-07    0.150230E-07
    0.110503E+00    0.100530E+02   -0.178478E-07    0.150373E-07
    0.110539E+00    0.100530E+02   -0.175997E-07    0.150516E-07
    0.110576E+00    0.100530E+02   -0.173515E-07    0.150659E-07
    0.110613E+00    0.100530E+02   -0.171033E-07    0.150803E-07
    0.110650E+00    0.100530E+02   -0.168549E-07    0.150946E-07
    0.110687E+00    0.100530E+02   -0.166065E-07    0.151091E-07
    0.110724E+00    0.100530E+02   -0.163580E-07    0.151235E-07
    0.110760E+00    0.100530E+02   -0.161094E-07    0.151380E-07
    0.110797E+00    0.100530E+02   -0.158608E-07    0.151525E-07
    0.110834E+00    0.100530E+02   -0.156121E-07    0.151670E-07
    0.110871E+00    0.100530E+02   -0.153633E-07    0.151816E-07
    0.110908E+00    0.100530E+02   -0.151144E-07    0.151961E-07
    0.110945E+00    0.100530E+02   -0.148655E-07    0.152108E-07
    0.110982E+00    0.100530E+02   -0.146165E-07    0.152254E-07
    0.111018E+00    0.100530E+02   -0.143674E-07    0.152401E-07
    0.111055E+00    0.100530E+02   -0.141183E-07    0.152548E-07
    0.111092E+00    0.100530E+02   -0.138691E-07    0.152695E-07
    0.111129E+00    0.100530E+02   -0.136198E-07    0.152842E-07
    0.111166E+00    0.100530E+02   -0.133705E-07    0.152990E-07
    0.111203E+00    0.100530E+02   -0.131212E-07    0.153138E-07
    0.111239E+00    0.100530E+02   -0.128717E-07    0.153286E-07
    0.111276E+00    0.100530E+02   -0.126223E-07    0.153435E-07
    0.111313E+00    0.100530E+02   -0.123727E-07    0.153584E-07
    0.111350E+00    0.100530E+02   -0.121232E-07    0.153733E-07
    0.111387E+00    0.100530E+02   -0.118735E-07    0.153882E-07
    0.111424E+00    0.100530E+02   -0.116239E-07    0.154031E-07
    0.111461E+00    0.100530E+02   -0.113742E-07    0.154181E-07
    0.111497E+00    0.100530E+02   -0.111244E-07    0.154331E-07
    0.111534E+00    0.100530E+02   -0.108746E-07    0.154481E-07
    0.111571E+00    0.100530E+02   -0.106248E-07    0.154632E-07
    0.111608E+00    0.100530E+02   -0.103749E-07    0.154783E-07
    0.111645E+00    0.100530E+02   -0.101250E-07    0.154933E-07
    0.111682E+00    0.100530E+02   -0.987506E-08    0.155085E-07
    0.111718E+00    0.100530E+02   -0.962508E-08    0.155236E-07
    0.111755E+00    0.100530E+02   -0.937508E-08    0.155387E-07
    0.111792E+00    0.100530E+02   -0.912505E-08    0.155539E-07
    0.111829E+00    0.100530E+02   -0.887500E-08    0.155691E-07
    0.111866E+00    0.100530E+02   -0.862492E-08    0.155843E-07
    0.111903E+00    0.100530E+02   -0.837481E-08    0.155996E-07
    0.111940E+00    0.100530E+02   -0.812469E-08    0.156148E-07
    0.111976E+00    0.100530E+02   -0.787455E-08    0.156301E-07
    0.112013E+00    0.100530E+02   -0.762439E-08    0.156454E-07
    0.112050E+00    0.100530E+02   -0.737421E-08    0.156607E-07
    0.112087E+00    0.100530E+02   -0.712402E-08    0.156761E-07
    0.112124E+00    0.100530E+02   -0.687382E-08    0.156914E-07
    0.112161E+00    0.100530E+02   -0.662361E-08    0.157068E-07
    0.112197E+00    0.100530E+02   -0.637339E-08    0.157222E-07
    0.112234E+00    0.100530E+02   -0.612316E-08    0.157376E-07
    0.112271E+00    0.100530E+02   -0.587293E-08    0.157531E-07
    0.112308E+00    0.100530E+02   -0.562270E-08    0.157685E-07
    0.112345E+00    0.100530E+02   -0.537246E-08    0.157840E-07
    0.112382E+00    0.100530E+02   -0.512223E-08    0.157994E-07
    0.112419E+00    0.100530E+02   -0.487200E-08    0.158149E-07
    0.112455E+00    0.100530E+02   -0.462177E-08    0.158305E-07
    0.112492E+00    0.100530E+02   -0.437155E-08    0.158460E-07
    0.112529E+00    0.100530E+02   -0.412134E-08    0.158615E-07
    0.112566E+00    0.100530E+02   -0.387114E-08    0.158771E-07
    0.112603E+00    0.100530E+02   -0.362095E-08    0.158927E-07
    0.112640E+00    0.100530E+02   -0.337077E-08    0.159082E-07
    0.112676E+00    0.100530E+02   -0.312061E-08    0.159238E-07
    0.112713E+00    0.100530E+02   -0.287047E-08    0.159395E-07
    0.112750E+00    0.100530E+02   -0.262034E-08    0.159551E-07
    0.112787E+00    0.100530E+02   -0.237024E-08    0.159707E-07
    0.112824E+00    0.100530E+02   -0.212016E-08    0.159864E-07
    0.112861E+00    0.100530E+02   -0.187010E-08    0.160021E-07
    0.112898E+00    0.100530E+02   -0.162007E-08    0.160178E-07
    0.112934E+00    0.100530E+02   -0.137007E-08    0.160334E-07
    0.112971E+00    0.100530E+02   -0.112011E-08    0.160492E-07
    0.113008E+00    0.100530E+02   -0.870168E-09    0.160649E-07
    0.113045E+00    0.100530E+02   -0.620265E-09    0.160806E-07
    0.113082E+00    0.100530E+02   -0.370397E-09    0.160963E-07
    0.113119E+00    0.100530E+02   -0.120568E-09    0.161121E-07
    0.113155E+00    0.100530E+02    0.129222E-09    0.161279E-07
    0.113192E+00    0.100530E+02    0.378970E-09    0.161436E-07
    0.113229E+00    0.100530E+02    0.628675E-09    0.161594E-07
    0.113266E+00    0.100530E+02    0.878335E-09    0.161752E-07
    0.113303E+00    0.100530E+02    0.112795E-08    0.161910E-07
    0.113340E+00    0.100530E+02    0.137751E-08    0.162068E-07
    0.113377E+00    0.100530E+02    0.162702E-08    0.162226E-07
    0.113413E+00    0.100530E+02    0.187648E-08    0.162385E-07
    0.113450E+00    0.100530E+02    0.212589E-08    0.162543E-07
    0.113487E+00    0.100530E+02    0.237524E-08    0.162701E-07
    0.113524E+00    0.100530E+02    0.262453E-08    0.162860E-07
    0.113561E+00    0.100530E+02    0.287376E-08    0.163018E-07
    0.113598E+00    0.100530E+02    0.312293E-08    0.163177E-07
    0.113634E+00    0.100530E+02    0.337203E-08    0.163336E-07
    0.113671E+00    0.100530E+02    0.362107E-08    0.163495E-07
    0.113708E+00    0.100530E+02    0.387004E-08    0.163653E-07
    0.113745E+00    0.100530E+02    0.411894E-08    0.163812E-07
    0.113782E+00    0.100530E+02    0.436777E-08    0.163971E-07
    0.113819E+00    0.100530E+02    0.461653E-08    0.164130E-07
    0.113855E+00    0.100530E+02    0.486521E-08    0.164289E-07
    0.113892E+00    0.100530E+02    0.511381E-08    0.164448E-07
    0.113929E+00    0.100530E+02    0.536234E-08    0.164607E-07
    0.113966E+00    0.100530E+02    0.561078E-08    0.164767E-07
    0.114003E+00    0.100530E+02    0.585915E-08    0.164926E-07
    0.114040E+00    0.100530E+02    0.610742E-08    0.165085E-07
    0.114077E+00    0.100530E+02    0.635561E-08    0.165244E-07
    0.114113E+00    0.100530E+02    0.660372E-08    0.165403E-07
    0.114150E+00    0.100530E+02    0.685173E-08    0.165563E-07
    0.114187E+00    0.100530E+02    0.709965E-08    0.165722E-07
    0.114224E+00    0.100530E+02    0.734748E-08    0.165881E-07
    0.114261E+00    0.100530E+02    0.759521E-08    0.166041E-07
    0.114298E+00    0.100530E+02    0.784284E-08    0.166200E-07
    0.114334E+00    0.100530E+02    0.809038E-08    0.166359E-07
    0.114371E+00    0.100530E+02    0.833781E-08    0.166519E-07
    0.114408E+00    0.100530E+02    0.858514E-08    0.166678E-07
    0.114445E+00    0.100530E+02    0.883236E-08    0.166838E-07
    0.114482E+00    0.100530E+02    0.907948E-08    0.166997E-07
    0.114519E+00    0.100530E+02    0.932649E-08    0.167156E-07
    0.114556E+00    0.100530E+02    0.957339E-08    0.167316E-07
    0.114592E+00    0.100530E+02    0.982018E-08    0.167475E-07
    0.114629E+00    0.100530E+02    0.100668E-07    0.167634E-07
    0.114666E+00    0.100530E+02    0.103134E-07    0.167794E-07
    0.114703E+00    0.100530E+02    0.105598E-07    0.167953E-07
    0.114740E+00    0.100530E+02    0.108062E-07    0.168112E-07
    0.114777E+00    0.100530E+02    0.110524E-07    0.168271E-07
    0.114813E+00    0.100530E+02    0.112984E-07    0.168430E-07
    0.114850E+00    0.100530E+02    0.115444E-07    0.168590E-07
    0.114887E+00    0.100530E+02    0.117902E-07    0.168749E-07
    0.114924E+00    0.100530E+02    0.120359E-07    0.168908E-07
    0.114961E+00    0.100530E+02    0.122814E-07    0.169067E-07
    0.114998E+00    0.100530E+02    0.125269E-07    0.169226E-07
    0.115035E+00    0.100530E+02    0.127722E-07    0.169385E-07
    0.115071E+00    0.100530E+02    0.130173E-07    0.169544E-07
    0.115108E+00    0.100530E+02    0.132623E-07    0.169702E-07
    0.115145E+00    0.100530E+02    0.135072E-07    0.169861E-07
    0.115182E+00    0.100530E+02    0.137519E-07    0.170020E-07
    0.115219E+00    0.100530E+02    0.139965E-07    0.170179E-07
    0.115256E+00    0.100530E+02    0.142410E-07    0.170337E-07
    0.115292E+00    0.100530E+02    0.144853E-07    0.170496E-07
    0.115329E+00    0.100530E+02    0.147294E-07    0.170654E-07
    0.115366E+00    0.100530E+02    0.149734E-07    0.170812E-07
    0.115403E+00    0.100530E+02    0.152173E-07    0.170971E-07
    0.115440E+00    0.100530E+02    0.154610E-07    0.171129E-07
    0.115477E+00    0.100530E+02    0.157045E-07    0.171287E-07
    0.115514E+00    0.100530E+02    0.159479E-07    0.171445E-07
    0.115550E+00    0.100530E+02    0.161911E-07    0.171603E-07
    0.115587E+00    0.100530E+02    0.164341E-07    0.171761E-07
    0.115624E+00    0.100530E+02    0.166770E-07    0.171918E-07
    0.115661E+00    0.100530E+02    0.169198E-07    0.172076E-07
    0.115698E+00    0.100530E+02    0.171623E-07    0.172234E-07
    0.115735E+00    0.100530E+02    0.174047E-07    0.172391E-07
    0.115771E+00    0.100530E+02    0.176469E-07    0.172548E-07
    0.115808E+00    0.100530E+02    0.178890E-07    0.172706E-07
    0.115845E+00    0.100530E+02    0.181308E-07    0.172863E-07
    0.115882E+00    0.100530E+02    0.183725E-07    0.173020E-07
    0.115919E+00    0.100530E+02    0.186140E-07    0.173177E-07
    0.115956E+00    0.100530E+02    0.188554E-07    0.173333E-07
    0.115993E+00    0.100530E+02    0.190965E-07    0.173490E-07
    0.116029E+00    0.100530E+02    0.193375E-07    0.173646E-07
    0.116066E+00    0.100530E+02    0.195783E-07    0.173803E-07
    0.116103E+00    0.100530E+02    0.198189E-07    0.173959E-07
    0.116140E+00    0.100530E+02    0.200593E-07    0.174115E-07
    0.116177E+00    0.100530E+02    0.202995E-07    0.174271E-07
    0.116214E+00    0.100530E+02    0.205395E-07    0.174427E-07
    0.116250E+00    0.100530E+02    0.207794E-07    0.174582E-07
    0.116287E+00    0.100530E+02    0.210190E-07    0.174738E-07
    0.116324E+00    0.100530E+02    0.212584E-07    0.174893E-07
    0.116361E+00    0.100530E+02    0.214977E-07    0.175049E-07
    0.116398E+00    0.100530E+02    0.217367E-07    0.175204E-07
    0.116435E+00    0.100530E+02    0.219755E-07    0.175358E-07
    0.116472E+00    0.100530E+02    0.222142E-07    0.175513E-07
    0.116508E+00    0.100530E+02    0.224526E-07    0.175668E-07
    0.116545E+00    0.100530E+02    0.226908E-07    0.175822E-07
    0.116582E+00    0.100530E+02    0.229288E-07    0.175976E-07
    0.116619E+00    0.100530E+02    0.231666E-07    0.176130E-07
    0.116656E+00    0.100530E+02    0.234042E-07    0.176284E-07
    0.116693E+00    0.100530E+02    0.236416E-07    0.176438E-07
    0.116729E+00    0.100530E+02    0.238787E-07    0.176592E-07
    0.116766E+00    0.100530E+02    0.241156E-07    0.176745E-07
    0.116803E+00    0.100530E+02    0.243524E-07    0.176898E-07
    0.116840E+00    0.100530E+02    0.245888E-07    0.177051E-07
    0.116877E+00    0.100530E+02    0.248251E-07    0.177204E-07
    0.116914E+00    0.100530E+02    0.250612E-07    0.177356E-07
    0.116951E+00    0.100530E+02    0.252970E-07    0.177509E-07
    0.116987E+00    0.100530E+02    0.255326E-07    0.177661E-07
    0.117024E+00    0.100530E+02    0.257679E-07    0.177813E-07
    0.117061E+00    0.100530E+02    0.260030E-07    0.177965E-07
    0.117098E+00    0.100530E+02    0.262379E-07    0.178116E-07
    0.117135E+00    0.100530E+02    0.264726E-07    0.178267E-07
    0.117172E+00    0.100530E+02    0.267070E-07    0.178419E-07
    0.117208E+00    0.100530E+02    0.269412E-07    0.178569E-07
    0.117245E+00    0.100530E+02    0.271751E-07    0.178720E-07
    0.117282E+00    0.100530E+02    0.274088E-07    0.178871E-07
    0.117319E+00    0.100530E+02    0.276423E-07    0.179021E-07
    0.117356E+00    0.100530E+02    0.278755E-07    0.179171E-07
    0.117393E+00    0.100530E+02    0.281085E-07    0.179321E-07
    0.117430E+00    0.100530E+02    0.283412E-07    0.179470E-07
    0.117466E+00    0.100530E+02    0.285737E-07    0.179620E-07
    0.117503E+00    0.100530E+02    0.288059E-07    0.179769E-07
    0.117540E+00    0.100530E+02    0.290378E-07    0.179918E-07
    0.117577E+00    0.100530E+02    0.292695E-07    0.180066E-07
    0.117614E+00    0.100530E+02    0.295010E-07    0.180215E-07
    0.117651E+00    0.100530E+02    0.297322E-07    0.180363E-07
    0.117687E+00    0.100530E+02    0.299631E-07    0.180510E-07
    0.117724E+00    0.100530E+02    0.301938E-07    0.180658E-07
    0.117761E+00    0.100530E+02    0.304242E-07    0.180805E-07
    0.117798E+00    0.100530E+02    0.306544E-07    0.180953E-07
    0.117835E+00    0.100530E+02    0.308843E-07    0.181099E-07
    0.117872E+00    0.100530E+02    0.311139E-07    0.181246E-07
    0.117909E+00    0.100530E+02    0.313432E-07    0.181392E-07
    0.117945E+00    0.100530E+02    0.315723E-07    0.181538E-07
    0.117982E+00    0.100530E+02    0.318011E-07    0.181684E-07
    0.118019E+00    0.100530E+02    0.320296E-07    0.181830E-07
    0.118056E+00    0.100530E+02    0.322579E-07    0.181975E-07
    0.118093E+00    0.100530E+02    0.324859E-07    0.182120E-07
    0.118130E+00    0.100530E+02    0.327136E-07    0.182265E-07
    0.118166E+00    0.100530E+02    0.329410E-07    0.182409E-07
    0.118203E+00    0.100530E+02    0.331681E-07    0.182553E-07
    0.118240E+00    0.100530E+02    0.333950E-07    0.182697E-07
    0.118277E+00    0.100530E+02    0.336216E-07    0.182840E-07
    0.118314E+00    0.100530E+02    0.338478E-07    0.182984E-07
    0.118351E+00    0.100530E+02    0.340738E-07    0.183127E-07
    0.118388E+00    0.100530E+02    0.342996E-07    0.183269E-07
    0.118424E+00    0.100530E+02    0.345250E-07    0.183412E-07
    0.118461E+00    0.100530E+02    0.347501E-07    0.183554E-07
    0.118498E+00    0.100530E+02    0.349750E-07    0.183695E-07
    0.118535E+00    0.100530E+02    0.351995E-07    0.183837E-07
    0.118572E+00    0.100530E+02    0.354237E-07    0.183978E-07
    0.118609E+00    0.100530E+02    0.356477E-07    0.184119E-07
    0.118645E+00    0.100530E+02    0.358713E-07    0.184259E-07
    0.118682E+00    0.100530E+02    0.360947E-07    0.184400E-07
    0.118719E+00    0.100530E+02    0.363178E-07    0.184539E-07
    0.118756E+00    0.100530E+02    0.365405E-07    0.184679E-07
    0.118793E+00    0.100530E+02    0.367629E-07    0.184818E-07
    0.118830E+00    0.100530E+02    0.369851E-07    0.184957E-07
    0.118867E+00    0.100530E+02    0.372069E-07    0.185096E-07
    0.118903E+00    0.100530E+02    0.374284E-07    0.185234E-07
    0.118940E+00    0.100530E+02    0.376496E-07    0.185372E-07
    0.118977E+00    0.100530E+02    0.378705E-07    0.185510E-07
    0.119014E+00    0.100530E+02    0.380911E-07    0.185647E-07
    0.119051E+00    0.100530E+02    0.383114E-07    0.185784E-07
    0.119088E+00    0.100530E+02    0.385314E-07    0.185920E-07
    0.119124E+00    0.100530E+02    0.387510E-07    0.186057E-07
    0.119161E+00    0.100530E+02    0.389703E-07    0.186193E-07
    0.119198E+00    0.100530E+02    0.391893E-07    0.186328E-07
    0.119235E+00    0.100530E+02    0.394080E-07    0.186463E-07
    0.119272E+00    0.100530E+02    0.396264E-07    0.186598E-07
    0.119309E+00    0.100530E+02    0.398444E-07    0.186733E-07
    0.119346E+00    0.100530E+02    0.400621E-07    0.186867E-07
    0.119382E+00    0.100530E+02    0.402795E-07    0.187001E-07
    0.119419E+00    0.100530E+02    0.404965E-07    0.187134E-07
    0.119456E+00    0.100530E+02    0.407133E-07    0.187267E-07
    0.119493E+00    0.100530E+02    0.409297E-07    0.187400E-07
    0.119530E+00    0.100530E+02    0.411457E-07    0.187532E-07
    0.119567E+00    0.100530E+02    0.413614E-07    0.187664E-07
    0.119603E+00    0.100530E+02    0.415768E-07    0.187796E-07
    0.119640E+00    0.100530E+02    0.417919E-07    0.187927E-07
    0.119677E+00    0.100530E+02    0.420066E-07    0.188058E-07
    0.119714E+00    0.100530E+02    0.422210E-07    0.188189E-07
    0.119751E+00    0.100530E+02    0.424351E-07    0.188319E-07
    0.119788E+00    0.100530E+02    0.426488E-07    0.188449E-07
    0.119825E+00    0.100530E+02    0.428621E-07    0.188578E-07
    0.119861E+00    0.100530E+02    0.430752E-07    0.188707E-07
    0.119898E+00    0.100530E+02    0.432878E-07    0.188836E-07
    0.119935E+00    0.100530E+02    0.435002E-07    0.188964E-07
    0.119972E+00    0.100530E+02    0.437122E-07    0.189092E-07
    0.120009E+00    0.100530E+02    0.439238E-07    0.189219E-07
    0.120046E+00    0.100530E+02    0.441351E-07    0.189346E-07
    0.120082E+00    0.100530E+02    0.443460E-07    0.189473E-07
    0.120119E+00    0.100530E+02    0.445566E-07    0.189599E-07
    0.120156E+00    0.100530E+02    0.447669E-07    0.189725E-07
    0.120193E+00    0.100530E+02    0.449767E-07    0.189851E-07
    0.120230E+00    0.100530E+02    0.451863E-07    0.189976E-07
    0.120267E+00    0.100530E+02    0.453954E-07    0.190101E-07
    0.120304E+00    0.100530E+02    0.456042E-07    0.190225E-07
    0.120340E+00    0.100530E+02    0.458127E-07    0.190349E-07
    0.120377E+00    0.100530E+02    0.460208E-07    0.190472E-07
    0.120414E+00    0.100530E+02    0.462285E-07    0.190595E-07
    0.120451E+00    0.100530E+02    0.464359E-07    0.190718E-07
    0.120488E+00    0.100530E+02    0.466429E-07    0.190840E-07
    0.120525E+00    0.100530E+02    0.468496E-07    0.190962E-07
    0.120561E+00    0.100530E+02    0.470558E-07    0.191084E-07
    0.120598E+00    0.100530E+02    0.472618E-07    0.191205E-07
    0.120635E+00    0.100530E+02    0.474673E-07    0.191325E-07
    0.120672E+00    0.100530E+02    0.476725E-07    0.191446E-07
    0.120709E+00    0.100530E+02    0.478773E-07    0.191565E-07
    0.120746E+00    0.100530E+02    0.480817E-07    0.191685E-07
    0.120783E+00    0.100530E+02    0.482858E-07    0.191804E-07
    0.120819E+00    0.100530E+02    0.484895E-07    0.191922E-07
    0.120856E+00    0.100530E+02    0.486928E-07    0.192040E-07
    0.120893E+00    0.100530E+02    0.488958E-07    0.192158E-07
    0.120930E+00    0.100530E+02    0.490983E-07    0.192275E-07
    0.120967E+00    0.100530E+02    0.493005E-07    0.192392E-07
    0.121004E+00    0.100530E+02    0.495024E-07    0.192508E-07
    0.121040E+00    0.100530E+02    0.497038E-07    0.192624E-07
    0.121077E+00    0.100530E+02    0.499049E-07    0.192739E-07
    0.121114E+00    0.100530E+02    0.501055E-07    0.192854E-07
    0.121151E+00    0.100530E+02    0.503058E-07    0.192969E-07
    0.121188E+00    0.100530E+02    0.505057E-07    0.193083E-07
    0.121225E+00    0.100530E+02    0.507053E-07    0.193197E-07
    0.121262E+00    0.100530E+02    0.509044E-07    0.193310E-07
    0.121298E+00    0.100530E+02    0.511032E-07    0.193423E-07
    0.121335E+00    0.100530E+02    0.513016E-07    0.193535E-07
    0.121372E+00    0.100530E+02    0.514995E-07    0.193647E-07
    0.121409E+00    0.100530E+02    0.516971E-07    0.193759E-07
    0.121446E+00    0.100530E+02    0.518943E-07    0.193870E-07
    0.121483E+00    0.100530E+02    0.520912E-07    0.193980E-07
    0.121519E+00    0.100530E+02    0.522876E-07    0.194090E-07
    0.121556E+00    0.100530E+02    0.524836E-07    0.194200E-07
    0.121593E+00    0.100530E+02    0.526793E-07    0.194309E-07
    0.121630E+00    0.100530E+02    0.528745E-07    0.194418E-07
    0.121667E+00    0.100530E+02    0.530694E-07    0.194526E-07
    0.121704E+00    0.100530E+02    0.532638E-07    0.194634E-07
    0.121741E+00    0.100530E+02    0.534579E-07    0.194741E-07
    0.121777E+00    0.100530E+02    0.536516E-07    0.194848E-07
    0.121814E+00    0.100530E+02    0.538448E-07    0.194955E-07
    0.121851E+00    0.100530E+02    0.540377E-07    0.195061E-07
    0.121888E+00    0.100530E+02    0.542302E-07    0.195166E-07
    0.121925E+00    0.100530E+02    0.544222E-07    0.195271E-07
    0.121962E+00    0.100530E+02    0.546139E-07    0.195376E-07
    0.121998E+00    0.100530E+02    0.548052E-07    0.195480E-07
    0.122035E+00    0.100530E+02    0.549960E-07    0.195584E-07
    0.122072E+00    0.100530E+02    0.551865E-07    0.195687E-07
    0.122109E+00    0.100530E+02    0.553765E-07    0.195789E-07
    0.122146E+00    0.100530E+02    0.555662E-07    0.195892E-07
    0.122183E+00    0.100530E+02    0.557554E-07    0.195993E-07
    0.122220E+00    0.100530E+02    0.559442E-07    0.196095E-07
    0.122256E+00    0.100530E+02    0.561327E-07    0.196195E-07
    0.122293E+00    0.100530E+02    0.563207E-07    0.196296E-07
