 a		phi		phidot		fde
    0.147718E-06    0.100000E-04   -0.111504E-28    0.247151E-35
    0.148195E-06    0.100000E-04   -0.112886E-28    0.250359E-35
    0.148674E-06    0.100000E-04   -0.114280E-28    0.253609E-35
    0.149154E-06    0.100000E-04   -0.115685E-28    0.256900E-35
    0.149636E-06    0.100000E-04   -0.117102E-28    0.260235E-35
    0.150119E-06    0.100000E-04   -0.118531E-28    0.263612E-35
    0.150604E-06    0.100000E-04   -0.119972E-28    0.267034E-35
    0.151090E-06    0.100000E-04   -0.121425E-28    0.270499E-35
    0.151578E-06    0.100000E-04   -0.122890E-28    0.274010E-35
    0.152068E-06    0.100000E-04   -0.124368E-28    0.277567E-35
    0.152559E-06    0.100000E-04   -0.125859E-28    0.281169E-35
    0.153051E-06    0.100000E-04   -0.127362E-28    0.284818E-35
    0.153546E-06    0.100000E-04   -0.128877E-28    0.288515E-35
    0.154041E-06    0.100000E-04   -0.130406E-28    0.292260E-35
    0.154539E-06    0.100000E-04   -0.131948E-28    0.296053E-35
    0.155038E-06    0.100000E-04   -0.133503E-28    0.299895E-35
    0.155539E-06    0.100000E-04   -0.135071E-28    0.303788E-35
    0.156041E-06    0.100000E-04   -0.136653E-28    0.307731E-35
    0.156545E-06    0.100000E-04   -0.138249E-28    0.311725E-35
    0.157050E-06    0.100000E-04   -0.139858E-28    0.315770E-35
    0.157558E-06    0.100000E-04   -0.141482E-28    0.319869E-35
    0.158066E-06    0.100000E-04   -0.143119E-28    0.324020E-35
    0.158577E-06    0.100000E-04   -0.144771E-28    0.328226E-35
    0.159089E-06    0.100000E-04   -0.146437E-28    0.332486E-35
    0.159603E-06    0.100000E-04   -0.148117E-28    0.336801E-35
    0.160118E-06    0.100000E-04   -0.149812E-28    0.341172E-35
    0.160635E-06    0.100000E-04   -0.151522E-28    0.345600E-35
    0.161154E-06    0.100000E-04   -0.153247E-28    0.350086E-35
    0.161675E-06    0.100000E-04   -0.154988E-28    0.354630E-35
    0.162197E-06    0.100000E-04   -0.156743E-28    0.359232E-35
    0.162721E-06    0.100000E-04   -0.158514E-28    0.363895E-35
    0.163246E-06    0.100000E-04   -0.160301E-28    0.368618E-35
    0.163773E-06    0.100000E-04   -0.162103E-28    0.373402E-35
    0.164302E-06    0.100000E-04   -0.163921E-28    0.378248E-35
    0.164833E-06    0.100000E-04   -0.165755E-28    0.383157E-35
    0.165365E-06    0.100000E-04   -0.167606E-28    0.388130E-35
    0.165899E-06    0.100000E-04   -0.169473E-28    0.393168E-35
    0.166435E-06    0.100000E-04   -0.171357E-28    0.398271E-35
    0.166972E-06    0.100000E-04   -0.173257E-28    0.403440E-35
    0.167512E-06    0.100000E-04   -0.175175E-28    0.408676E-35
    0.168053E-06    0.100000E-04   -0.177109E-28    0.413980E-35
    0.168595E-06    0.100000E-04   -0.179061E-28    0.419353E-35
    0.169140E-06    0.100000E-04   -0.181031E-28    0.424796E-35
    0.169686E-06    0.100000E-04   -0.183018E-28    0.430309E-35
    0.170234E-06    0.100000E-04   -0.185023E-28    0.435894E-35
    0.170784E-06    0.100000E-04   -0.187046E-28    0.441551E-35
    0.171335E-06    0.100000E-04   -0.189087E-28    0.447282E-35
    0.171889E-06    0.100000E-04   -0.191146E-28    0.453087E-35
    0.172444E-06    0.100000E-04   -0.193225E-28    0.458968E-35
    0.173001E-06    0.100000E-04   -0.195321E-28    0.464925E-35
    0.173559E-06    0.100000E-04   -0.197437E-28    0.470959E-35
    0.174120E-06    0.100000E-04   -0.199572E-28    0.477071E-35
    0.174682E-06    0.100000E-04   -0.201727E-28    0.483263E-35
    0.175246E-06    0.100000E-04   -0.203901E-28    0.489535E-35
    0.175812E-06    0.100000E-04   -0.206095E-28    0.495889E-35
    0.176380E-06    0.100000E-04   -0.208308E-28    0.502325E-35
    0.176950E-06    0.100000E-04   -0.210542E-28    0.508844E-35
    0.177521E-06    0.100000E-04   -0.212796E-28    0.515449E-35
    0.178094E-06    0.100000E-04   -0.215071E-28    0.522138E-35
    0.178669E-06    0.100000E-04   -0.217367E-28    0.528915E-35
    0.179247E-06    0.100000E-04   -0.219683E-28    0.535780E-35
    0.179825E-06    0.100000E-04   -0.222021E-28    0.542734E-35
    0.180406E-06    0.100000E-04   -0.224380E-28    0.549777E-35
    0.180989E-06    0.100000E-04   -0.226761E-28    0.556913E-35
    0.181573E-06    0.100000E-04   -0.229164E-28    0.564141E-35
    0.182160E-06    0.100000E-04   -0.231588E-28    0.571463E-35
    0.182748E-06    0.100000E-04   -0.234036E-28    0.578879E-35
    0.183338E-06    0.100000E-04   -0.236505E-28    0.586393E-35
    0.183930E-06    0.100000E-04   -0.238997E-28    0.594003E-35
    0.184524E-06    0.100000E-04   -0.241513E-28    0.601712E-35
    0.185120E-06    0.100000E-04   -0.244051E-28    0.609522E-35
    0.185718E-06    0.100000E-04   -0.246613E-28    0.617433E-35
    0.186318E-06    0.100000E-04   -0.249199E-28    0.625446E-35
    0.186919E-06    0.100000E-04   -0.251808E-28    0.633564E-35
    0.187523E-06    0.100000E-04   -0.254442E-28    0.641786E-35
    0.188129E-06    0.100000E-04   -0.257100E-28    0.650116E-35
    0.188736E-06    0.100000E-04   -0.259783E-28    0.658553E-35
    0.189346E-06    0.100000E-04   -0.262490E-28    0.667100E-35
    0.189957E-06    0.100000E-04   -0.265223E-28    0.675759E-35
    0.190571E-06    0.100000E-04   -0.267981E-28    0.684529E-35
    0.191186E-06    0.100000E-04   -0.270765E-28    0.693413E-35
    0.191804E-06    0.100000E-04   -0.273575E-28    0.702413E-35
    0.192423E-06    0.100000E-04   -0.276411E-28    0.711529E-35
    0.193044E-06    0.100000E-04   -0.279273E-28    0.720764E-35
    0.193668E-06    0.100000E-04   -0.282162E-28    0.730118E-35
    0.194293E-06    0.100000E-04   -0.285078E-28    0.739594E-35
    0.194921E-06    0.100000E-04   -0.288021E-28    0.749193E-35
    0.195550E-06    0.100000E-04   -0.290991E-28    0.758916E-35
    0.196182E-06    0.100000E-04   -0.293990E-28    0.768766E-35
    0.196815E-06    0.100000E-04   -0.297016E-28    0.778743E-35
    0.197451E-06    0.100000E-04   -0.300071E-28    0.788850E-35
    0.198089E-06    0.100000E-04   -0.303154E-28    0.799088E-35
    0.198728E-06    0.100000E-04   -0.306267E-28    0.809459E-35
    0.199370E-06    0.100000E-04   -0.309408E-28    0.819965E-35
    0.200014E-06    0.100000E-04   -0.312579E-28    0.830607E-35
    0.200660E-06    0.100000E-04   -0.315780E-28    0.841387E-35
    0.201308E-06    0.100000E-04   -0.319010E-28    0.852307E-35
    0.201958E-06    0.100000E-04   -0.322272E-28    0.863368E-35
    0.202610E-06    0.100000E-04   -0.325563E-28    0.874573E-35
    0.203265E-06    0.100000E-04   -0.328886E-28    0.885924E-35
    0.203921E-06    0.100000E-04   -0.332240E-28    0.897422E-35
    0.204580E-06    0.100000E-04   -0.335626E-28    0.909069E-35
    0.205240E-06    0.100000E-04   -0.339043E-28    0.920867E-35
    0.205903E-06    0.100000E-04   -0.342493E-28    0.932819E-35
    0.206568E-06    0.100000E-04   -0.345975E-28    0.944925E-35
    0.207235E-06    0.100000E-04   -0.349490E-28    0.957189E-35
    0.207904E-06    0.100000E-04   -0.353038E-28    0.969612E-35
    0.208576E-06    0.100000E-04   -0.356620E-28    0.982196E-35
    0.209249E-06    0.100000E-04   -0.360236E-28    0.994943E-35
    0.209925E-06    0.100000E-04   -0.363886E-28    0.100786E-34
    0.210603E-06    0.100000E-04   -0.367570E-28    0.102094E-34
    0.211283E-06    0.100000E-04   -0.371289E-28    0.103419E-34
    0.211966E-06    0.100000E-04   -0.375043E-28    0.104761E-34
    0.212650E-06    0.100000E-04   -0.378833E-28    0.106120E-34
    0.213337E-06    0.100000E-04   -0.382659E-28    0.107498E-34
    0.214026E-06    0.100000E-04   -0.386521E-28    0.108893E-34
    0.214717E-06    0.100000E-04   -0.390420E-28    0.110306E-34
    0.215410E-06    0.100000E-04   -0.394355E-28    0.111738E-34
    0.216106E-06    0.100000E-04   -0.398328E-28    0.113188E-34
    0.216804E-06    0.100000E-04   -0.402339E-28    0.114657E-34
    0.217504E-06    0.100000E-04   -0.406388E-28    0.116145E-34
    0.218207E-06    0.100000E-04   -0.410475E-28    0.117652E-34
    0.218911E-06    0.100000E-04   -0.414601E-28    0.119179E-34
    0.219618E-06    0.100000E-04   -0.418767E-28    0.120726E-34
    0.220327E-06    0.100000E-04   -0.422971E-28    0.122293E-34
    0.221039E-06    0.100000E-04   -0.427216E-28    0.123880E-34
    0.221753E-06    0.100000E-04   -0.431502E-28    0.125488E-34
    0.222469E-06    0.100000E-04   -0.435828E-28    0.127116E-34
    0.223187E-06    0.100000E-04   -0.440195E-28    0.128766E-34
    0.223908E-06    0.100000E-04   -0.444604E-28    0.130437E-34
    0.224631E-06    0.100000E-04   -0.449055E-28    0.132130E-34
    0.225357E-06    0.100000E-04   -0.453548E-28    0.133845E-34
    0.226085E-06    0.100000E-04   -0.458084E-28    0.135582E-34
    0.226815E-06    0.100000E-04   -0.462664E-28    0.137341E-34
    0.227547E-06    0.100000E-04   -0.467287E-28    0.139124E-34
    0.228282E-06    0.100000E-04   -0.471954E-28    0.140929E-34
    0.229019E-06    0.100000E-04   -0.476666E-28    0.142758E-34
    0.229759E-06    0.100000E-04   -0.481422E-28    0.144611E-34
    0.230501E-06    0.100000E-04   -0.486224E-28    0.146488E-34
    0.231245E-06    0.100000E-04   -0.491073E-28    0.148389E-34
    0.231992E-06    0.100000E-04   -0.495967E-28    0.150315E-34
    0.232741E-06    0.100000E-04   -0.500908E-28    0.152266E-34
    0.233493E-06    0.100000E-04   -0.505896E-28    0.154242E-34
    0.234247E-06    0.100000E-04   -0.510933E-28    0.156244E-34
    0.235003E-06    0.100000E-04   -0.516017E-28    0.158271E-34
    0.235762E-06    0.100000E-04   -0.521150E-28    0.160326E-34
    0.236524E-06    0.100000E-04   -0.526332E-28    0.162406E-34
    0.237288E-06    0.100000E-04   -0.531563E-28    0.164514E-34
    0.238054E-06    0.100000E-04   -0.536845E-28    0.166649E-34
    0.238823E-06    0.100000E-04   -0.542178E-28    0.168812E-34
    0.239594E-06    0.100000E-04   -0.547561E-28    0.171003E-34
    0.240368E-06    0.100000E-04   -0.552996E-28    0.173222E-34
    0.241144E-06    0.100000E-04   -0.558483E-28    0.175470E-34
    0.241923E-06    0.100000E-04   -0.564023E-28    0.177747E-34
    0.242704E-06    0.100000E-04   -0.569616E-28    0.180054E-34
    0.243488E-06    0.100000E-04   -0.575262E-28    0.182391E-34
    0.244274E-06    0.100000E-04   -0.580963E-28    0.184758E-34
    0.245063E-06    0.100000E-04   -0.586718E-28    0.187156E-34
    0.245854E-06    0.100000E-04   -0.592528E-28    0.189585E-34
    0.246648E-06    0.100000E-04   -0.598395E-28    0.192045E-34
    0.247445E-06    0.100000E-04   -0.604317E-28    0.194537E-34
    0.248244E-06    0.100000E-04   -0.610297E-28    0.197062E-34
    0.249046E-06    0.100000E-04   -0.616334E-28    0.199620E-34
    0.249850E-06    0.100000E-04   -0.622429E-28    0.202210E-34
    0.250657E-06    0.100000E-04   -0.628582E-28    0.204835E-34
    0.251466E-06    0.100000E-04   -0.634795E-28    0.207493E-34
    0.252279E-06    0.100000E-04   -0.641067E-28    0.210186E-34
    0.253093E-06    0.100000E-04   -0.647400E-28    0.212913E-34
    0.253911E-06    0.100000E-04   -0.653793E-28    0.215677E-34
    0.254731E-06    0.100000E-04   -0.660248E-28    0.218476E-34
    0.255553E-06    0.100000E-04   -0.666765E-28    0.221311E-34
    0.256379E-06    0.100000E-04   -0.673345E-28    0.224183E-34
    0.257207E-06    0.100000E-04   -0.679988E-28    0.227093E-34
    0.258037E-06    0.100000E-04   -0.686695E-28    0.230040E-34
    0.258871E-06    0.100000E-04   -0.693466E-28    0.233025E-34
    0.259707E-06    0.100000E-04   -0.700303E-28    0.236049E-34
    0.260545E-06    0.100000E-04   -0.707206E-28    0.239113E-34
    0.261387E-06    0.100000E-04   -0.714175E-28    0.242216E-34
    0.262231E-06    0.100000E-04   -0.721211E-28    0.245359E-34
    0.263078E-06    0.100000E-04   -0.728315E-28    0.248544E-34
    0.263927E-06    0.100000E-04   -0.735487E-28    0.251769E-34
    0.264780E-06    0.100000E-04   -0.742728E-28    0.255037E-34
    0.265635E-06    0.100000E-04   -0.750039E-28    0.258346E-34
    0.266493E-06    0.100000E-04   -0.757421E-28    0.261699E-34
    0.267353E-06    0.100000E-04   -0.764874E-28    0.265095E-34
    0.268217E-06    0.100000E-04   -0.772398E-28    0.268536E-34
    0.269083E-06    0.100000E-04   -0.779995E-28    0.272021E-34
    0.269952E-06    0.100000E-04   -0.787666E-28    0.275551E-34
    0.270824E-06    0.100000E-04   -0.795410E-28    0.279127E-34
    0.271698E-06    0.100000E-04   -0.803229E-28    0.282749E-34
    0.272576E-06    0.100000E-04   -0.811123E-28    0.286419E-34
    0.273456E-06    0.100000E-04   -0.819094E-28    0.290136E-34
    0.274339E-06    0.100000E-04   -0.827141E-28    0.293901E-34
    0.275225E-06    0.100000E-04   -0.835267E-28    0.297715E-34
    0.276114E-06    0.100000E-04   -0.843470E-28    0.301579E-34
    0.277006E-06    0.100000E-04   -0.851753E-28    0.305493E-34
    0.277900E-06    0.100000E-04   -0.860115E-28    0.309457E-34
    0.278798E-06    0.100000E-04   -0.868559E-28    0.313473E-34
    0.279698E-06    0.100000E-04   -0.877084E-28    0.317542E-34
    0.280601E-06    0.100000E-04   -0.885691E-28    0.321663E-34
    0.281507E-06    0.100000E-04   -0.894381E-28    0.325837E-34
    0.282417E-06    0.100000E-04   -0.903155E-28    0.330066E-34
    0.283329E-06    0.100000E-04   -0.912014E-28    0.334349E-34
    0.284244E-06    0.100000E-04   -0.920959E-28    0.338688E-34
    0.285162E-06    0.100000E-04   -0.929990E-28    0.343083E-34
    0.286083E-06    0.100000E-04   -0.939108E-28    0.347536E-34
    0.287006E-06    0.100000E-04   -0.948314E-28    0.352046E-34
    0.287933E-06    0.100000E-04   -0.957609E-28    0.356615E-34
    0.288863E-06    0.100000E-04   -0.966994E-28    0.361243E-34
    0.289796E-06    0.100000E-04   -0.976470E-28    0.365931E-34
    0.290732E-06    0.100000E-04   -0.986037E-28    0.370680E-34
    0.291671E-06    0.100000E-04   -0.995697E-28    0.375490E-34
    0.292613E-06    0.100000E-04   -0.100545E-27    0.380363E-34
    0.293558E-06    0.100000E-04   -0.101530E-27    0.385299E-34
    0.294506E-06    0.100000E-04   -0.102524E-27    0.390299E-34
    0.295457E-06    0.100000E-04   -0.103528E-27    0.395365E-34
    0.296411E-06    0.100000E-04   -0.104542E-27    0.400495E-34
    0.297368E-06    0.100000E-04   -0.105565E-27    0.405693E-34
    0.298329E-06    0.100000E-04   -0.106598E-27    0.410958E-34
    0.299292E-06    0.100000E-04   -0.107641E-27    0.416291E-34
    0.300259E-06    0.100000E-04   -0.108695E-27    0.421693E-34
    0.301228E-06    0.100000E-04   -0.109758E-27    0.427166E-34
    0.302201E-06    0.100000E-04   -0.110832E-27    0.432709E-34
    0.303177E-06    0.100000E-04   -0.111917E-27    0.438325E-34
    0.304156E-06    0.100000E-04   -0.113011E-27    0.444013E-34
    0.305138E-06    0.100000E-04   -0.114117E-27    0.449775E-34
    0.306124E-06    0.100000E-04   -0.115233E-27    0.455612E-34
    0.307112E-06    0.100000E-04   -0.116359E-27    0.461525E-34
    0.308104E-06    0.100000E-04   -0.117497E-27    0.467514E-34
    0.309099E-06    0.100000E-04   -0.118646E-27    0.473581E-34
    0.310098E-06    0.100000E-04   -0.119806E-27    0.479727E-34
    0.311099E-06    0.100000E-04   -0.120977E-27    0.485952E-34
    0.312104E-06    0.100000E-04   -0.122159E-27    0.492259E-34
    0.313112E-06    0.100000E-04   -0.123353E-27    0.498647E-34
    0.314123E-06    0.100000E-04   -0.124559E-27    0.505118E-34
    0.315137E-06    0.100000E-04   -0.125776E-27    0.511673E-34
    0.316155E-06    0.100000E-04   -0.127005E-27    0.518313E-34
    0.317176E-06    0.100000E-04   -0.128245E-27    0.525040E-34
    0.318200E-06    0.100000E-04   -0.129498E-27    0.531853E-34
    0.319228E-06    0.100000E-04   -0.130763E-27    0.538755E-34
    0.320259E-06    0.100000E-04   -0.132040E-27    0.545747E-34
    0.321293E-06    0.100000E-04   -0.133330E-27    0.552829E-34
    0.322331E-06    0.100000E-04   -0.134632E-27    0.560003E-34
    0.323372E-06    0.100000E-04   -0.135947E-27    0.567270E-34
    0.324416E-06    0.100000E-04   -0.137274E-27    0.574632E-34
    0.325464E-06    0.100000E-04   -0.138614E-27    0.582089E-34
    0.326515E-06    0.100000E-04   -0.139967E-27    0.589643E-34
    0.327569E-06    0.100000E-04   -0.141334E-27    0.597295E-34
    0.328627E-06    0.100000E-04   -0.142713E-27    0.605046E-34
    0.329688E-06    0.100000E-04   -0.144106E-27    0.612898E-34
    0.330753E-06    0.100000E-04   -0.145513E-27    0.620851E-34
    0.331821E-06    0.100000E-04   -0.146933E-27    0.628908E-34
    0.332893E-06    0.100000E-04   -0.148367E-27    0.637070E-34
    0.333968E-06    0.100000E-04   -0.149815E-27    0.645337E-34
    0.335046E-06    0.100000E-04   -0.151276E-27    0.653711E-34
    0.336128E-06    0.100000E-04   -0.152752E-27    0.662195E-34
    0.337214E-06    0.100000E-04   -0.154242E-27    0.670788E-34
    0.338303E-06    0.100000E-04   -0.155747E-27    0.679493E-34
    0.339396E-06    0.100000E-04   -0.157266E-27    0.688311E-34
    0.340492E-06    0.100000E-04   -0.158800E-27    0.697243E-34
    0.341591E-06    0.100000E-04   -0.160349E-27    0.706291E-34
    0.342694E-06    0.100000E-04   -0.161913E-27    0.715457E-34
    0.343801E-06    0.100000E-04   -0.163492E-27    0.724741E-34
    0.344911E-06    0.100000E-04   -0.165087E-27    0.734146E-34
    0.346025E-06    0.100000E-04   -0.166696E-27    0.743673E-34
    0.347143E-06    0.100000E-04   -0.168322E-27    0.753324E-34
    0.348264E-06    0.100000E-04   -0.169963E-27    0.763099E-34
    0.349389E-06    0.100000E-04   -0.171620E-27    0.773002E-34
    0.350517E-06    0.100000E-04   -0.173293E-27    0.783033E-34
    0.351649E-06    0.100000E-04   -0.174983E-27    0.793195E-34
    0.352785E-06    0.100000E-04   -0.176689E-27    0.803488E-34
    0.353924E-06    0.100000E-04   -0.178411E-27    0.813915E-34
    0.355067E-06    0.100000E-04   -0.180150E-27    0.824477E-34
    0.356213E-06    0.100000E-04   -0.181906E-27    0.835176E-34
    0.357364E-06    0.100000E-04   -0.183679E-27    0.846014E-34
    0.358518E-06    0.100000E-04   -0.185469E-27    0.856992E-34
    0.359676E-06    0.100000E-04   -0.187276E-27    0.868113E-34
    0.360837E-06    0.100000E-04   -0.189101E-27    0.879379E-34
    0.362003E-06    0.100000E-04   -0.190944E-27    0.890790E-34
    0.363172E-06    0.100000E-04   -0.192805E-27    0.902350E-34
    0.364345E-06    0.100000E-04   -0.194683E-27    0.914059E-34
    0.365521E-06    0.100000E-04   -0.196580E-27    0.925921E-34
    0.366702E-06    0.100000E-04   -0.198495E-27    0.937936E-34
    0.367886E-06    0.100000E-04   -0.200429E-27    0.950108E-34
    0.369074E-06    0.100000E-04   -0.202382E-27    0.962437E-34
    0.370266E-06    0.100000E-04   -0.204353E-27    0.974926E-34
    0.371462E-06    0.100000E-04   -0.206344E-27    0.987577E-34
    0.372661E-06    0.100000E-04   -0.208354E-27    0.100039E-33
    0.373865E-06    0.100000E-04   -0.210384E-27    0.101337E-33
    0.375072E-06    0.100000E-04   -0.212433E-27    0.102652E-33
